# Sample orbit input file for use with the CmdLineAe9Ap9 application. 
# Any lines starting with a '#' are considered comments, and therefore ignored. 
# 
# Data lines in this file consist of a time value and three coordinate values.
# By default, they are expected to be coma-separated values (CSV) format, 
# with the date/time in Modified Julian Date, followed by the x,y,z coordinates
# in the GEI coordinate system, in units of Earth-radii
#
#  Other time forms, coordinate system/units/ordering and data delimiters 
#  are also supported for ephemeris file input when these parameters are also
#  specified in the model run input file:
# InTimeSpec    Form of time specification
#             *MJD, YrDDDFrac, YrDDDGmt, YrMoDaGmt, YrMoDaHrMnSc
# InCoordSys    Coordinate system of position values (Irbemlib names)
#             GEO,GEI,GDZ,GSM,GSE,SM,MAG,SPH,RLL
#              GEO - geographic cartesian (RE), 
#             *GEI - geocentric equatorial inertial (RE), sometimes called "ECI"
#              GDZ - geodetic (altitude Km, lat deg, lon deg), 
#              GSM - geocentric solar magnetospheric (RE),
#              GSE - geocentric solar ecliptic (RE) ,
#              SM  - solar magnetic (RE),
#              MAG - magnetic (RE), 
#              SPH - spherical (radius RE, colat deg, phi deg),
#              RLL - spherical (radius RE, lat deg, lon deg)
#             ( 1 RE is defined as 6371.2 km )
# InCoordUnits  Coordinate system position units (RE or km)
# InCoordOrder  Ordering of non-Cartesian coordinate values (Standard or Inverted)
#               *Standard='Dist,Lat,Lon', Inverted='Lat,Lon,Dist'
# InDataDelim   Data delimiter character (*comma, space, tab)
#
# All available keywords and their associated values are fully described in the
#  "AE9/AP9/SPM Radiation Environment Model User's Guide" document.
#
#-------------------------------------------------------------------
# To use this particular file as ephemeris input, the time format specification
# parameter would required to be set: "InTimeSpec: YrDDDGmt"
# (all other format specifications are at their default settings)
#-------------------------------------------------------------------
#
# Time format:              Year, day_of_year, GMT_seconds_of_day
# Coordinate system:        GEI (Geocentric Equatorial Inertial) cartesian in earth radii
# Data Delimiter:           comma
#
# datetime(year,ddd,gmtsec),posx(Re),posy(Re),posz(Re)
2010,19,44880.0,-1.58076880,-0.72657968,-0.44464977
2010,19,45000.0,-1.52148613,-0.80107202,-0.48672910
2010,19,45120.0,-1.45628791,-0.87244954,-0.52691268
2010,19,45240.0,-1.38533636,-0.94037990,-0.56501088
2010,19,45360.0,-1.30881487,-1.00452874,-0.60083329
2010,19,45480.0,-1.22692966,-1.06456007,-0.63418889
2010,19,45600.0,-1.13991156,-1.12013667,-0.66488643
2010,19,45720.0,-1.04801800,-1.17092091,-0.69273485
2010,19,45840.0,-0.95153516,-1.21657570,-0.71754387
2010,19,45960.0,-0.85078016,-1.25676577,-0.73912483
2010,19,46080.0,-0.74610346,-1.29115929,-0.75729162
2010,19,46200.0,-0.63789128,-1.31942997,-0.77186194
2010,19,46320.0,-0.52656802,-1.34125947,-0.78265876
2010,19,46440.0,-0.41259868,-1.35634051,-0.78951209
2010,19,46560.0,-0.29649110,-1.36438036,-0.79226114
2010,19,46680.0,-0.17879799,-1.36510515,-0.79075678
2010,19,46800.0,-0.06011850,-1.35826474,-0.78486435
2010,19,46920.0,0.05890067,-1.34363831,-0.77446701
2010,19,47040.0,0.17756502,-1.32104075,-0.75946935
2010,19,47160.0,0.29513292,-1.29032963,-0.73980145
2010,19,47280.0,0.41081763,-1.25141291,-0.71542328
2010,19,47400.0,0.52379069,-1.20425705,-0.68632934
2010,19,47520.0,0.63318730,-1.14889551,-0.65255348
2010,19,47640.0,0.73811364,-1.08543720,-0.61417369
2010,19,47760.0,0.83765651,-1.01407463,-0.57131658
2010,19,47880.0,0.93089538,-0.93509127,-0.52416147
2010,19,48000.0,1.01691685,-0.84886751,-0.47294360
2010,19,48120.0,1.09483128,-0.75588478,-0.41795621
2010,19,48240.0,1.16379143,-0.65672713,-0.35955115
2010,19,48360.0,1.22301225,-0.55207973,-0.29813765
2010,19,48480.0,1.27179127,-0.44272389,-0.23417912
2010,19,48600.0,1.30952839,-0.32952829,-0.16818775
2010,19,48720.0,1.33574414,-0.21343644,-0.10071695
2010,19,48840.0,1.35009508,-0.09545066,-0.03235179
2010,19,48960.0,1.35238543,0.02338694,0.03630212
2010,19,49080.0,1.34257403,0.14201547,0.10463095
2010,19,49200.0,1.32077609,0.25937738,0.17202541
2010,19,49320.0,1.28725961,0.37444031,0.23789339
2010,19,49440.0,1.24243667,0.48621783,0.30167173
2010,19,49560.0,1.18685035,0.59378767,0.36283659
2010,19,49680.0,1.12115805,0.69630697,0.42091193
2010,19,49800.0,1.04611238,0.79302390,0.47547596
2010,19,49920.0,0.96254084,0.88328538,0.52616522
2010,19,50040.0,0.87132524,0.96654113,0.57267658
2010,19,50160.0,0.77338198,1.04234424,0.61476727
2010,19,50280.0,0.66964381,1.11034880,0.65225316
2010,19,50400.0,0.56104371,1.17030515,0.68500577
2010,19,50520.0,0.44850102,1.22205331,0.71294823
2010,19,50640.0,0.33291021,1.26551528,0.73605065
2010,19,50760.0,0.21513193,1.30068661,0.75432508
2010,19,50880.0,0.09598637,1.32762775,0.76782042
2010,19,51000.0,-0.02375130,1.34645552,0.77661740
2010,19,51120.0,-0.14335381,1.35733495,0.78082383
2010,19,51240.0,-0.26214318,1.36047167,0.78057014
2010,19,51360.0,-0.37949094,1.35610495,0.77600541
2010,19,51480.0,-0.49481736,1.34450152,0.76729378
2010,19,51600.0,-0.60759011,1.32595006,0.75461126
2010,19,51720.0,-0.71732228,1.30075644,0.73814307
2010,19,51840.0,-0.82357017,1.26923964,0.71808127
2010,19,51960.0,-0.92593081,1.23172829,0.69462283
2010,19,52080.0,-1.02403945,1.18855780,0.66796801
2010,19,52200.0,-1.11756694,1.14006799,0.63831901
2010,19,52320.0,-1.20621729,1.08660114,0.60587890
2010,19,52440.0,-1.28972518,1.02850049,0.57085080
2010,19,52560.0,-1.36785372,0.96610903,0.53343722
2010,19,52680.0,-1.44039228,0.89976864,0.49383957
2010,19,52800.0,-1.50715452,0.82981938,0.45225780
2010,19,52920.0,-1.56797658,0.75659909,0.40889022
2010,19,53040.0,-1.62271540,0.68044311,0.36393333
2010,19,53160.0,-1.67124733,0.60168418,0.31758179
2010,19,53280.0,-1.71346674,0.52065241,0.27002846
2010,19,53400.0,-1.74928494,0.43767543,0.22146444
2010,19,53520.0,-1.77862920,0.35307851,0.17207924
2010,19,53640.0,-1.80144190,0.26718490,0.12206089
2010,19,53760.0,-1.81767990,0.18031604,0.07159616
2010,19,53880.0,-1.82731400,0.09279196,0.02087074
2010,19,54000.0,-1.83032854,0.00493163,-0.02993052
2010,19,54120.0,-1.82672119,-0.08294664,-0.08062341
2010,19,54240.0,-1.81650287,-0.17052484,-0.13102411
2010,19,54360.0,-1.79969771,-0.25748480,-0.18094895
2010,19,54480.0,-1.77634333,-0.34350787,-0.23021424
2010,19,54600.0,-1.74649106,-0.42827447,-0.27863599
2010,19,54720.0,-1.71020644,-0.51146380,-0.32602980
2010,19,54840.0,-1.66756985,-0.59275351,-0.37221060
2010,19,54960.0,-1.61867715,-0.67181942,-0.41699261
2010,19,55080.0,-1.56364070,-0.74833533,-0.46018915
2010,19,55200.0,-1.50259031,-0.82197290,-0.50161265
2010,19,55320.0,-1.43567449,-0.89240157,-0.54107462
2010,19,55440.0,-1.36306179,-0.95928869,-0.57838573
2010,19,55560.0,-1.28494237,-1.02229967,-0.61335597
2010,19,55680.0,-1.20152964,-1.08109842,-0.64579488
2010,19,55800.0,-1.11306215,-1.13534785,-0.67551190
2010,19,55920.0,-1.01980559,-1.18471070,-0.70231693
2010,19,56040.0,-0.92205492,-1.22885061,-0.72602091
2010,19,56160.0,-0.82013668,-1.26743344,-0.74643671
2010,19,56280.0,-0.71441134,-1.30012908,-0.76338016
2010,19,56400.0,-0.60527574,-1.32661356,-0.77667133
2010,19,56520.0,-0.49316552,-1.34657166,-0.78613613
2010,19,56640.0,-0.37855746,-1.35970014,-0.79160816
2010,19,56760.0,-0.26197169,-1.36571143,-0.79293092
2010,19,56880.0,-0.14397359,-1.36433806,-0.78996038
2010,19,57000.0,-0.02517528,-1.35533774,-0.78256800
2010,19,57120.0,0.09376356,-1.33849915,-0.77064403
2010,19,57240.0,0.21213562,-1.31364849,-0.75410132
2010,19,57360.0,0.32918697,-1.28065665,-0.73287947
2010,19,57480.0,0.44411947,-1.23944704,-0.70694925
2010,19,57600.0,0.55609466,-1.19000379,-0.67631734
2010,19,57720.0,0.66423964,-1.13238030,-0.64103108
2010,19,57840.0,0.76765498,-1.06670761,-0.60118323
2010,19,57960.0,0.86542505,-0.99320240,-0.55691634
2010,19,58080.0,0.95663067,-0.91217399,-0.50842657
2010,19,58200.0,1.04036417,-0.82402991,-0.45596665
2010,19,58320.0,1.11574668,-0.72927937,-0.39984751
2010,19,58440.0,1.18194699,-0.62853405,-0.34043840
2010,19,58560.0,1.23820172,-0.52250574,-0.27816515
2010,19,58680.0,1.28383553,-0.41200032,-0.21350629
2010,19,58800.0,1.31828066,-0.29790806,-0.14698707
2010,19,58920.0,1.34109445,-0.18119001,-0.07917128
2010,19,59040.0,1.35197388,-0.06286118,-0.01065124
2010,19,59160.0,1.35076595,0.05602910,0.05796375
2010,19,59280.0,1.33747328,0.17441861,0.12605990
2010,19,59400.0,1.31225442,0.29125442,0.19303173
2010,19,59520.0,1.27541879,0.40551454,0.25829455
2010,19,59640.0,1.22741676,0.51622806,0.32129582
2010,19,59760.0,1.16882545,0.62249271,0.38152511
2010,19,59880.0,1.10033128,0.72348913,0.43852197
2010,19,60000.0,1.02271040,0.81849151,0.49188171
2010,19,60120.0,0.93680820,0.90687427,0.54125891
2010,19,60240.0,0.84351885,0.98811518,0.58636879
2010,19,60360.0,0.74376586,1.06179505,0.62698669
2010,19,60480.0,0.63848445,1.12759472,0.66294596
2010,19,60600.0,0.52860591,1.18528969,0.69413465
2010,19,60720.0,0.41504451,1.23474324,0.72049117
2010,19,60840.0,0.29868683,1.27589845,0.74199956
2010,19,60960.0,0.18038352,1.30876968,0.75868437
2010,19,61080.0,0.06094319,1.33343390,0.77060557
2010,19,61200.0,-0.05887161,1.35002223,0.77785353
2010,19,61320.0,-0.17834688,1.35871190,0.78054439
2010,19,61440.0,-0.29681818,1.35971881,0.77881570
2010,19,61560.0,-0.41367054,1.35329077,0.77282251
2010,19,61680.0,-0.52833753,1.33970149,0.76273394
2010,19,61800.0,-0.64029971,1.31924524,0.74873013
2010,19,61920.0,-0.74908255,1.29223233,0.73099961
2010,19,62040.0,-0.85425415,1.25898515,0.70973712
2010,19,62160.0,-0.95542271,1.21983490,0.68514173
2010,19,62280.0,-1.05223398,1.17511884,0.65741532
2010,19,62400.0,-1.14436871,1.12517805,0.62676129
2010,19,62520.0,-1.23154013,1.07035560,0.59338363
2010,19,62640.0,-1.31349156,1.01099515,0.55748604
2010,19,62760.0,-1.38999417,0.94743981,0.51927144
2010,19,62880.0,-1.46084484,0.88003131,0.47894144
2010,19,63000.0,-1.52586428,0.80910946,0.43669607
2010,19,63120.0,-1.58489520,0.73501170,0.39273361
2010,19,63240.0,-1.63780072,0.65807291,0.34725045
2010,19,63360.0,-1.68446300,0.57862532,0.30044111
2010,19,63480.0,-1.72478191,0.49699854,0.25249822
2010,19,63600.0,-1.75867397,0.41351970,0.20361268
2010,19,63720.0,-1.78607145,0.32851365,0.15397377
2010,19,63840.0,-1.80692151,0.24230319,0.10376929
2010,19,63960.0,-1.82118564,0.15520947,0.05318580
2010,19,64080.0,-1.82883916,0.06755225,0.00240879
2010,19,64200.0,-1.82987085,-0.02034968,-0.04837707
2010,19,64320.0,-1.82428279,-0.10817812,-0.09898773
2010,19,64440.0,-1.81209027,-0.19561504,-0.14923949
2010,19,64560.0,-1.79332187,-0.28234221,-0.19894884
2010,19,64680.0,-1.76801968,-0.36804081,-0.24793215
2010,19,64800.0,-1.73623964,-0.45239105,-0.29600555
2010,19,64920.0,-1.69805205,-0.53507182,-0.34298471
2010,19,65040.0,-1.65354219,-0.61576042,-0.38868467
2010,19,65160.0,-1.60281109,-0.69413228,-0.43291975
2010,19,65280.0,-1.54597651,-0.76986081,-0.47550340
2010,19,65400.0,-1.48317397,-0.84261725,-0.51624826
2010,19,65520.0,-1.41455804,-0.91207067,-0.55496606
2010,19,65640.0,-1.34030372,-0.97788813,-0.59146784
2010,19,65760.0,-1.26060801,-1.03973484,-0.62556403
2010,19,65880.0,-1.17569169,-1.09727469,-0.65706479
2010,19,66000.0,-1.08580113,-1.15017077,-0.68578037
2010,19,66120.0,-0.99121040,-1.19808628,-0.71152169
2010,19,66240.0,-0.89222343,-1.24068570,-0.73410102
2010,19,66360.0,-0.78917631,-1.27763620,-0.75333289
2010,19,66480.0,-0.68243968,-1.30860950,-0.76903520
2010,19,66600.0,-0.57242114,-1.33328418,-0.78103060
2010,19,66720.0,-0.45956769,-1.35134838,-0.78914810
2010,19,66840.0,-0.34436803,-1.36250319,-0.79322509
2010,19,66960.0,-0.22735467,-1.36646651,-0.79310962
2010,19,67080.0,-0.10910572,-1.36297764,-0.78866307
2010,19,67200.0,0.00975374,-1.35180258,-0.77976325
2010,19,67320.0,0.12855109,-1.33273997,-0.76630787
2010,19,67440.0,0.24656634,-1.30562786,-0.74821840
2010,19,67560.0,0.36303352,-1.27035100,-0.72544430
2010,19,67680.0,0.47714347,-1.22684883,-0.69796754
2010,19,67800.0,0.58804821,-1.17512377,-0.66580732
2010,19,67920.0,0.69486739,-1.11524972,-0.62902487
2010,19,68040.0,0.79669683,-1.04738044,-0.58772802
2010,19,68160.0,0.89261943,-0.97175723,-0.54207553
2010,19,68280.0,0.98171854,-0.88871567,-0.49228058
2010,19,68400.0,1.06309360,-0.79869065,-0.43861346
2010,19,68520.0,1.13587786,-0.70221918,-0.38140271
2010,19,68640.0,1.19925775,-0.59994037,-0.32103480
2010,19,68760.0,1.25249303,-0.49259219,-0.25795172
2010,19,68880.0,1.29493697,-0.38100440,-0.19264658
2010,19,69000.0,1.32605543,-0.26608781,-0.12565693
2010,19,69120.0,1.34544368,-0.14881982,-0.05755607
2010,19,69240.0,1.35283987,-0.03022672,0.01105748
2010,19,69360.0,1.34813419,0.08863650,0.07957181
2010,19,69480.0,1.33137308,0.20670791,0.14737430
2010,19,69600.0,1.30275800,0.32294076,0.21386437
2010,19,69720.0,1.26263910,0.43632486,0.27846572
2010,19,69840.0,1.21150395,0.54590613,0.34063736
2010,19,69960.0,1.14996241,0.65080333,0.39988297
2010,19,70080.0,1.07872846,0.75022140,0.45575824
2010,19,70200.0,0.99860025,0.84346104,0.50787595
2010,19,70320.0,0.91043949,0.92992443,0.55590891
2010,19,70440.0,0.81515122,1.00911738,0.59959068
2010,19,70560.0,0.71366475,1.08064827,0.63871464
2010,19,70680.0,0.60691650,1.14422428,0.67313140
2010,19,70800.0,0.49583509,1.19964563,0.70274521
2010,19,70920.0,0.38132882,1.24679832,0.72750941
2010,19,71040.0,0.26427573,1.28564590,0.74742159
2010,19,71160.0,0.14551593,1.31622092,0.76251839
2010,19,71280.0,0.02584611,1.33861629,0.77287041
2010,19,71400.0,-0.09398409,1.35297684,0.77857731
2010,19,71520.0,-0.21327406,1.35949148,0.77976317
2010,19,71640.0,-0.33137294,1.35838591,0.77657231
2010,19,71760.0,-0.44767926,1.34991603,0.76916546
2010,19,71880.0,-0.56163983,1.33436211,0.75771643
2010,19,72000.0,-0.67274798,1.31202372,0.74240922
2010,19,72120.0,-0.78054144,1.28321529,0.72343547
2010,19,72240.0,-0.88459996,1.24826239,0.70099241
2010,19,72360.0,-0.98454275,1.20749856,0.67528102
2010,19,72480.0,-1.08002591,1.16126274,0.64650466
2010,19,72600.0,-1.17073991,1.10989713,0.61486784
2010,19,72720.0,-1.25640704,1.05374548,0.58057530
2010,19,72840.0,-1.33677913,0.99315176,0.54383129
2010,19,72960.0,-1.41163525,0.92845911,0.50483902
2010,19,73080.0,-1.48077968,0.86000912,0.46380026
2010,19,73200.0,-1.54404004,0.78814125,0.42091507
2010,19,73320.0,-1.60126551,0.71319252,0.37638164
2010,19,73440.0,-1.65232529,0.63549734,0.33039623
2010,19,73560.0,-1.69710725,0.55538743,0.28315315
2010,19,73680.0,-1.73551670,0.47319187,0.23484481
2010,19,73800.0,-1.76747531,0.38923733,0.18566189
2010,19,73920.0,-1.79292025,0.30384819,0.13579340
2010,19,74040.0,-1.81180346,0.21734689,0.08542691
2010,19,74160.0,-1.82409102,0.13005424,0.03474876
2010,19,74280.0,-1.82976273,0.04228976,-0.01605578
2010,19,74400.0,-1.82881181,-0.04562791,-0.06680223
2010,19,74520.0,-1.82124472,-0.13338064,-0.11730671
2010,19,74640.0,-1.80708115,-0.22065041,-0.16738568
2010,19,74760.0,-1.78635412,-0.30711889,-0.21685573
2010,19,74880.0,-1.75911024,-0.39246709,-0.26553337
2010,19,75000.0,-1.72541009,-0.47637495,-0.31323484
2010,19,75120.0,-1.68532874,-0.55852109,-0.35977590
2010,19,75240.0,-1.63895646,-0.63858243,-0.40497172
2010,19,75360.0,-1.58639951,-0.71623402,-0.44863674
2010,19,75480.0,-1.52778111,-0.79114886,-0.49058459
2010,19,75600.0,-1.46324258,-0.86299781,-0.53062811
2010,19,75720.0,-1.39294465,-0.93144958,-0.56857935
2010,19,75840.0,-1.31706886,-0.99617097,-0.60424972
2010,19,75960.0,-1.23581921,-1.05682704,-0.63745019
2010,19,76080.0,-1.14942391,-1.11308170,-0.66799159
2010,19,76200.0,-1.05813733,-1.16459830,-0.69568505
2010,19,76320.0,-0.96224206,-1.21104063,-0.72034264
2010,19,76440.0,-0.86205113,-1.25207410,-0.74177805
2010,19,76560.0,-0.75791035,-1.28736732,-0.75980760
2010,19,76680.0,-0.65020064,-1.31659406,-0.77425143
2010,19,76800.0,-0.53934055,-1.33943562,-0.78493491
2010,19,76920.0,-0.42578855,-1.35558379,-0.79169038
2010,19,77040.0,-0.31004537,-1.36474425,-0.79435924
2010,19,77160.0,-0.19265598,-1.36664072,-0.79279432
2010,19,77280.0,-0.07421129,-1.36101967,-0.78686270
2010,19,77400.0,0.04465069,-1.34765581,-0.77644886
2010,19,77520.0,0.16324447,-1.32635825,-0.76145829
2010,19,77640.0,0.28083757,-1.29697737,-0.74182143
2010,19,77760.0,0.39665225,-1.25941239,-0.71749797
2010,19,77880.0,0.50986868,-1.21361936,-0.68848147
2010,19,78000.0,0.61962995,-1.15961957,-0.65480403
2010,19,78120.0,0.72504896,-1.09750805,-0.61654107
2010,19,78240.0,0.82521762,-1.02746176,-0.57381586
2010,19,78360.0,0.91921846,-0.94974713,-0.52680355
2010,19,78480.0,1.00613854,-0.86472632,-0.47573455
2010,19,78600.0,1.08508575,-0.77286175,-0.42089669
2010,19,78720.0,1.15520700,-0.67471821,-0.36263606
2010,19,78840.0,1.21570781,-0.57096201,-0.30135604
2010,19,78960.0,1.26587263,-0.46235674,-0.23751437
2010,19,79080.0,1.30508476,-0.34975525,-0.17161810
2010,19,79200.0,1.33284494,-0.23408786,-0.10421628
2010,19,79320.0,1.34878736,-0.11634702,-0.03589078
2010,19,79440.0,1.35269201,0.00243115,0.03275469
2010,19,79560.0,1.34449261,0.12118760,0.10110674
2010,19,79680.0,1.32427928,0.23886226,0.16855502
2010,19,79800.0,1.29229596,0.35441611,0.23450494
2010,19,79920.0,1.24893265,0.46685219,0.29838956
2010,19,80040.0,1.19471301,0.57523447,0.35968026
2010,19,80160.0,1.13027827,0.67870371,0.41789554
2010,19,80280.0,1.05636847,0.77648986,0.47260770
2010,19,80400.0,0.97380219,0.86792057,0.52344732
2010,19,80520.0,0.88345596,0.95242596,0.57010555
2010,19,80640.0,0.78624423,1.02953986,0.61233431
2010,19,80760.0,0.68310075,1.09889792,0.64994484
2010,19,80880.0,0.57496202,1.16023332,0.68280478
2010,19,81000.0,0.46275296,1.21337051,0.71083424
2010,19,81120.0,0.34737513,1.25821758,0.73400115
2010,19,81240.0,0.22969738,1.29475800,0.75231621
2010,19,81360.0,0.11054881,1.32304192,0.76582774
2010,19,81480.0,-0.00928618,1.34317754,0.77461661
2010,19,81600.0,-0.12907102,1.35532289,0.77879134
2010,19,81720.0,-0.24811863,1.35967801,0.77848361
2010,19,81840.0,-0.36579176,1.35647792,0.77384416
2010,19,81960.0,-0.48150244,1.34598619,0.76503909
2010,19,82080.0,-0.59471060,1.32848930,0.75224665
2010,19,82200.0,-0.70492224,1.30429177,0.73565443
2010,19,82320.0,-0.81168723,1.27371187,0.71545699
2010,19,82440.0,-0.91459679,1.23707810,0.69185383
2010,19,82560.0,-1.01328099,1.19472617,0.66504772
2010,19,82680.0,-1.10740612,1.14699653,0.63524334
2010,19,82800.0,-1.19667221,1.09423235,0.60264619
2010,19,82920.0,-1.28081047,1.03677796,0.56746166
2010,19,83040.0,-1.35958105,0.97497753,0.52989446
2010,19,83160.0,-1.43277082,0.90917419,0.49014803
2010,19,83280.0,-1.50019132,0.83970931,0.44842423
2010,19,83400.0,-1.56167695,0.76692198,0.40492309
2010,19,83520.0,-1.61708325,0.69114879,0.35984269
2010,19,83640.0,-1.66628543,0.61272363,0.31337910
2010,19,83760.0,-1.70917697,0.53197770,0.26572640
2010,19,83880.0,-1.74566853,0.44923959,0.21707678
2010,19,84000.0,-1.77568688,0.36483547,0.16762063
2010,19,84120.0,-1.79917407,0.27908929,0.11754672
2010,19,84240.0,-1.81608672,0.19232313,0.06704235
2010,19,84360.0,-1.82639549,0.10485747,0.01629363
2010,19,84480.0,-1.83008465,0.01701163,-0.03451440
2010,19,84600.0,-1.82715183,-0.07089591,-0.08519746
2010,19,84720.0,-1.81760787,-0.15854708,-0.13557184
2010,19,84840.0,-1.80147689,-0.24562382,-0.18545417
2010,19,84960.0,-1.77879634,-0.33180769,-0.23466119
2010,19,85080.0,-1.74961739,-0.41677952,-0.28300954
2010,19,85200.0,-1.71400527,-0.50021899,-0.33031556
2010,19,85320.0,-1.67203992,-0.58180440,-0.37639516
2010,19,85440.0,-1.62381661,-0.66121232,-0.42106362
2010,19,85560.0,-1.56944689,-0.73811740,-0.46413556
2010,19,85680.0,-1.50905955,-0.81219224,-0.50542480
2010,19,85800.0,-1.44280180,-0.88310732,-0.54474445
2010,19,85920.0,-1.37084060,-0.95053105,-0.58190689
2010,19,86040.0,-1.29336416,-1.01412996,-0.61672398
2010,19,86160.0,-1.21058357,-1.07356904,-0.64900726
2010,19,86280.0,-1.12273464,-1.12851228,-0.67856832
2010,20,0.0,-1.03007984,-1.17862337,-0.70521928
