1 38752U          14043.21354713 -.00000216  00000-0  10000-3 0  2342
2 38752  10.0955  35.1863 6822890 118.3208 325.2985  2.67314934 14201
1 38752U          14044.33493336 -.00000197  00000-0  10000-3 0  2350
2 38752  10.0989  34.6647 6823549 119.3524 324.4351  2.67314955 14230
1 38752U          14047.32516956 -.00000139  00000-0  10000-3 0  2363
2 38752  10.0981  33.2892 6823893 122.0446 322.0152  2.67315039 14311
1 38752U          14049.19391368 -.00000123  00000-0  10000-3 0  2372
2 38752  10.0952  32.4049 6823470 123.8134 320.3465  2.67315111 14362
1 38752U          14054.05206434 -.00000175  00000-0  10000-3 0  2380
2 38752  10.1054  30.1521 6823933 128.1733 315.4662  2.67315012 14491
1 38752U          14055.54680606 -.00000194  00000-0  10000-3 0  2394
2 38752  10.1063  29.4360 6824077 129.5560 313.8907  2.67314936 14539
1 38752U          14058.53603209 -.00000184  00000-0  10000-3 0  2412
2 38752  10.1072  28.0814 6824321 132.2439 310.4922  2.67314910 14617
1 38752U          14062.64564698 -.00000141  00000-0  10000-3 0  2432
2 38752  10.1059  26.1753 6825146 135.9513 305.2551  2.67314190 14724
1 38752U          14062.64570263 -.00000141  00000-0  10000-3 0  2426
2 38752  10.1054  26.1792 6825217 135.9436 305.3091  2.67314180 14724
1 38752U          14068.99547837 -.00000229  00000-0  10000-3 0  2440
2 38752  10.0887  23.3208 6822197 141.7281 295.8313  2.67314505 14894
1 38752U          14070.11563530 -.00000231  00000-0  10000-3 0  2459
2 38752  10.1232  22.7435 6824485 142.6665 293.8250  2.67315720 14924
1 38752U          14071.98291662 -.00000206  00000-0  10000-3 0  2462
2 38752  10.1244  21.8577 6824712 144.3771 290.7634  2.67315849 14973
1 38752U          14074.96990053 -.00000144  00000-0  10000-3 0  2475
2 38752  10.1303  20.5066 6824352 147.0478 285.2258  2.67316286 15059
1 38752U          14077.20982616 -.00000116  00000-0  10000-3 0  2481
2 38752  10.1309  19.4951 6824285 149.0456 280.7745  2.67316451 15110
1 38752U          14082.06205228 -.00000164  00000-0  10000-3 0  2492
2 38752  10.1382  17.3038 6824234 153.3837 270.2189  2.67316655 15245
1 38752U          14083.18160383 -.00000178  00000-0  10000-3 0  2505
2 38752  10.1297  16.7715 6822275 154.3367 267.6049  2.67316746 15276
1 38752U          14091.38956890 -.00000128  00000-0  10000-3 0  2518
2 38752  10.1347  13.0452 6823415 161.7621 246.3613  2.67316374 15494
1 38752U          14092.88126414 -.00000144  00000-0  10000-3 0  2524
2 38752  10.1503  12.2270 6823533 163.2300 241.8728  2.67316622 15537
1 38752U          14095.86420561 -.00000195  00000-0  10000-3 0  2532
2 38752  10.1532  10.7846 6823237 165.9880 232.4661  2.67318130 15611
1 38752U          14096.98253847 -.00000204  00000-0  10000-3 0  2549
2 38752  10.1477  10.4905 6822992 166.7698 228.6819  2.67318320 15641
1 38752U          14098.84768929 -.00000196  00000-0  10000-3 0  2559
2 38752  10.1496   9.5807 6822278 168.4734 223.5899  2.67318447 15696
1 38752U          14101.83023166 -.00000143  00000-0  10000-3 0  2563
2 38752  10.1528   8.2230 6822091 171.1373 213.8045  2.67318559 15779
1 38752U          14104.81245929 -.00000094  00000-0  10000-3 0  2573
2 38752  10.1539   6.9132 6821434 173.7358 203.7214  2.67318748 15853
1 38752U          14105.18549087 -.00000091  00000-0  10000-3 0  2584
2 38752  10.1547   6.7298 6822539 174.1400 202.6981  2.67318760 15867
1 38752U          14107.79446353 -.00000004  00000-0  00000+0 0  2607
2 38752  10.1367   5.4954 6823735 176.4988 193.4148  2.67318527 15927
1 38752U          14107.79456403 -.00000097  00000-0  10000-3 0  2612
2 38752  10.1576   5.5309 6822290 176.4821 193.5112  2.67318842 15938
1 38752U          14110.77655842 -.00000141  00000-0  10000-3 0  2623
2 38752  10.1577   4.2248 6821878 179.0905 183.2037  2.67319013 16013
1 38752U          14111.89502992 -.00000152  00000-0  10000-3 0  2637
2 38752  10.1540   3.7744 6821859 180.0343 179.5527  2.67319028 16046
1 38752U          14114.13173420 -.00000150  00000-0  10000-3 0  2646
2 38752  10.1530   2.7495 6821114 182.0247 172.0251  2.67319101 16107
1 38752U          14116.36831976 -.00000115  00000-0  10000-3 0  2652
2 38752  10.1572   1.7100 6821234 184.0440 164.3769  2.67318929 16166
1 38752U          14118.23200695 -.00000091  00000-0  10000-3 0  2662
2 38752  10.1585   0.8692 6821321 185.7021 157.8729  2.67318750 16217
1 38752U          14123.82416262 -.00000164  00000-0  10000-3 0  2685
2 38752  10.1611 358.3594 6821108 190.6476 139.4467  2.67319503 16369
1 38752U          14125.68863236 -.00000181  00000-0  10000-3 0  2698
2 38752  10.1610 357.5058 6821000 192.3194 133.7063  2.67319619 16414
1 38752U          14126.80723894 -.00000178  00000-0  10000-3 0  2694
2 38752  10.1832 356.8003 6820223 193.5397 130.1895  2.67320145 16449
1 38752U          14127.55224958 -.00000171  00000-0  10000-3 0  2709
2 38752  10.1835 356.4626 6820229 194.2021 127.1475  2.67320160 16466
1 38752U          14129.04393954 -.00000146  00000-0  10000-3 0  2700
2 38752  10.1685 355.8528 6819259 195.4778 122.6644  2.67320205 16509
1 38752U          14129.79001318 -.00000132  00000-0  10000-3 0  2718
2 38752  10.1655 355.5579 6819851 196.0853 120.6539  2.67320484 16520
1 38752U          14130.16313588 -.00000124  00000-0  10000-3 0  2728
2 38752  10.1624 355.3977 6819766 196.4074 119.7275  2.67320517 16534
1 38752U          14131.65505976 -.00000095  00000-0  10000-3 0  2724
2 38752  10.1825 354.6553 6819657 197.7975 115.4753  2.67320544 16570
1 38752U          14137.62382870 -.00000097  00000-0  10000-3 0  2736
2 38752  10.2104 351.8736 6819175 203.1792  99.5034  2.67320806 16730
1 38752U          14141.72842713 -.00000144  00000-0  10000-3 0  2754
2 38752  10.2016 350.0922 6818380 206.7557  89.5563  2.67321054 16849
1 38752U          14144.71445782 -.00000103  00000-0  10000-3 0  2767
2 38752  10.2017 348.7611 6818156 209.3813  83.1553  2.67320726 16927
1 38752U          14147.70099374 -.00000070  00000-0  10000-3 0  2775
2 38752  10.1991 347.4212 6817834 212.0278  77.2449  2.67320968 17004
1 38752U          14150.68794657 -.00000097  00000-0  10000-3 0  2782
2 38752  10.1998 346.0707 6817860 214.6784  71.7524  2.67322062 17082
1 38752U          14152.55501943 -.00000121  00000-0  10000-3 0  2793
2 38752  10.2043 345.2483 6817162 216.3127  68.5304  2.67321796 17130
1 38752U          14152.55502213 -.00000121  00000-0  10000-3 0  2806
2 38752  10.1937 345.2503 6817415 216.3183  68.5330  2.67321816 17139
1 38752U          14155.54258418 -.00000120  00000-0  10000-3 0  2813
2 38752  10.1941 343.8959 6816787 218.9734  63.6294  2.67322356 17218
1 38752U          14158.15700386 -.00000079  00000-0  10000-3 0  2823
2 38752  10.1975 342.7025 6816399 221.3009  59.6333  2.67322667 17280
1 38752U          14161.89251120 -.00000025  00000-0  10000-3 0  2837
2 38752  10.1985 341.0206 6815907 224.6036  54.5257  2.67322913 17388
1 38752U          14164.13410265 -.00000030  00000-0  10000-3 0  2841
2 38752  10.1990 339.9990 6815805 226.5975  51.7384  2.67323073 17445
1 38752U          14166.74949725 -.00000072  00000-0  10000-3 0  2855
2 38752  10.2063 338.8227 6815694 228.9046  48.6857  2.67323251 17515
1 38752U          14168.61771019 -.00000004  00000-0  00000+0 0  2863
2 38752  10.1998 337.9647 6816218 230.5564  46.5759  2.67323127 17839
1 38752U          14170.85976104 -.00000093  00000-0  10000-3 0  2878
2 38752  10.2150 336.9929 6815308 232.5170  44.2306  2.67323351 17625
1 38752U          14171.60717379 -.00000083  00000-0  10000-3 0  2889
2 38752  10.2266 336.6659 6815323 233.1676  43.5064  2.67323286 17647
1 38752U          14172.35459026 -.00000070  00000-0  10000-3 0  2891
2 38752  10.2176 336.3121 6815755 233.8388  42.7895  2.67322945 17660
1 38752U          14174.97063868 -.00000032  00000-0  10000-3 0  2906
2 38752  10.2163 335.1338 6815507 236.1542  40.3651  2.67323122 17736
1 38752U          14177.58689759 -.00000037  00000-0  10000-3 0  2915
2 38752  10.2146 333.9623 6815123 238.4587  38.1501  2.67323455 17804
1 38752U          14179.82950533 -.00000065  00000-0  10000-3 0  2927
2 38752  10.2141 332.9523 6814982 240.4421  36.3540  2.67324058 17868
1 38752U          14182.81977651 -.00000079  00000-0  10000-3 0  2936
2 38752  10.2163 331.6057 6814592 243.0873  34.0783  2.67324267 17942
1 38752U          14185.81021855 -.00000045  00000-0  10000-3 0  2949
2 38752  10.2151 330.2558 6814200 245.7320  31.9864  2.67324950 18027
1 38752U          14186.55784106 -.00000032  00000-0  10000-3 0  2953
2 38752  10.2191 329.9289 6814304 246.3745  31.4909  2.67325400 18048
1 38752U          14192.53937006  .00000002  00000-0  10000-3 0  2964
2 38752  10.2172 327.2379 6814018 251.6463  27.9229  2.67325717 18200
1 38752U          14194.78255689 -.00000038  00000-0  10000-3 0  2974
2 38752  10.2115 326.2438 6813866 253.5989  26.6978  2.67325823 18267
1 38752U          14198.89519440 -.00000062  00000-0  10000-3 0  2986
2 38752  10.2095 324.3861 6813408 257.2335  24.5727  2.67325966 18370
1 38752U          14204.87768077 -.00000002  00000-0  10000-3 0  2999
2 38752  10.2143 321.7016 6812679 262.5055  21.9609  2.67327297 18531
1 38752U          14207.86901084 -.00000035  00000-0  10000-3 0  3007
2 38752  10.2148 320.3749 6812822 265.1166  20.7492  2.67327711 18613
1 38752U          14209.36469632 -.00000049  00000-0  10000-3 0  3018
2 38752  10.2214 319.7684 6813721 266.3553  20.1607  2.67327860 18650
1 38752U          14211.98219784 -.00000044  00000-0  10000-3 0  3026
2 38752  10.2201 318.5750 6813768 268.6791  19.1842  2.67328028 18721
1 38752U          14213.10399202 -.00000032  00000-0  10000-3 0  3056
2 38752  10.2228 318.1145 6813995 269.6164  18.7867  2.67328704 18757
1 38752U          14216.09552235  .00000012  00000-0  10000-3 0  3062
2 38752  10.2222 316.7729 6813834 272.2519  17.7760  2.67328848 18838
1 38752U          14219.71473604  .00000084  00000-0  76129-3 0  3070
2 38752  10.2182 315.1962 6813825 275.3455 260.8457  2.67328894 18923
1 38752U          14220.95693724  .00000067  00000-0  76129-3 0  3087
2 38752  10.2226 314.6219 6813915 276.4921  16.3153  2.67329680 18955
1 38752U          14223.20063619  .00000023  00000-0  76129-3 0  3095
2 38752  10.2213 313.6114 6814136 278.4801  15.5842  2.67329156 19011
1 38752U          14227.31421750  .00000008  00000-0  76129-3 0  3100
2 38752  10.2166 311.7146 6814427 282.1243  14.4400  2.67328593 19121
1 38752U          14228.43609473  .00000023  00000-0  76129-3 0  3112
2 38752  10.2163 311.2146 6813937 283.1166  14.1203  2.67329671 19152
1 38752U          14233.29778944  .00000053  00000-0  76129-3 0  3148
2 38752  10.2145 309.0555 6814035 287.3809  12.9374  2.67330297 19286
1 38752U          14233.67176720  .00000001  00000-0  77802-5 0  3137
2 38752  10.2142 308.9584 6815385 287.6147  12.8665  2.67330805 19298
1 38752U          14237.41155360 -.00000046  00000-0  12944-3 0  3189
2 38752  10.2155 307.2199 6814084 290.9925  11.9868  2.67331010 19397
1 38752U          14237.43761038 -.00000046  00000-0  12944-3 0  3153
2 38752  10.2109 307.3192 6814473 290.8555  37.0804  2.67332527 19393
1 38752U          14240.77730802  .00000393  00000-0  42734-2 0  3174
2 38752  10.2097 305.8216 6816199 293.7974  11.2162  2.67335485 19480
1 38752U          14240.97860927  .00000031  00000-0  86773-3 0  3191
2 38752  10.2083 305.7453 6814627 293.9565 204.9186  2.67332053 19484
1 38752U          14242.27328324  .00000049  00000-0  86773-3 0  3207
2 38752  10.2113 305.0814 6816878 295.2090  10.8658  2.67331856 19512
1 38752U          14243.76923791  .00000069  00000-0  86773-3 0  3214
2 38752  10.2098 304.4100 6816620 296.5266  10.5729  2.67332460 19551
1 38752U          14246.01317569  .00000088  00000-0  86773-3 0  3227
2 38752  10.2081 303.3991 6817615 298.5025  10.1249  2.67333102 19613
1 38752U          14246.76115748  .00000089  00000-0  86773-3 0  3236
2 38752  10.2088 303.0736 6818387 299.1509   9.9702  2.67333127 19634
1 38752U          14247.50914188  .00000170  00000-0  18539-2 0  3251
2 38752  10.2043 302.8192 6816297 299.7116   9.8703  2.67333499 19650
1 38752U          14249.37911239  .00000107  00000-0  14125-2 0  3271
2 38752  10.2067 301.8974 6818555 301.4639   9.4751  2.67333895 19708
1 38752U          14249.40991880  .00000100  00000-0  14125-2 0  3267
2 38752  10.1995 302.0020 6815541 301.3403  39.1663  2.67333480 19704
1 38752U          14251.24904478  .00000068  00000-0  14125-2 0  3284
2 38752  10.2040 301.0647 6818544 303.1049   9.0874  2.67333737 19752
1 38752U          14254.24096665  .00000041  00000-0  14125-2 0  3299
2 38752  10.1998 299.7512 6816611 305.6999   8.5530  2.67334614 19838
1 38752U          14256.11091324  .00000059  00000-0  14125-2 0  3305
2 38752  10.1963 298.9429 6816904 307.3066   8.1821  2.67333892 19888
1 38752U          14258.35491739  .00000089  00000-0  14125-2 0  3311
2 38752  10.1940 297.9271 6817535 309.2989   7.8303  2.67335608 19948
1 38752U          14262.09490473  .00000084  00000-0  14125-2 0  3327
2 38752  10.1880 296.2537 6817841 312.5942   7.2235  2.67336732 20044
1 38752U          14263.96488986  .00000062  00000-0  14125-2 0  3360
2 38752  10.1851 295.4060 6816760 314.2576   6.9282  2.67337446 20091
1 38752U          14265.08686036  .00000056  00000-0  14125-2 0  3375
2 38752  10.1791 294.9894 6819292 315.1497   6.6989  2.67336723 20120
1 38752U          14266.20888500  .00000051  00000-0  14125-2 0  3397
2 38752  10.1774 294.4844 6819448 316.1399   6.5479  2.67337046 20151
1 38752U          14266.58287855  .00000051  00000-0  14125-2 0  3406
2 38752  10.1768 294.3163 6819465 316.4709   6.4822  2.67337149 20160
1 38752U          14269.94885633  .00000075  00000-0  14125-2 0  3425
2 38752  10.1703 292.8191 6820256 319.4240   5.9152  2.67336644 20255
1 38752U          14270.69688870  .00000085  00000-0  14125-2 0  3435
2 38752  10.1693 292.4815 6820423 320.0872   5.8422  2.67337428 20279
1 38752U          14272.19288955  .00000102  00000-0  14125-2 0  3443
2 38752  10.1682 291.7987 6820219 321.4113   5.6672  2.67339386 20310
1 38752U          14275.18485909  .00000111  00000-0  14125-2 0  3454
2 38752  10.1628 290.4532 6820531 324.0590   5.1940  2.67340196 20399
1 38752U          14278.17683662  .00000064  00000-0  14125-2 0  3460
2 38752  10.1605 289.0904 6820555 326.7193   4.7534  2.67341395 20470
1 38752U          14281.16879000  .00000019  00000-0  14125-2 0  3477
2 38752  10.1564 287.7423 6820366 329.3616   4.2972  2.67342143 20556
1 38752U          14284.16077846  .00000036  00000-0  14125-2 0  3501
2 38752  10.1500 286.4030 6820892 331.9993   3.8743  2.67342851 20633
1 38752U          14286.77880567  .00000068  00000-0  14125-2 0  3518
2 38752  10.1426 285.2158 6821679 334.3275   3.5620  2.67344106 20706
1 38752U          14289.02279645  .00000074  00000-0  14125-2 0  3526
2 38752  10.1353 284.2181 6822406 336.3011   3.2659  2.67345018 20767
1 38752U          14292.01477822  .00000052  00000-0  14125-2 0  3555
2 38752  10.1266 282.8657 6822698 338.9547   2.8884  2.67346450 20842
1 38752U          14295.00670672  .00000041  00000-0  14125-2 0  3564
2 38752  10.1142 281.5212 6823074 341.6068   2.4576  2.67347616 20924
1 38752U          14298.37265804  .00000067  00000-0  14125-2 0  3573
2 38752  10.1081 279.9916 6822930 344.5975   2.0211  2.67348600 21014
1 38752U          14300.99063873  .00000095  00000-0  14125-2 0  3589
2 38752  10.0994 278.8010 6823529 346.9300   1.7005  2.67349218 21082
1 38752U          14303.98262107  .00000093  00000-0  14125-2 0  3614
2 38752  10.0913 277.4350 6824171 349.5990   1.3798  2.67351346 21162
1 38752U          14305.10456268  .00000078  00000-0  14125-2 0  3627
2 38752  10.0876 276.9250 6824254 350.6018   1.2131  2.67351968 21192
1 38752U          14306.97449423  .00000046  00000-0  14125-2 0  3634
2 38752  10.0811 276.0667 6825095 352.2796   0.9794  2.67353873 21243
1 38752U          14309.96634399  .00000015  00000-0  14125-2 0  3641
2 38752  10.0759 274.6959 6825170 354.9578   0.5781  2.67356234 21328
1 38752U          14311.08827406  .00000018  00000-0  14125-2 0  3654
2 38752  10.0743 274.1621 6824953 355.9927   0.4125  2.67356597 21355
1 38752U          14312.95820723  .00000039  00000-0  14125-2 0  3660
2 38752  10.0653 273.3279 6825595 357.6300   0.2012  2.67357660 21403
1 38752U          14315.20212488  .00000065  00000-0  14125-2 0  3674
2 38752  10.0566 272.2973 6826110 359.6397 359.9440  2.67358472 21464
1 38752U          14316.69806399  .00000075  00000-0  14125-2 0  3680
2 38752  10.0482 271.6112 6826979   0.9790 359.7697  2.67359090 21509
1 38752U          14318.94195894  .00000072  00000-0  14125-2 0  3712
2 38752  10.0389 270.5743 6827755   2.9991 359.5025  2.67359994 21563
1 38752U          14321.18582683  .00000060  00000-0  14125-2 0  3726
2 38752  10.0310 269.5358 6827965   5.0194 359.2124  2.67360730 21623
1 38752U          14323.05570647  .00000056  00000-0  14125-2 0  3737
2 38752  10.0226 268.6743 6828133   6.6986 358.9746  2.67361896 21676
1 38752U          14325.29956346  .00000018  00000-0  96614-3 0  3742
2 38752  10.0401 267.6668 6829744   8.6862 358.6926  2.67362746 21739
1 38752U          14327.91739980  .00000044  00000-0  96614-3 0  3756
2 38752  10.0091 266.3991 6828771  11.1120 358.3600  2.67362995 21804
1 38752U          14330.16127323  .00000059  00000-0  96614-3 0  3766
2 38752  10.0004 265.3513 6827812  13.1594 358.0992  2.67363471 21866
1 38752U          14330.90922089  .00000062  00000-0  96614-3 0  3775
2 38752   9.9998 265.0043 6829324  13.8175 357.9973  2.67363531 21888
1 38752U          14333.15308077  .00000046  00000-0  96614-3 0  3783
2 38752   9.9914 263.9540 6829874  15.8510 357.7227  2.67363878 21941
1 38752U          14336.14483983 -.00000005  00000-0  96614-3 0  3792
2 38752   9.9821 262.5463 6828852  18.5878 357.3113  2.67364395 22024
1 38752U          14336.89277572 -.00000013  00000-0  96614-3 0  3800
2 38752   9.9789 262.2073 6830174  19.2363 357.2111  2.67364836 22047
1 38752U          14338.38866667  .00000119  00000-0  10243-2 0  3826
2 38752   9.9910 261.5618 6831565  20.5357 357.0301  2.67365976 22082
1 38752U          14339.51057152 -.00000022  00000-0  96614-3 0  3835
2 38752   9.9700 260.9776 6830613  21.6133 356.8724  2.67365580 22115
1 38752U          14342.50234623  .00000010  00000-0  96614-3 0  3845
2 38752   9.9625 259.5634 6830866  24.3406 356.4996  2.67366328 22197
1 38752U          14345.49411044  .00000106  00000-0  89527-3 0  3863
2 38752   9.9503 258.1791 6832681  27.0395 356.1287  2.67367739 22271
1 38752U          14345.86807371  .00000040  00000-0  96614-3 0  3879
2 38752   9.9532 257.9690 6831205  27.4129 356.0694  2.67367112 22285
