1 38752U          14348.48582307  .00000034  00000-0  96614-3 0  3883
2 38752   9.9450 256.7352 6830943  29.8055 355.7038  2.67367753 22355
1 38752U          14349.98166733  .00000025  00000-0  96614-3 0  3891
2 38752   9.9422 256.0223 6830555  31.1850 355.4819  2.67368011 22398
1 38752U          14350.35562665  .00000025  00000-0  96614-3 0  3900
2 38752   9.9388 255.8406 6831761  31.5110 355.4229  2.67367993 22407
1 38752U          14354.09523218  .00000026  00000-0  96614-3 0  3918
2 38752   9.9274 254.0662 6832158  34.9268 354.8912  2.67369081 22501
1 38752U          14357.46088400  .00000055  00000-0  96614-3 0  3924
2 38752   9.9173 252.4617 6832456  38.0104 354.4148  2.67369771 22598
1 38752U          14359.70463658  .00000064  00000-0  96614-3 0  3936
2 38752   9.8995 251.3842 6832494  40.0956 354.0658  2.67369316 22651
1 38752U          14361.20047623  .00000054  00000-0  96614-3 0  3944
2 38752   9.9070 250.6711 6832669  41.4497 353.8638  2.67370372 22695
1 38752U          14363.81812571  .00000007  00000-0  96614-3 0  3954
2 38752   9.9001 249.4190 6832845  43.8582 353.4217  2.67370828 22766
1 38752U          14364.93997686 -.00000014  00000-0  96614-3 0  3969
2 38752   9.8935 248.8820 6833132  44.8851 353.2248  2.67370718 22797
1 38752U          15001.80976280  .00000119  00000-0  97647-3 0  3985
2 38752   9.8751 247.9883 6834286  46.6142 352.9419  2.67371052 22840
1 38752U          15002.18369073 -.00000038  00000-0  96614-3 0  3998
2 38752   9.8873 247.8035 6832988  46.9558 352.8651  2.67371136 22855
1 38752U          15004.80134489 -.00000020  00000-0  96614-3 0  4004
2 38752   9.8801 246.5388 6832318  49.3974 352.4345  2.67371572 22927
1 38752U          15005.17529142 -.00000015  00000-0  96614-3 0  4036
2 38752   9.8786 246.3707 6832695  49.7097 352.3739  2.67371680 22937
1 38752U          15005.17532134  .00000092  00000-0  75062-3 0  4028
2 38752   9.8654 246.3647 6834614  49.7224 352.3951  2.67371387 22940
1 38752U          15006.29715755  .00000098  00000-0  79982-3 0  4047
2 38752   9.8474 245.7566 6834659  50.8246 352.1979  2.67371570 22974
1 38752U          15007.04506777  .00000106  00000-0  86796-3 0  4066
2 38752   9.8603 245.4644 6834604  51.4476 352.0860  2.67371760 22995
1 38752U          15007.79296777 -.00000015  00000-0  00000+0 0  4075
2 38752   9.8609 245.1203 6834446  52.1079 351.9633  2.67370615 23300
1 38752U          15008.16688317  .00000028  00000-0  96614-3 0  4086
2 38752   9.8752 244.9206 6832637  52.4882 351.8744  2.67372047 23015
1 38752U          15008.91477033  .00000034  00000-0  96614-3 0  4098
2 38752   9.8716 244.5719 6832804  53.1562 351.7442  2.67372293 23038
1 38752U          15011.90630083  .00000031  00000-0  96614-3 0  4106
2 38752   9.8644 243.1391 6832854  55.9054 351.1962  2.67372840 23118
1 38752U          15014.89778994  .00000006  00000-0  96614-3 0  4114
2 38752   9.8574 241.7018 6832773  58.6582 350.6133  2.67373360 23196
1 38752U          15015.64570227  .00000118  00000-0  96753-3 0  4137
2 38752   9.8408 241.3327 6834613  59.3732 350.4866  2.67372291 23228
1 38752U          15017.88926553  .00000003  00000-0  96614-3 0  4142
2 38752   9.8507 240.2601 6832772  61.4151 350.0196  2.67373852 23275
1 38752U          15019.75893368  .00000020  00000-0  96614-3 0  4157
2 38752   9.8485 239.3586 6832840  63.1421 349.6400  2.67374041 23325
1 38752U          15020.13287035  .00000024  00000-0  96614-3 0  4164
2 38752   9.8449 239.1670 6832767  63.4975 349.5543  2.67373401 23339
1 38752U          15022.00252283  .00000042  00000-0  96614-3 0  4170
2 38752   9.8493 238.2591 6832896  65.2299 349.1741  2.67374281 23380
1 38752U          15022.37650779  .00000112  00000-0  92446-3 0  4191
2 38752   9.8282 238.0796 6834255  65.6069 349.1101  2.67372328 23392
1 38752U          15023.12431631  .00000044  00000-0  96614-3 0  4206
2 38752   9.8468 237.7422 6832800  66.2498 348.9370  2.67374370 23414
1 38752U          15025.36784902  .00000019  00000-0  96614-3 0  4219
2 38752   9.8471 236.6574 6832817  68.3270 348.4193  2.67374633 23479
1 38752U          15026.86352133 -.00000016  00000-0  96614-3 0  4221
2 38752   9.8298 235.9261 6832219  69.7140 348.0300  2.67373261 23515
1 38752U          15028.35922157 -.00000050  00000-0  96614-3 0  4235
2 38752   9.8406 235.2127 6832689  71.0853 347.7308  2.67374927 23556
1 38752U          15029.85485214 -.00000073  00000-0  96614-3 0  4245
2 38752   9.8388 234.5013 6832596  72.4568 347.3251  2.67374965 23595
1 38752U          15032.09834266 -.00000069  00000-0  96614-3 0  4256
2 38752   9.8359 233.4335 6832482  74.5222 346.7720  2.67375166 23657
1 38752U          15032.84617200 -.00000058  00000-0  96614-3 0  9990
2 38752   9.8317 233.0703 6832196  75.2099 346.5815  2.67375095 23674
1 38752U          15033.96790529 -.00000037  00000-0  96614-3 0  9997
2 38752   9.8258 232.5240 6831783  76.2477 346.2884  2.67374977 23705
1 38752U          15035.83744495 -.00000002  00000-0  96614-3 0  9998
2 38752   9.8191 231.6112 6831525  77.9923 345.7881  2.67375018 23750
1 38752U          15038.82864397  .00000017  00000-0  96614-3 0  9999
2 38752   9.8193 230.1724 6831206  80.7531 344.9462  2.67375561 23836
1 38752U          15039.57643075  .00000013  00000-0  96614-3 0  9996
2 38752   9.8122 229.7892 6830826  81.4811 344.7170  2.67375415 23858
1 38752U          15039.95031578  .00000011  00000-0  96614-3 0  9995
2 38752   9.8182 229.6312 6831205  81.7904 344.6061  2.67375777 23868
1 38752U          15042.56753391 -.00000019  00000-0  96614-3 0  9999
2 38752   9.8160 228.3770 6830723  84.2033 343.8012  2.67376308 23939
1 38752U          15048.92341418  .00000002  00000-0  96614-3 0  9999
2 38752   9.8054 225.2895 6829269  90.1103 341.6401  2.67377052 24107
1 38752U          15050.04504189  .00000120  00000-0  10367-2 0  9992
2 38752   9.7915 224.7416 6831028  91.1831 341.2417  2.67376117 24137
1 38752U          15051.91429688  .00000017  00000-0  96614-3 0  9994
2 38752   9.8036 223.8568 6828773  92.8697 340.5075  2.67377187 24186
1 38752U          15053.40970918 -.00000004  00000-0  96614-3 0  9994
2 38752   9.8025 223.1392 6828789  94.2467 339.9137  2.67377222 24226
1 38752U          15054.53125258 -.00000031  00000-0  96614-3 0  9998
2 38752   9.8006 222.5997 6828590  95.2764 339.4487  2.67377084 24252
1 38752U          15057.52195185 -.00000198  00000-0  56219-4 0  9998
2 38752   9.7879 221.1193 6828349  98.1160 338.1369  2.67377395 24335
1 38752U          15058.64344792 -.00000204  00000-0  56219-4 0  9990
2 38752   9.7938 220.5972 6828001  99.1058 337.6369  2.67376545 24364
1 38752U          15060.88641012 -.00000177  00000-0  56219-4 0  9993
2 38752   9.7800 219.4878 6827504 101.2052 336.6054  2.67376885 24424
1 38752U          15062.00785016 -.00000152  00000-0  56219-4 0  9995
2 38752   9.7741 218.9595 6827255 102.2379 336.0508  2.67377263 24456
1 38752U          15064.62450365 -.00000098  00000-0  56219-4 0  9990
2 38752   9.7754 217.7216 6826670 104.6264 334.7198  2.67377472 24526
1 38752U          15066.86727192 -.00000086  00000-0  56219-4 0  9990
2 38752   9.7688 216.6312 6826289 106.7147 333.5047  2.67377696 24580
1 38752U          15069.85749989 -.00000112  00000-0  56219-4 0  9990
2 38752   9.7776 215.2497 6825445 109.4195 331.7646  2.67378011 24669
1 38752U          15072.47384943 -.00000133  00000-0  56219-4 0  9990
2 38752   9.7821 214.0289 6824618 111.7890 330.1472  2.67378250 24738
1 38752U          15073.96884451 -.00000130  00000-0  56219-4 0  9991
2 38752   9.7782 213.2924 6824303 113.1923 329.1594  2.67378219 24777
1 38752U          15075.83752190 -.00000107  00000-0  56219-4 0  9997
2 38752   9.7806 212.3966 6823678 114.8955 327.8610  2.67378022 24829
1 38752U          15078.82725925 -.00000069  00000-0  56219-4 0  9992
2 38752   9.7825 210.9741 6822876 117.6289 325.6390  2.67377761 24904
1 38752U          15079.57467114 -.00000068  00000-0  56219-4 0  9997
2 38752   9.7830 210.6049 6823015 118.3203 325.0576  2.67377473 24920
1 38752U          15081.06944980 -.00000084  00000-0  56219-4 0  9993
2 38752   9.7843 209.8987 6822793 119.6931 323.8545  2.67377280 24961
1 38752U          15083.68519235 -.00000144  00000-0  56219-4 0  9991
2 38752   9.7878 208.6689 6822300 122.0829 321.6340  2.67377155 25032
1 38752U          15086.30075131 -.00000177  00000-0  56219-4 0  9991
2 38752   9.7889 207.4287 6821697 124.4711 319.2424  2.67377100 25103
1 38752U          15086.67442256  .00000019  00000-0  18881-3 0  9993
2 38752   9.7836 207.2420 6823189 124.8373 318.9159  2.67376989 25114
1 38752U          15089.28969409 -.00000133  00000-0  56219-4 0  9993
2 38752   9.7882 206.0025 6820902 127.2068 316.2522  2.67377073 25188
1 38752U          15091.53125324 -.00000080  00000-0  56219-4 0  9995
2 38752   9.7928 204.9598 6820265 129.2316 313.8642  2.67376983 25243
1 38752U          15092.65199719  .00000098  00000-0  97910-3 0  9998
2 38752   9.7834 204.4096 6821770 130.2969 312.6223  2.67375803 25270
1 38752U          15093.77263354 -.00000051  00000-0  56219-4 0  9997
2 38752   9.7917 203.8924 6819605 131.2821 311.3025  2.67376873 25305
1 38752U          15096.38735676 -.00000058  00000-0  56219-4 0  9995
2 38752   9.8007 202.6616 6819012 133.6574 308.0987  2.67376609 25378
1 38752U          15097.50793902  .00000089  00000-0  90639-3 0  9992
2 38752   9.7864 202.1292 6820358 134.7022 306.6992  2.67375316 25406
1 38752U          15099.74877398 -.00000086  00000-0  56219-4 0  9997
2 38752   9.8003 201.0803 6818078 136.7090 303.6226  2.67376372 25467
1 38752U          15102.73621326 -.00000077  00000-0  56219-4 0  9999
2 38752   9.8039 199.6595 6817388 139.4410 299.1652  2.67376011 25546
1 38752U          15105.35003077 -.00000039  00000-0  56219-4 0  9995
2 38752   9.7974 198.4441 6816197 141.7891 295.0743  2.67375605 25618
1 38752U          15106.84344606 -.00000026  00000-0  56219-4 0  9992
2 38752   9.7976 197.7619 6816375 143.1422 292.5379  2.67374938 25652
1 38752U          15108.71011168 -.00000037  00000-0  56219-4 0  9996
2 38752   9.7988 196.8951 6815523 144.8096 289.2862  2.67374954 25707
1 38752U          15109.45675109 -.00000049  00000-0  56219-4 0  9992
2 38752   9.7996 196.5414 6815980 145.5029 287.9540  2.67374659 25720
1 38752U          15111.32312516 -.00000090  00000-0  56219-4 0  9997
2 38752   9.7991 195.6735 6815169 147.1720 284.4218  2.67374756 25773
1 38752U          15112.44285515 -.00000112  00000-0  56219-4 0  9994
2 38752   9.8063 195.1460 6815631 148.2041 282.1916  2.67374187 25808
1 38752U          15115.05533458 -.00000119  00000-0  56219-4 0  9993
2 38752   9.8117 193.9073 6815141 150.5798 276.8146  2.67374718 25877
1 38752U          15118.04045457 -.00000061  00000-0  56219-4 0  9998
2 38752   9.8084 192.5564 6814582 153.2302 270.1122  2.67374196 25959
1 38752U          15120.65208516 -.00000013  00000-0  56219-4 0  9992
2 38752   9.8170 191.3120 6814240 155.6179 263.9156  2.67374289 26028
