# Legacy Model output file: ../../unitTests/Legacy/Ax8min_NatEpochSaa_Diff.AE8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Activity Level: Min
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.02500000,1.37307870,2.66032286,-0.79370542,1.87581406e+08,1.21620891e+08,5.11651836e+07,1.46661855e+07,4.54365723e+06,9.65728333e+05,1.25674414e+06,5.61984009e+05,2.65415283e+05,1.36567200e+05,7.28622055e+04,4.15861015e+04,2.11503105e+04,8.40341187e+03,2.30671835e+03,4.84964818e+02,8.15128610e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,1.90239562e+08,1.23497477e+08,5.21674258e+07,1.49528555e+07,4.72459570e+06,9.36716675e+05,1.28217273e+06,5.79153687e+05,2.69925446e+05,1.40289215e+05,7.47669830e+04,4.23315048e+04,2.14726696e+04,8.48300457e+03,2.30742145e+03,4.81853843e+02,8.14333558e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,1.92837875e+08,1.25339766e+08,5.31634414e+07,1.52376641e+07,4.90903418e+06,9.06361511e+05,1.30747571e+06,5.96537659e+05,2.74375671e+05,1.44039261e+05,7.66805725e+04,4.30685616e+04,2.17887611e+04,8.55900478e+03,2.30698442e+03,4.78530228e+02,8.13097358e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,1.95449312e+08,1.27234367e+08,5.42454688e+07,1.55469678e+07,5.12985449e+06,8.64168274e+05,1.33512805e+06,6.16817871e+05,2.79063751e+05,1.48345108e+05,7.88609695e+04,4.38538513e+04,2.21124954e+04,8.62451935e+03,2.29838920e+03,4.72756863e+02,8.08705539e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,1.97924609e+08,1.28996234e+08,5.52098906e+07,1.58227324e+07,5.31392188e+06,8.33866638e+05,1.35965247e+06,6.34048340e+05,2.83339691e+05,1.52037079e+05,8.07356644e+04,4.45632553e+04,2.24140854e+04,8.69560528e+03,2.29770947e+03,4.69650954e+02,8.07367414e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,2.00377531e+08,1.30747000e+08,5.61772578e+07,1.60991963e+07,5.50199756e+06,8.02570190e+05,1.38427136e+06,6.51573669e+05,2.87605560e+05,1.55778229e+05,8.26306763e+04,4.52721672e+04,2.27136192e+04,8.76487827e+03,2.29643464e+03,4.66447234e+02,8.05786699e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,2.02317203e+08,1.32238219e+08,5.71691523e+07,1.63855879e+07,5.61766553e+06,8.19839294e+05,1.41140808e+06,6.66353516e+05,2.92222626e+05,1.59475952e+05,8.42777252e+04,4.59517174e+04,2.29776325e+04,8.81957340e+03,2.29587841e+03,4.64007407e+02,7.99367428e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,2.03501500e+08,1.33347250e+08,5.82053086e+07,1.66889570e+07,5.61810449e+06,9.14784851e+05,1.44262793e+06,6.76737549e+05,2.97429962e+05,1.63094269e+05,8.55379639e+04,4.65920486e+04,2.31911755e+04,8.85427380e+03,2.29699254e+03,4.62793976e+02,7.86089376e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,2.04631781e+08,1.34426766e+08,5.92469219e+07,1.69941621e+07,5.61487012e+06,1.01496228e+06,1.47419043e+06,6.87128296e+05,3.02661255e+05,1.66751495e+05,8.67965164e+04,4.72297897e+04,2.34011116e+04,8.88704300e+03,2.29755855e+03,4.61461157e+02,7.72846267e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,2.05672516e+08,1.35475156e+08,6.03323906e+07,1.73125625e+07,5.60440234e+06,1.12720166e+06,1.50744128e+06,6.97854553e+05,3.08108276e+05,1.70604874e+05,8.80913391e+04,4.78821144e+04,2.36086731e+04,8.91523266e+03,2.29637647e+03,4.59671944e+02,7.58381188e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
