# Irene Model output file: ../../unitTests/Legacy/CRRquiet_NatEpoch_Diff.CRRESPRO.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESPRO
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; unshifted SAA; Activity Level: Quiet
# Energy levels (MeV):       1.5 2.1 2.5 2.9 3.6 4.3 5.7 6.8 8.5 9.7 10.7 13.2 16.9 19.4 26.3 30.9 36.3 41.1 47 55 65.7 81.3
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.02083333,1.43685460,2.44106636,-0.85146738,4.10735194e+07,7.03515395e+06,2.70097256e+06,7.79347452e+05,1.83225994e+05,3.89556736e+04,7.67971321e+02,3.60747422e+03,1.43793340e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02152778,1.42694265,2.47889157,-0.84226174,4.27444790e+07,7.28057149e+06,2.79432692e+06,8.04294681e+05,1.88848078e+05,4.00586620e+04,8.08841674e+02,3.71181937e+03,1.47157348e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,4.46544497e+07,7.55760877e+06,2.89773669e+06,8.29991978e+05,1.94921491e+05,4.12429167e+04,8.67010649e+02,3.81512796e+03,1.50407329e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,4.69647225e+07,7.89243305e+06,3.02164306e+06,8.60495441e+05,2.01935881e+05,4.26162322e+04,9.49424374e+02,3.93903150e+03,1.54365548e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,4.92749949e+07,8.22725729e+06,3.14554941e+06,8.90998901e+05,2.08950271e+05,4.39895475e+04,1.03183809e+03,4.06293503e+03,1.58323765e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,5.15852677e+07,8.56208158e+06,3.26945578e+06,9.21502364e+05,2.15964661e+05,4.53628630e+04,1.11425181e+03,4.18683858e+03,1.62281984e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,5.38955401e+07,8.89690581e+06,3.39336213e+06,9.52005824e+05,2.22979050e+05,4.67361783e+04,1.19666553e+03,4.31074211e+03,1.66240202e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,5.60007713e+07,9.19411569e+06,3.50295116e+06,9.78498325e+05,2.29294109e+05,4.78768487e+04,1.26179318e+03,4.42679719e+03,1.70153098e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,5.81372015e+07,9.48669493e+06,3.60911016e+06,1.00332437e+06,2.35422114e+05,4.89292698e+04,1.31673942e+03,4.54353221e+03,1.74326639e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,6.05098711e+07,9.81225781e+06,3.72615639e+06,1.03049491e+06,2.42062393e+05,5.01260864e+04,1.37879027e+03,4.66879558e+03,1.78806142e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,6.28825411e+07,1.01378207e+07,3.84320264e+06,1.05766545e+06,2.48702673e+05,5.13229031e+04,1.44084114e+03,4.79405898e+03,1.83285647e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,6.52552107e+07,1.04633836e+07,3.96024887e+06,1.08483599e+06,2.55342952e+05,5.25197196e+04,1.50289199e+03,4.91932235e+03,1.87765151e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,6.76278806e+07,1.07889465e+07,4.07729511e+06,1.11200653e+06,2.61983232e+05,5.37165363e+04,1.56494286e+03,5.04458574e+03,1.92244655e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,6.97932901e+07,1.10824050e+07,4.18106661e+06,1.13525582e+06,2.67766545e+05,5.47071151e+04,1.61832651e+03,5.17570760e+03,1.96864439e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,7.17514397e+07,1.13437591e+07,4.27156339e+06,1.15458384e+06,2.72692891e+05,5.54914564e+04,1.66304295e+03,5.31268797e+03,2.01624503e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,7.42664103e+07,1.16788737e+07,4.38662532e+06,1.17993716e+06,2.78707559e+05,5.65042244e+04,1.72571760e+03,5.45810207e+03,2.06458760e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03194444,1.24696101,2.98641920,-0.68602853,7.73382023e+07,1.20877489e+07,4.52625242e+06,1.21131577e+06,2.85810548e+05,5.77454194e+04,1.80635045e+03,5.61194992e+03,2.11367210e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,8.04099946e+07,1.24966241e+07,4.66587953e+06,1.24269438e+06,2.92913538e+05,5.89866146e+04,1.88698332e+03,5.76579779e+03,2.16275660e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03333333,1.21925132,3.04602571,-0.66310412,8.34817865e+07,1.29054993e+07,4.80550663e+06,1.27407299e+06,3.00016527e+05,6.02278096e+04,1.96761617e+03,5.91964564e+03,2.21184110e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03402778,1.20512321,3.07515099,-0.65149297,8.62880785e+07,1.32757152e+07,4.93010520e+06,1.30158336e+06,3.06167949e+05,6.12617359e+04,2.02673880e+03,6.05467089e+03,2.26111127e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03472222,1.19081978,3.10382911,-0.63978701,8.88288697e+07,1.36072715e+07,5.03967521e+06,1.32522547e+06,3.11367802e+05,6.20883933e+04,2.06435118e+03,6.17087348e+03,2.31056711e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
