# Irene Model output file: ../../unitTests/Legacy/CammiceAll_Pa90.CAMMICE.output_mean_Ions_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CAMMICE/MICS
# Particle species:         Ions
# Flux type:                Differential
# Flux direction:           Bin 80-90
# Environment settings:     IGRF; All Activity Levels
# Energy levels (keV):       1-1.3 1.8-2.4 3.2-4.2 5.6-7.4 9.9-13.2 17.5-23.3 30.9-41.1 54.7-72.8 80.3-89.7 100.1-111.7 124.7-139.1 155.3-193.4
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2)
53219.03541667,1.17634606,3.13206335,-0.62798955,1.03377881e+07,5.32672909e+06,4.26495754e+06,2.22133393e+06,6.23316880e+05,2.80600778e+05,1.57912949e+05,1.91192390e+05,2.53256653e+05,4.51842436e+05,7.63901858e+05,1.28418196e+06
53219.03611111,1.16170690,3.15985701,-0.61610356,1.06668668e+07,5.47688931e+06,4.38377801e+06,2.27995185e+06,6.41522116e+05,2.89771346e+05,1.63531573e+05,1.98317495e+05,2.63098550e+05,4.68551692e+05,7.92044905e+05,1.33512050e+06
53219.03680556,1.14690686,3.18721324,-0.60413250,1.10013258e+07,5.62950455e+06,4.50454112e+06,2.33952814e+06,6.60024994e+05,2.99091846e+05,1.69242057e+05,2.05559090e+05,2.73101355e+05,4.85534131e+05,8.20648070e+05,1.38689184e+06
53219.03750000,1.13195050,3.21413533,-0.59207889,1.20996933e+07,6.19603041e+06,4.87502633e+06,2.51495320e+06,7.35866185e+05,3.41447180e+05,1.92101342e+05,2.28909665e+05,3.00447482e+05,5.27200908e+05,8.81111977e+05,1.47208225e+06
53219.03819444,1.11684235,3.24062626,-0.57994601,1.39744271e+07,7.18321722e+06,5.49930592e+06,2.80811616e+06,8.69980835e+05,4.17376140e+05,2.32389110e+05,2.68631919e+05,3.45419732e+05,5.93954489e+05,9.73956016e+05,1.59123624e+06
53219.03888889,1.10158683,3.26668916,-0.56773638,1.58797371e+07,8.18650467e+06,6.13376727e+06,3.10606049e+06,1.00628284e+06,4.94543473e+05,2.73333956e+05,3.09002028e+05,3.91125462e+05,6.61796796e+05,1.06831431e+06,1.71233359e+06
53219.03958333,1.08618785,3.29232703,-0.55545298,1.78264839e+07,9.21442048e+06,6.78476505e+06,3.40713004e+06,1.14460456e+06,5.73894097e+05,3.15476357e+05,3.51117805e+05,4.40265861e+05,7.34240194e+05,1.16911804e+06,1.84179780e+06
53219.04027778,1.07064964,3.31754285,-0.54309832,1.98274305e+07,1.02769871e+07,7.45976798e+06,3.70937742e+06,1.28474868e+06,6.56538617e+05,3.59451564e+05,3.96269648e+05,4.96016077e+05,8.15413322e+05,1.28216364e+06,1.98717943e+06
53219.04097222,1.05497614,3.34233943,-0.53067491,2.18780953e+07,1.13705359e+07,8.15600794e+06,4.01366476e+06,1.42683468e+06,7.42060210e+05,4.05020191e+05,4.43958325e+05,5.57131454e+05,9.03700305e+05,1.40518222e+06,2.14552245e+06
53219.04166667,1.03917111,3.36671961,-0.51818543,2.39670324e+07,1.24858609e+07,8.86657461e+06,4.32199868e+06,1.57111281e+06,8.29423708e+05,4.51588725e+05,4.92959296e+05,6.20575191e+05,9.95156112e+05,1.53263475e+06,2.30961074e+06
