# Legacy Model output file: ../../unitTests/Legacy/Ax8min_NatEpoch_Intg.AE8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; unshifted SAA; Activity Level: Min
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s)
53219.02013889,1.44645844,2.40271786,-0.86049017,1.12795029e+07,8.07071191e+06,5.77475732e+06,2.87387549e+06,1.34355774e+06,8.21663208e+05,5.99955566e+05,2.90293427e+05,1.50904068e+05,7.57400131e+04,3.90698891e+04,1.93951225e+04,8.10167503e+03,2.70888472e+03,6.84483409e+02,1.34747043e+02,2.12456565e+01,3.24032898e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02083333,1.43685460,2.44106636,-0.85146738,1.15312734e+07,8.26238965e+06,5.92016895e+06,2.94851294e+06,1.38044299e+06,8.35079163e+05,6.16486633e+05,2.98867157e+05,1.54644119e+05,7.78043060e+04,3.99880867e+04,1.97365131e+04,8.21098614e+03,2.72803164e+03,6.83897078e+02,1.33933425e+02,2.10888814e+01,3.16312048e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02152778,1.42694265,2.47889157,-0.84226174,1.17799678e+07,8.45238965e+06,6.06477881e+06,3.02286133e+06,1.41729785e+06,8.48091064e+05,6.33005981e+05,3.07467468e+05,1.58360184e+05,7.98660812e+04,4.08977661e+04,2.00691223e+04,8.31565285e+03,2.74529862e+03,6.82810247e+02,1.33027494e+02,2.09180303e+01,3.08558275e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,1.20252168e+07,8.64042090e+06,6.20835938e+06,3.09681177e+06,1.45407141e+06,8.60675110e+05,6.49492859e+05,3.16083710e+05,1.62046814e+05,8.19223862e+04,4.17974739e+04,2.03924408e+04,8.41549778e+03,2.76065493e+03,6.81228399e+02,1.32031396e+02,2.07335204e+01,3.00783222e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,1.22722432e+07,8.83023926e+06,6.35361621e+06,3.17171118e+06,1.49139136e+06,8.73208130e+05,6.66226257e+05,3.24852936e+05,1.65774124e+05,8.40087509e+04,4.27053413e+04,2.07153053e+04,8.51422787e+03,2.77534795e+03,6.79466963e+02,1.31007805e+02,2.05452014e+01,2.93135364e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,1.25152285e+07,9.01766992e+06,6.49754639e+06,3.24606226e+06,1.52855933e+06,8.85280884e+05,6.82895020e+05,3.33622162e+05,1.69463760e+05,8.60856552e+04,4.36012268e+04,2.10280132e+04,8.60786152e+03,2.78809309e+03,6.77219570e+02,1.29898325e+02,2.03439239e+01,2.85481312e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,1.27509395e+07,9.19962109e+06,6.63740186e+06,3.31834277e+06,1.56472998e+06,8.96960999e+05,6.99117432e+05,3.42169434e+05,1.73048279e+05,8.81064682e+04,4.44707680e+04,2.13306599e+04,8.69846058e+03,2.80058002e+03,6.75199330e+02,1.28877416e+02,2.01585703e+01,2.78486870e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,1.29905752e+07,9.38561328e+06,6.78105713e+06,3.39277661e+06,1.60214172e+06,9.08465088e+05,7.15902039e+05,3.51059387e+05,1.76725296e+05,9.01955185e+04,4.53588448e+04,2.16312714e+04,8.78544903e+03,2.81066990e+03,6.72303975e+02,1.27660543e+02,1.99415870e+01,2.70961388e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,1.32252588e+07,9.56777930e+06,6.92179199e+06,3.46570874e+06,1.63881702e+06,9.19759033e+05,7.32356018e+05,3.59781921e+05,1.80327118e+05,9.22432938e+04,4.62286072e+04,2.19260807e+04,8.87123203e+03,2.82113409e+03,6.69795930e+02,1.26562476e+02,1.97451990e+01,2.64137029e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,1.34697256e+07,9.76052930e+06,7.07275146e+06,3.54447925e+06,1.67888855e+06,9.30360535e+05,7.50347168e+05,3.69449371e+05,1.84176819e+05,9.44773026e+04,4.71464539e+04,2.22111950e+04,8.94429684e+03,2.82336497e+03,6.64181232e+02,1.24744296e+02,1.94312986e+01,2.54951371e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,1.37028008e+07,9.94253418e+06,7.21414404e+06,3.61796240e+06,1.71603699e+06,9.41221741e+05,7.67019043e+05,3.78345428e+05,1.87789841e+05,9.65499802e+04,4.80145798e+04,2.24970779e+04,9.02488613e+03,2.83176112e+03,6.61210001e+02,1.23579413e+02,1.92256980e+01,2.48355698e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,1.39300713e+07,1.01199854e+07,7.35201611e+06,3.68963745e+06,1.75227893e+06,9.51848022e+05,7.83285278e+05,3.87031342e+05,1.91313004e+05,9.85720749e+04,4.88609581e+04,2.27763863e+04,9.10414696e+03,2.84054589e+03,6.58626258e+02,1.22530296e+02,1.90399941e+01,2.42387364e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,1.41574717e+07,1.02987598e+07,7.49177393e+06,3.76250537e+06,1.78932544e+06,9.62033203e+05,7.99918335e+05,3.95968842e+05,1.94878281e+05,1.00637520e+05,4.97126541e+04,2.30473423e+04,9.17733479e+03,2.84625125e+03,6.55049205e+02,1.21269591e+02,1.88204907e+01,2.35895650e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,1.43806104e+07,1.04750225e+07,7.63014160e+06,3.83463086e+06,1.82592615e+06,9.73664917e+05,8.16244751e+05,4.04637085e+05,1.98386246e+05,1.02650963e+05,5.05379448e+04,2.33137875e+04,9.24974537e+03,2.85272574e+03,6.52055144e+02,1.20146722e+02,1.86106153e+01,2.29953206e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,1.45799453e+07,1.06488506e+07,7.77767139e+06,3.91144434e+06,1.86425549e+06,1.00753168e+06,8.31742004e+05,4.11299042e+05,2.01773193e+05,1.04340889e+05,5.11291656e+04,2.35281239e+04,9.29498863e+03,2.85323644e+03,6.49279296e+02,1.18870601e+02,1.81768797e+01,2.22375197e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,1.47820596e+07,1.08255645e+07,7.92805371e+06,3.98979614e+06,1.90338953e+06,1.04257642e+06,8.47535339e+05,4.18071106e+05,2.05217941e+05,1.06058876e+05,5.17273064e+04,2.37444553e+04,9.34044743e+03,2.85374570e+03,6.46514595e+02,1.17608026e+02,1.77532583e+01,2.15046899e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,1.49802148e+07,1.10002568e+07,8.07770654e+06,4.06789526e+06,1.94247034e+06,1.07835571e+06,8.63238892e+05,4.24763428e+05,2.08627792e+05,1.07756630e+05,5.23088875e+04,2.39519901e+04,9.38191414e+03,2.85297346e+03,6.43472314e+02,1.16306499e+02,1.73317101e+01,2.07862677e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03194444,1.24696101,2.98641920,-0.68602853,1.51776416e+07,1.11752773e+07,8.22834082e+06,4.14658496e+06,1.98190747e+06,1.11510950e+06,8.79035583e+05,4.31465790e+05,2.12046585e+05,1.09456924e+05,5.28851051e+04,2.41559029e+04,9.42143917e+03,2.85155940e+03,6.40300512e+02,1.14993617e+02,1.69163682e+01,2.00871495e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,1.53707354e+07,1.13479600e+07,8.37801270e+06,4.22489893e+06,2.02123743e+06,1.15259949e+06,8.94718445e+05,4.38076599e+05,2.15424622e+05,1.11134003e+05,5.34436073e+04,2.43505859e+04,9.45688343e+03,2.84886646e+03,6.36857986e+02,1.13644376e+02,1.65035538e+01,1.94024481e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03333333,1.21925132,3.04602571,-0.66310412,1.55662998e+07,1.15233252e+07,8.53040625e+06,4.30469238e+06,2.06134790e+06,1.19134985e+06,9.10683105e+05,4.44789215e+05,2.18856247e+05,1.12836899e+05,5.40080643e+04,2.45468655e+04,9.49246693e+03,2.84617305e+03,6.33433521e+02,1.12310976e+02,1.61008164e+01,1.87410868e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03402778,1.20512321,3.07515099,-0.65149297,1.57608057e+07,1.16987646e+07,8.68362695e+06,4.38500537e+06,2.10178345e+06,1.23112585e+06,9.26721985e+05,4.51502563e+05,2.22292480e+05,1.14540100e+05,5.45662575e+04,2.47391586e+04,9.52602386e+03,2.84284377e+03,6.29886448e+02,1.10968240e+02,1.57043729e+01,1.80980330e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03472222,1.19081978,3.10382911,-0.63978701,1.59505605e+07,1.18715322e+07,8.83562109e+06,4.46480713e+06,2.14204541e+06,1.27165869e+06,9.42619934e+05,4.58111969e+05,2.25681564e+05,1.16216698e+05,5.51053505e+04,2.49217358e+04,9.55541229e+03,2.83824372e+03,6.26077056e+02,1.09592259e+02,1.53108016e+01,1.74688583e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03541667,1.17634606,3.13206335,-0.62798955,1.61425996e+07,1.20468359e+07,8.99026562e+06,4.54606543e+06,2.18307861e+06,1.31352478e+06,9.58791687e+05,4.64817627e+05,2.29121796e+05,1.17917824e+05,5.56497688e+04,2.51056614e+04,9.58489037e+03,2.83364916e+03,6.22290611e+02,1.08233303e+02,1.49270967e+01,1.68615545e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03611111,1.16170690,3.15985701,-0.61610356,1.63272500e+07,1.22154316e+07,9.13912500e+06,4.62429199e+06,2.22260522e+06,1.35423438e+06,9.74354675e+05,4.71265808e+05,2.32430923e+05,1.19553772e+05,5.61737175e+04,2.52832260e+04,9.61409664e+03,2.82978606e+03,6.18857920e+02,1.06991217e+02,1.45783685e+01,1.63140253e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03680556,1.14690686,3.18721324,-0.60413250,1.65103125e+07,1.23835986e+07,9.28834668e+06,4.70281641e+06,2.26234058e+06,1.39589160e+06,9.89947449e+05,4.77696442e+05,2.35734512e+05,1.21185143e+05,5.66899033e+04,2.54563465e+04,9.64122200e+03,2.82529235e+03,6.15305603e+02,1.05739534e+02,1.42345754e+01,1.57805788e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03750000,1.13195050,3.21413533,-0.59207889,1.66916914e+07,1.25512832e+07,9.43790234e+06,4.78160303e+06,2.30226587e+06,1.43850793e+06,1.00556335e+06,4.84105835e+05,2.39031784e+05,1.22811119e+05,5.71979523e+04,2.56248817e+04,9.66624641e+03,2.82017231e+03,6.11635685e+02,1.04479037e+02,1.38957733e+01,1.52610021e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03819444,1.11684235,3.24062626,-0.57994601,1.68712441e+07,1.27183467e+07,9.58769629e+06,4.86060498e+06,2.34237061e+06,1.48209180e+06,1.02119580e+06,4.90491394e+05,2.42320343e+05,1.24430908e+05,5.76975708e+04,2.57887268e+04,9.68916130e+03,2.81442976e+03,6.07851505e+02,1.03210382e+02,1.35619855e+01,1.47550716e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
