# Irene Model output file: ../../unitTests/Legacy/CRRquiet_atEpoch_Intg.CRRESELE.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2)
53219.05763889,0.64699287,3.81827803,-0.21762557,2.90208545e+08,1.66247010e+08,4.18397560e+07,8.21805280e+06,2.26175175e+06,6.23231603e+05,1.80109701e+05,4.56381132e+04,1.04708235e+04,2.42455946e+03
53219.05833333,0.62898120,3.83338288,-0.20416515,3.00977757e+08,1.71305722e+08,4.27723430e+07,8.38076495e+06,2.30207327e+06,6.33400778e+05,1.82711484e+05,4.62601481e+04,1.06140045e+04,2.46876296e+03
53219.05902778,0.61091019,3.84812641,-0.19068527,3.11746971e+08,1.76364434e+08,4.37049302e+07,8.54347712e+06,2.34239480e+06,6.43569954e+05,1.85313267e+05,4.68821832e+04,1.07571855e+04,2.51296646e+03
53219.05972222,0.59278205,3.86251020,-0.17718781,3.22516183e+08,1.81423146e+08,4.46375173e+07,8.70618926e+06,2.38271632e+06,6.53739129e+05,1.87915050e+05,4.75042181e+04,1.09003665e+04,2.55716996e+03
53219.06041667,0.57459898,3.87653597,-0.16367372,3.33285396e+08,1.86481858e+08,4.55701044e+07,8.86890143e+06,2.42303785e+06,6.63908305e+05,1.90516833e+05,4.81262532e+04,1.10435475e+04,2.60137346e+03
53219.06111111,0.55636317,3.89020514,-0.15014471,3.44054608e+08,1.91540570e+08,4.65026915e+07,9.03161357e+06,2.46335938e+06,6.74077479e+05,1.93118616e+05,4.87482882e+04,1.11867285e+04,2.64557696e+03
53219.06180556,0.53807650,3.90351943,-0.13660190,3.54823822e+08,1.96599283e+08,4.74352787e+07,9.19432574e+06,2.50368091e+06,6.84246655e+05,1.95720399e+05,4.93703232e+04,1.13299095e+04,2.68978046e+03
53219.06250000,0.51974102,3.91648041,-0.12304668,3.65593034e+08,2.01657994e+08,4.83678657e+07,9.35703788e+06,2.54400243e+06,6.94415830e+05,1.98322182e+05,4.99923582e+04,1.14730905e+04,2.73398396e+03
53219.06319444,0.50135893,3.92908934,-0.10948047,3.76362246e+08,2.06716706e+08,4.93004528e+07,9.51975003e+06,2.58432396e+06,7.04585005e+05,2.00923965e+05,5.06143931e+04,1.16162715e+04,2.77818746e+03
53219.06388889,0.48293210,3.94134794,-0.09590454,3.88509880e+08,2.12319089e+08,5.02878509e+07,9.68650752e+06,2.62519862e+06,7.14832712e+05,2.03519319e+05,5.12307372e+04,1.17628560e+04,2.82387596e+03
