# Legacy Model output file: ../../unitTests/Legacy/CammiceAll_PaOmni.CAMMICE.output_mean_O+_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CAMMICE/MICS
# Particle species:         O+
# Flux type:                Differential
# Flux direction:           Omnidirectional
# Environment settings:     IGRF; All Activity Levels
# Energy levels (keV):       1-1.3 1.8-2.4 3.2-4.2 5.6-7.4 9.9-13.2 17.5-23.3 30.9-41.1 54.7-72.8 80.3-89.7 100.1-111.7 124.7-139.1 155.3-193.4
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/keV)
53219.03194444,1.24696101,2.98641920,-0.68602853,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.33496790e+04,4.97859851e+03,1.93448686e+03,1.29273979e+03,2.35879303e+02,3.07270821e+02
53219.03263889,1.23319893,3.01644949,-0.67461718,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.35102120e+04,5.02764210e+03,1.95379530e+03,1.31386089e+03,2.39122207e+02,3.10183610e+02
53219.03333333,1.21925132,3.04602571,-0.66310412,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.36703950e+04,5.07657878e+03,1.97306165e+03,1.33493594e+03,2.42358041e+02,3.13090048e+02
53219.03402778,1.20512321,3.07515099,-0.65149297,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.38302250e+04,5.12540763e+03,1.99228555e+03,1.35596456e+03,2.45586746e+02,3.15990083e+02
53219.03472222,1.19081978,3.10382911,-0.63978701,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.39897001e+04,5.17412803e+03,2.01146674e+03,1.37694647e+03,2.48808279e+02,3.18883677e+02
53219.03541667,1.17634606,3.13206335,-0.62798955,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.41488188e+04,5.22273957e+03,2.03060509e+03,1.39788150e+03,2.52022614e+02,3.21770805e+02
53219.03611111,1.16170690,3.15985701,-0.61610356,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.43075792e+04,5.27124165e+03,2.04970033e+03,1.41876939e+03,2.55229712e+02,3.24651432e+02
53219.03680556,1.14690686,3.18721324,-0.60413250,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.44659740e+04,5.31963201e+03,2.06875160e+03,1.43960917e+03,2.58429422e+02,3.27525424e+02
53219.03750000,1.13195050,3.21413533,-0.59207889,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,2.26324053e+04,5.31793673e+03,2.48943044e+03,1.90492006e+03,3.75054453e+02,4.05920569e+02
53219.03819444,1.11684235,3.24062626,-0.57994601,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,2.28313463e+04,5.37048095e+03,2.51257636e+03,1.92809620e+03,3.78862249e+02,4.10766235e+02
53219.03888889,1.10158683,3.26668916,-0.56773638,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,2.30298139e+04,5.42290010e+03,2.53566720e+03,1.95121718e+03,3.82660982e+02,4.15600368e+02
53219.03958333,1.08618785,3.29232703,-0.55545298,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,2.31731622e+04,5.46211288e+03,2.55076264e+03,1.96543587e+03,3.85093157e+02,4.18329826e+02
53219.04027778,1.07064964,3.31754285,-0.54309832,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,2.33072557e+04,5.49911852e+03,2.56450362e+03,1.97814100e+03,3.87293517e+02,4.20700118e+02
53219.04097222,1.05497614,3.34233943,-0.53067491,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,2.34391206e+04,5.53550909e+03,2.57801621e+03,1.99063496e+03,3.89457305e+02,4.23031014e+02
53219.04166667,1.03917111,3.36671961,-0.51818543,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,2.35706495e+04,5.57180696e+03,2.59149438e+03,2.00309709e+03,3.91615581e+02,4.25355972e+02
