# Legacy Model output file: ../../unitTests/Legacy/Ax8min_NatEpoch_Diff.AP8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AP8
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; unshifted SAA; Activity Level: Min
# Energy levels (MeV):       0.1 0.2 0.4 0.6 0.8 1 2 4 6 8 10 15 20 30 50 60 80 100 150 200 250
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.02430556,1.38439666,2.62504771,-0.80373478,5.85022784e+08,2.59579024e+08,9.18284800e+07,2.83453600e+07,1.09346320e+07,6.35467200e+06,1.19459664e+05,5.75221497e+02,1.86087685e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,5.96791296e+08,2.58078832e+08,9.14671520e+07,2.93300620e+07,1.09755100e+07,6.33099700e+06,1.18428516e+05,5.57157532e+02,1.74906807e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,6.08085120e+08,2.56374784e+08,9.10625040e+07,3.02636000e+07,1.10022630e+07,6.29572000e+06,1.17409617e+05,5.40235535e+02,1.63386154e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,6.14598080e+08,2.53738144e+08,9.01801920e+07,3.09401620e+07,1.09425180e+07,6.21522400e+06,1.15135312e+05,5.19323853e+02,1.49171486e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,6.21623872e+08,2.53454992e+08,8.97131600e+07,3.16723120e+07,1.08474910e+07,6.25101000e+06,1.14135945e+05,5.06074951e+02,1.39305239e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,6.20206144e+08,2.58300160e+08,8.94180960e+07,3.19220840e+07,1.10471510e+07,6.33047200e+06,1.13728562e+05,4.95910126e+02,1.31791620e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,6.15096000e+08,2.63830208e+08,8.89613600e+07,3.20801560e+07,1.12117850e+07,6.38320300e+06,1.13013867e+05,4.83154877e+02,1.24202585e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,6.08122496e+08,2.70061600e+08,8.84815680e+07,3.21941720e+07,1.13652560e+07,6.42591900e+06,1.12359383e+05,4.70135986e+02,1.17878094e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,6.09164928e+08,2.78598880e+08,8.87063920e+07,3.24181800e+07,1.16434960e+07,6.52846150e+06,1.12742617e+05,4.58769836e+02,1.13318138e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,6.10572160e+08,2.87007936e+08,8.89377680e+07,3.26578480e+07,1.19181840e+07,6.63672350e+06,1.13228914e+05,4.48395447e+02,1.09398422e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
