# Irene Model output file: ../../unitTests/Legacy/Ax8max_NatEpochSaa_Diff.AE8.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Activity Level: Max
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.01388889,1.51726880,2.03324350,-0.93229988,3.35068589e+11,2.34327374e+11,1.92305820e+11,3.19165595e+10,8.89258381e+09,3.76082343e+09,1.91534190e+09,1.06923670e+09,4.59327265e+08,2.59447778e+08,1.22973511e+08,5.84093295e+07,2.32897042e+07,7.17499395e+06,2.12044089e+06,5.18708679e+05,8.37575470e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01458333,1.51093106,2.07651714,-0.92525113,3.57290851e+11,2.49969599e+11,2.05047518e+11,3.42463354e+10,9.52716059e+09,4.01564397e+09,2.04711803e+09,1.14903186e+09,4.90722702e+08,2.79087767e+08,1.31498701e+08,6.23225651e+07,2.47814388e+07,7.63851327e+06,2.24738333e+06,5.48423260e+05,8.82892612e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01527778,1.50418085,2.11922432,-0.91794984,3.80078848e+11,2.66009357e+11,2.18066964e+11,3.66407560e+10,1.01807910e+10,4.27713370e+09,2.18378998e+09,1.23047157e+09,5.22907380e+08,2.99345672e+08,1.40242445e+08,6.63248987e+07,2.62959324e+07,8.11001092e+06,2.37571227e+06,5.78247788e+05,9.28650252e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01597222,1.49703211,2.16136976,-0.91040510,4.03449541e+11,2.82458396e+11,2.31364741e+11,3.91026708e+10,1.08545338e+10,4.54551796e+09,2.32576588e+09,1.31354204e+09,5.55902639e+08,3.20258581e+08,1.49210979e+08,7.04170432e+07,2.78315917e+07,8.58912050e+06,2.50521559e+06,6.08111757e+05,9.74812961e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01666667,1.48949758,2.20295831,-0.90262557,4.27388216e+11,2.99306387e+11,2.44931546e+11,4.16306573e+10,1.15480404e+10,4.82063023e+09,2.47299878e+09,1.39818441e+09,5.89687417e+08,3.41816044e+08,1.58398566e+08,7.45961733e+07,2.93873043e+07,9.07548869e+06,2.63579417e+06,6.37991973e+05,1.02138281e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01736111,1.48158981,2.24399485,-0.89462001,4.51888775e+11,3.16549161e+11,2.58769010e+11,4.42235124e+10,1.22608344e+10,5.10238109e+09,2.62529353e+09,1.48442003e+09,6.24254284e+08,3.64000149e+08,1.67802652e+08,7.88623552e+07,3.09644531e+07,9.56942788e+06,2.76763581e+06,6.67961785e+05,1.06842840e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01805556,1.47332072,2.28448440,-0.88639597,4.76942598e+11,3.34180628e+11,2.72870223e+11,4.68805895e+10,1.29928115e+10,5.39067975e+09,2.78267669e+09,1.57220244e+09,6.59590712e+08,3.86808655e+08,1.77419890e+08,8.32135805e+07,3.25619577e+07,1.00706175e+07,2.90063743e+06,6.97995646e+05,1.11589336e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01875000,1.46470178,2.32443150,-0.87796145,5.02537354e+11,3.52191981e+11,2.87226028e+11,4.96008267e+10,1.37437566e+10,5.68538990e+09,2.94515299e+09,1.66147142e+09,6.95678575e+08,4.10235916e+08,1.87245436e+08,8.76471512e+07,3.41784953e+07,1.05786601e+07,3.03467687e+06,7.28064376e+05,1.16370824e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01944444,1.45574413,2.36384103,-0.86932383,5.28662516e+11,3.70575751e+11,3.01826802e+11,5.23835419e+10,1.45136092e+10,5.98640452e+09,3.11279070e+09,1.75216087e+09,7.32502186e+08,4.34281936e+08,1.97275193e+08,9.21603445e+07,3.58124060e+07,1.10930779e+07,3.16958778e+06,7.58122971e+05,1.21179876e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02013889,1.44645844,2.40271786,-0.86049017,5.55306035e+11,3.89323549e+11,3.16665477e+11,5.52275247e+10,1.53020582e+10,6.29358546e+09,3.28553676e+09,1.84422722e+09,7.70044514e+08,4.58936994e+08,2.07504462e+08,9.67509695e+07,3.74629656e+07,1.16136278e+07,3.30531786e+06,7.88165176e+05,1.26014379e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02083333,1.43685460,2.44106636,-0.85146738,5.82458272e+11,4.08428509e+11,3.31734641e+11,5.81319887e+10,1.61089606e+10,6.60682653e+09,3.46340830e+09,1.93762162e+09,8.08291454e+08,4.84197446e+08,2.17929411e+08,1.01416855e+08,3.91291118e+07,1.21399876e+07,3.44177032e+06,8.18168986e+05,1.30870554e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02152778,1.42694265,2.47889157,-0.84226174,6.10112178e+11,4.27885645e+11,3.47025020e+11,6.10968343e+10,1.69344718e+10,6.92606768e+09,3.64655814e+09,2.03227723e+09,8.47231948e+08,5.10070867e+08,2.28547283e+08,1.06155497e+08,4.08089431e+07,1.26716258e+07,3.57874483e+06,8.48077392e+05,1.35740720e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,6.38256382e+11,4.47686882e+11,3.62528374e+11,6.41210937e+10,1.77783961e+10,7.25118399e+09,3.83499217e+09,2.12814020e+09,8.86849368e+08,5.36552053e+08,2.39353606e+08,1.10964442e+08,4.25013364e+07,1.32081967e+07,3.71614214e+06,8.77868898e+05,1.40621023e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,6.66878626e+11,4.67823544e+11,3.78237719e+11,6.72034927e+10,1.86403962e+10,7.58203364e+09,4.02864766e+09,2.22516823e+09,9.27126416e+08,5.63630310e+08,2.50343546e+08,1.15841509e+08,4.42056587e+07,1.37494791e+07,3.85392192e+06,9.07541611e+05,1.45509849e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
