# Irene Model output file: ../../unitTests/Legacy/CRRquiet_NatEpoch_Intg.CRRESELE.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; unshifted SAA; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2)
53219.03958333,1.08618785,3.29232703,-0.55545298,1.15127651e+08,7.57833675e+07,2.23478003e+07,4.55976921e+06,1.30572119e+06,3.68477412e+05,1.10628560e+05,2.83095667e+04,6.47954699e+03,1.33550997e+03
53219.04027778,1.07064964,3.31754285,-0.54309832,1.20399247e+08,7.86905879e+07,2.29978956e+07,4.68392702e+06,1.33969149e+06,3.77410594e+05,1.12990445e+05,2.88689558e+04,6.59674051e+03,1.36966498e+03
53219.04097222,1.05497614,3.34233943,-0.53067491,1.25670842e+08,8.15978080e+07,2.36479909e+07,4.80808481e+06,1.37366178e+06,3.86343775e+05,1.15352330e+05,2.94283448e+04,6.71393401e+03,1.40381998e+03
53219.04166667,1.03917111,3.36671961,-0.51818543,1.31011020e+08,8.45456731e+07,2.43088715e+07,4.93459031e+06,1.40832743e+06,3.95477197e+05,1.17773103e+05,3.00034149e+04,6.83508152e+03,1.43921248e+03
53219.04236111,1.02323848,3.39068621,-0.50563222,1.36419780e+08,8.75341823e+07,2.49805371e+07,5.06344349e+06,1.44368843e+06,4.04810859e+05,1.20252761e+05,3.05941659e+04,6.96018301e+03,1.47584248e+03
53219.04305556,1.00718185,3.41424190,-0.49301780,1.41828540e+08,9.05226920e+07,2.56522029e+07,5.19229670e+06,1.47904944e+06,4.14144523e+05,1.22732420e+05,3.11849169e+04,7.08528452e+03,1.51247248e+03
53219.04375000,0.99100483,3.43738935,-0.48034436,1.47837190e+08,9.37415293e+07,2.63619153e+07,5.32722789e+06,1.51450016e+06,4.23397980e+05,1.25160434e+05,3.17599029e+04,7.20889351e+03,1.54890448e+03
53219.04444444,0.97471073,3.46013122,-0.46761426,1.54445730e+08,9.71906945e+07,2.71096744e+07,5.46823709e+06,1.55004060e+06,4.32571233e+05,1.27536803e+05,3.23191239e+04,7.33101001e+03,1.58513847e+03
53219.04513889,0.95830315,3.48246986,-0.45482970,1.61054271e+08,1.00639860e+08,2.78574337e+07,5.60924630e+06,1.58558105e+06,4.41744487e+05,1.29913172e+05,3.28783450e+04,7.45312653e+03,1.62137248e+03
53219.04583333,0.94178538,3.50440812,-0.44199272,1.67662811e+08,1.04089026e+08,2.86051928e+07,5.75025550e+06,1.62112150e+06,4.50917739e+05,1.32289541e+05,3.34375659e+04,7.57524303e+03,1.65760648e+03
