# Legacy Model output file: ../../unitTests/Legacy/CammiceAll_Pa90.CAMMICE.output_mean_H+_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CAMMICE/MICS
# Particle species:         H+
# Flux type:                Differential
# Flux direction:           Bin 80-90
# Environment settings:     IGRF; All Activity Levels
# Energy levels (keV):       1-1.3 1.8-2.4 3.2-4.2 5.6-7.4 9.9-13.2 17.5-23.3 30.9-41.1 54.7-72.8 80.3-89.7 100.1-111.7 124.7-139.1 155.3-193.4
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/keV)
53219.00000000,1.52982044,1.04214606,-1.00139189,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,5.98616488e+03,1.71773957e+03,5.38450120e+01,1.32034231e+01,9.65200846e+00,8.15664649e+00,1.12147905e+01,1.33438609e+01,2.84242314e+01
53219.00069444,1.53582559,1.09757628,-1.00219911,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.11035506e+03,1.75337614e+03,5.49620915e+01,1.34773440e+01,9.85225097e+00,8.32586592e+00,1.14474548e+01,1.36206953e+01,2.90139262e+01
53219.00138889,1.54095775,1.15238275,-1.00243596,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.23824963e+03,1.79007569e+03,5.61124916e+01,1.37594354e+01,1.00584664e+01,8.50013289e+00,1.16870591e+01,1.39057873e+01,2.96212107e+01
53219.00208333,1.54525254,1.20656344,-1.00212801,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.37026359e+03,1.82795731e+03,5.72999452e+01,1.40506129e+01,1.02713238e+01,8.68001286e+00,1.19343809e+01,1.42000618e+01,3.02480553e+01
53219.00277778,1.54874404,1.26011693,-1.00129850,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.50732536e+03,1.86728740e+03,5.85328034e+01,1.43529241e+01,1.04923203e+01,8.86677090e+00,1.21911595e+01,1.45055885e+01,3.08988686e+01
53219.00347222,1.55146409,1.31304307,-0.99997002,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.64741563e+03,1.90748653e+03,5.97929028e+01,1.46619151e+01,1.07181999e+01,9.05765553e+00,1.24536119e+01,1.48178661e+01,3.15640622e+01
53219.00416667,1.55344362,1.36534232,-0.99816377,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.79028896e+03,1.94848426e+03,6.10780354e+01,1.49770445e+01,1.09485669e+01,9.25233229e+00,1.27212781e+01,1.51363474e+01,3.22424705e+01
53219.00486111,1.55471104,1.41701626,-0.99589999,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.43796417e+03,7.13748841e+02,2.92440957e+01,1.82156517e+01,1.19718110e+01,1.01297103e+01,1.44663890e+01,2.28071496e+01,6.04085768e+01
53219.00555556,1.55529429,1.46806646,-0.99319736,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.57531879e+03,7.28976745e+02,2.98680215e+01,1.86042845e+01,1.22272308e+01,1.03458287e+01,1.47750309e+01,2.32937425e+01,6.16973999e+01
53219.00625000,1.55521927,1.51849557,-0.99007424,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,5.04557267e+03,5.30031615e+02,4.98491540e+01,3.26435403e+01,3.52361132e+01,3.73649570e+01,6.75750827e+01,1.17533436e+02,1.78372990e+02
