# Irene Model output file: ../../unitTests/Legacy/Ax8max_atEpoch_Intg.AE8.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Max
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2)
53219.01944444,1.45574413,2.36384103,-0.86932383,4.73966243e+10,3.69774888e+10,2.88502454e+10,1.11638718e+10,5.07503125e+09,2.89439907e+09,1.87043732e+09,9.61925858e+08,4.54550613e+08,2.25889722e+08,9.74805843e+07,3.94387314e+07,1.35653343e+07,3.93347727e+06,1.02044164e+06,2.17476285e+05,3.75525230e+04,6.72091308e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02013889,1.44645844,2.40271786,-0.86049017,4.98435577e+10,3.88979627e+10,3.03575289e+10,1.17780291e+10,5.35183603e+09,3.05046372e+09,1.97277294e+09,1.01389587e+09,4.78826494e+08,2.38113605e+08,1.02391687e+08,4.13240588e+07,1.41729813e+07,4.10298489e+06,1.06014049e+06,2.25269897e+05,3.87804506e+04,6.90645011e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02083333,1.43685460,2.44106636,-0.85146738,5.23385715e+10,4.08560703e+10,3.18942680e+10,1.24064807e+10,5.63523089e+09,3.21011049e+09,2.07755587e+09,1.06678193e+09,5.03597432e+08,2.50594572e+08,1.07380494e+08,4.32318347e+07,1.47847277e+07,4.27342261e+06,1.09980390e+06,2.33012844e+05,3.99986157e+04,7.08720567e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02152778,1.42694265,2.47889157,-0.84226174,5.48810044e+10,4.28512888e+10,3.34600505e+10,1.30491517e+10,5.92518849e+09,3.37331804e+09,2.18477643e+09,1.12056632e+09,5.28857542e+08,2.63329982e+08,1.12445051e+08,4.51611175e+07,1.54002161e+07,4.44468840e+06,1.13940713e+06,2.40700644e+05,4.12063438e+04,7.26319533e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,5.74695467e+10,4.48825887e+10,3.50540681e+10,1.37057436e+10,6.22157712e+09,3.54000977e+09,2.29438612e+09,1.17522041e+09,5.54594026e+08,2.76313488e+08,1.17582612e+08,4.71108628e+07,1.60191422e+07,4.61670101e+06,1.17893725e+06,2.48332303e+05,4.24035565e+04,7.43460844e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,6.01037058e+10,4.69495776e+10,3.66760071e+10,1.43762813e+10,6.52441857e+09,3.71018851e+09,2.40639394e+09,1.23072737e+09,5.80803141e+08,2.89543705e+08,1.22791094e+08,4.90799068e+07,1.66410081e+07,4.78931460e+06,1.21835396e+06,2.55899402e+05,4.35889221e+04,7.60129176e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,6.27829278e+10,4.90518183e+10,3.83255216e+10,1.50607129e+10,6.83369576e+09,3.88383877e+09,2.52079397e+09,1.28707200e+09,6.07480024e+08,3.03018482e+08,1.28068812e+08,5.10674420e+07,1.72655139e+07,4.96244434e+06,1.25763783e+06,2.63398706e+05,4.47619676e+04,7.76329499e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,6.55063121e+10,5.11886016e+10,4.00020534e+10,1.57588348e+10,7.14931922e+09,4.06090809e+09,2.63755319e+09,1.34423475e+09,6.34615865e+08,3.16733438e+08,1.33413915e+08,5.30727996e+07,1.78924900e+07,5.13604729e+06,1.29678576e+06,2.70831248e+05,4.59229345e+04,7.92084517e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,6.82728897e+10,5.33591637e+10,4.17050005e+10,1.64704839e+10,7.47122167e+09,4.24135316e+09,2.75664729e+09,1.40219200e+09,6.62201671e+08,3.30684305e+08,1.38823954e+08,5.50949008e+07,1.85215616e+07,5.31001844e+06,1.33577443e+06,2.78193137e+05,4.70712512e+04,8.07397525e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,7.10829032e+10,5.55636830e+10,4.34344961e+10,1.71960094e+10,7.79958046e+09,4.42525584e+09,2.87814340e+09,1.46093651e+09,6.90242093e+08,3.44874418e+08,1.44297264e+08,5.71323640e+07,1.91520169e+07,5.48414334e+06,1.37453775e+06,2.85469416e+05,4.82044996e+04,8.22227426e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
