# Irene Model output file: ../../unitTests/Legacy/CRRquiet_atEpoch_Diff.CRRESELE.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.04583333,0.94178538,3.50440812,-0.44199272,1.63573784e+08,2.11479375e+08,8.39878124e+07,1.54737899e+07,4.56732422e+06,1.20056419e+06,3.95057279e+05,5.61502496e+04,1.10752200e+04,2.09180998e+03
53219.04652778,0.92516057,3.52594833,-0.42910551,1.74958785e+08,2.21499375e+08,8.63953126e+07,1.59134774e+07,4.67724609e+06,1.22877709e+06,4.02601200e+05,5.71811097e+04,1.12008600e+04,2.13968998e+03
53219.04722222,0.90843201,3.54709270,-0.41617011,1.86343784e+08,2.31519375e+08,8.88028124e+07,1.63531649e+07,4.78716794e+06,1.25698999e+06,4.10145120e+05,5.82119696e+04,1.13265000e+04,2.18756998e+03
53219.04791667,0.89160268,3.56784389,-0.40318872,1.97728785e+08,2.41539376e+08,9.12103126e+07,1.67928524e+07,4.89708981e+06,1.28520289e+06,4.17689041e+05,5.92428296e+04,1.14521401e+04,2.23544999e+03
53219.04861111,0.87467557,3.58820395,-0.39016292,2.09113784e+08,2.51559375e+08,9.36178125e+07,1.72325399e+07,5.00701167e+06,1.31341579e+06,4.25232961e+05,6.02736896e+04,1.15777801e+04,2.28332999e+03
53219.04930556,0.85765382,3.60817538,-0.37709505,2.20498785e+08,2.61579376e+08,9.60253127e+07,1.76722274e+07,5.11693354e+06,1.34162869e+06,4.32776881e+05,6.13045496e+04,1.17034201e+04,2.33120999e+03
53219.05000000,0.84054009,3.62776023,-0.36398653,2.31883784e+08,2.71599375e+08,9.84328125e+07,1.81119149e+07,5.22685539e+06,1.36984159e+06,4.40320801e+05,6.23354096e+04,1.18290601e+04,2.37908999e+03
53219.05069444,0.82333736,3.64696086,-0.35083956,2.45421284e+08,2.82729374e+08,1.00967812e+08,1.85586336e+07,5.33759756e+06,1.39796658e+06,4.47765871e+05,6.33507295e+04,1.19520901e+04,2.42675999e+03
53219.05138889,0.80604831,3.66577913,-0.33765586,2.61276285e+08,2.95119375e+08,1.03671563e+08,1.90203524e+07,5.45132805e+06,1.42660429e+06,4.55284202e+05,6.43770596e+04,1.20761701e+04,2.47598999e+03
53219.05208333,0.78867560,3.68421742,-0.32443715,2.77296284e+08,3.07659375e+08,1.06416562e+08,1.94900398e+07,5.56722650e+06,1.45584258e+06,4.62974642e+05,6.54299395e+04,1.22039101e+04,2.52698999e+03
53219.05277778,0.77122206,3.70227775,-0.31118502,2.93316285e+08,3.20199375e+08,1.09161563e+08,1.99597274e+07,5.68312497e+06,1.48508088e+06,4.70665083e+05,6.64828196e+04,1.23316501e+04,2.57798999e+03
53219.05347222,0.75369020,3.71996202,-0.29790134,3.09336284e+08,3.32739375e+08,1.11906562e+08,2.04294149e+07,5.79902342e+06,1.51431918e+06,4.78355523e+05,6.75356996e+04,1.24593900e+04,2.62898999e+03
53219.05416667,0.73608253,3.73727210,-0.28458768,3.25356285e+08,3.45279376e+08,1.14651563e+08,2.08991024e+07,5.91492189e+06,1.54355748e+06,4.86045964e+05,6.85885797e+04,1.25871301e+04,2.67999000e+03
53219.05486111,0.71840156,3.75421020,-0.27124576,3.41376284e+08,3.57819375e+08,1.17396562e+08,2.13687899e+07,6.03082034e+06,1.57279578e+06,4.93736404e+05,6.96414597e+04,1.27148700e+04,2.73098999e+03
53219.05555556,0.70064980,3.77077788,-0.25787701,3.57396286e+08,3.70359376e+08,1.20141563e+08,2.18384774e+07,6.14671881e+06,1.60203408e+06,5.01426845e+05,7.06943398e+04,1.28426100e+04,2.78199000e+03
53219.05625000,0.68282945,3.78697734,-0.24448299,3.73416285e+08,3.82899375e+08,1.22886563e+08,2.23081649e+07,6.26261726e+06,1.63127238e+06,5.09117285e+05,7.17472197e+04,1.29703500e+04,2.83299000e+03
53219.05694444,0.66494302,3.80280999,-0.23106542,3.92106283e+08,3.97059374e+08,1.25751562e+08,2.27886336e+07,6.38091805e+06,1.66092084e+06,5.16851674e+05,7.28037597e+04,1.30986600e+04,2.88527999e+03
53219.05763889,0.64699287,3.81827803,-0.21762557,4.13466285e+08,4.12839376e+08,1.28736563e+08,2.32798836e+07,6.50162120e+06,1.69097946e+06,5.24630015e+05,7.38639598e+04,1.32275400e+04,2.93886000e+03
53219.05833333,0.62898120,3.83338288,-0.20416515,4.34826284e+08,4.28619374e+08,1.31721562e+08,2.37711336e+07,6.62232433e+06,1.72103807e+06,5.32408354e+05,7.49241597e+04,1.33564200e+04,2.99243999e+03
