# Legacy Model output file: ../../unitTests/Legacy/CRRquiet_NatEpochSaa_Diff.CRRESELE.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.72222222,0.72245229,-0.70011034,-0.54902593,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.72291667,0.78021534,-0.64742874,-0.58570222,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.72361111,0.83528488,-0.59250816,-0.62035158,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.72430556,0.88765758,-0.53567115,-0.65299316,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.72500000,0.93735560,-0.47721701,-0.68366273,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.72569444,0.98442193,-0.41742011,-0.71240865,1.63000004e-01,2.40722999e+02,0.00000000e+00,0.00000000e+00,1.49499997e+00,5.28000016e+00,4.66200011e+00,6.33999996e-01,4.42999997e-01,1.51999993e-01
53219.72638889,1.02891559,-0.35653001,-0.73928899,1.69999999e-01,3.48145008e+02,5.47490008e+01,6.19499991e+00,3.10899992e+00,7.56100006e+00,6.99600019e+00,1.66099996e+00,1.63700001e+00,3.29000002e-01
53219.72708333,1.07090721,-0.29477069,-0.76436809,1.51999993e-01,3.68651986e+02,6.83590025e+01,6.97299978e+00,7.27100018e+00,8.37699976e+00,7.14900019e+00,2.29600002e+00,2.12100009e+00,4.22000012e-01
53219.72777778,1.11047683,-0.23234257,-0.78771519,3.07999988e-01,5.00000000e+02,9.54589993e+01,2.35290006e+01,9.21600033e+00,9.15499963e+00,8.11799988e+00,3.95999989e+00,2.31599994e+00,4.07999993e-01
53219.72847222,1.14770922,-0.16942381,-0.80940137,3.95000010e-01,9.50195014e+02,1.11571997e+02,4.34570014e+01,1.11240000e+01,1.08030001e+01,9.84199997e+00,4.79899999e+00,2.34599994e+00,4.02000005e-01
53219.72916667,1.18269337,-0.10617136,-0.82949947,3.95000010e-01,9.50195014e+02,1.11571997e+02,4.34570014e+01,1.11240000e+01,1.08030001e+01,9.84199997e+00,4.79899999e+00,2.34599994e+00,4.02000005e-01
53219.72986111,1.21551921,-0.04272398,-0.84808121,5.28000004e-01,7.74414003e+02,1.36719003e+02,8.52050036e+01,2.34990008e+01,1.45570002e+01,1.29389996e+01,6.11899979e+00,2.51000002e+00,4.23999998e-01
53219.73055556,1.24627715,0.02079749,-0.86521801,5.28000004e-01,7.74414003e+02,1.36719003e+02,8.52050036e+01,2.34990008e+01,1.45570002e+01,1.29389996e+01,6.11899979e+00,2.51000002e+00,4.23999998e-01
53219.73125000,1.27505619,0.08428710,-0.88097894,6.79999997e-01,1.05078101e+03,2.35351995e+02,1.18042000e+02,4.38840017e+01,1.99890006e+01,1.53959999e+01,6.94999984e+00,2.27400009e+00,3.96999996e-01
53219.73194444,1.30194359,0.14765272,-0.89543116,6.79999997e-01,1.05078101e+03,2.35351995e+02,1.18042000e+02,4.38840017e+01,1.99890006e+01,1.53959999e+01,6.94999984e+00,2.27400009e+00,3.96999996e-01
53219.73263889,1.32702427,0.21081429,-0.90863887,7.30000029e-01,1.13867199e+03,2.60742009e+02,1.32568002e+02,4.98659983e+01,2.30410006e+01,1.80050004e+01,8.30100011e+00,2.79600010e+00,5.10999991e-01
53219.73333333,1.35037999,0.27370260,-0.92066408,7.30000029e-01,1.13867199e+03,2.60742009e+02,1.32568002e+02,4.98659983e+01,2.30410006e+01,1.80050004e+01,8.30100011e+00,2.79600010e+00,5.10999991e-01
53219.73402778,1.37208940,0.33625800,-0.93156564,7.30000029e-01,1.13867199e+03,2.60742009e+02,1.32568002e+02,4.98659983e+01,2.30410006e+01,1.80050004e+01,8.30100011e+00,2.79600010e+00,5.10999991e-01
53219.73472222,1.39222799,0.39842918,-0.94139911,7.66000012e-01,1.20312500e+03,2.79296994e+02,1.43066004e+02,5.42600006e+01,2.52689999e+01,1.98970009e+01,9.29300021e+00,3.18100001e+00,5.94999990e-01
53219.73541667,1.41086734,0.46017187,-0.95021801,7.66000012e-01,1.20312500e+03,2.79296994e+02,1.43066004e+02,5.42600006e+01,2.52689999e+01,1.98970009e+01,9.29300021e+00,3.18100001e+00,5.94999990e-01
53219.73611111,1.42807619,0.52144855,-0.95807226,7.66000012e-01,1.20312500e+03,2.79296994e+02,1.43066004e+02,5.42600006e+01,2.52689999e+01,1.98970009e+01,9.29300021e+00,3.18100001e+00,5.94999990e-01
53219.73680556,1.44391951,0.58222721,-0.96500942,7.98999972e-01,1.26367199e+03,2.97363013e+02,1.53564006e+02,5.86550012e+01,2.75270008e+01,2.18509994e+01,1.03150001e+01,3.59000009e+00,6.88000000e-01
53219.73750000,1.45845932,0.64248069,-0.97107452,7.98999972e-01,1.26367199e+03,2.97363013e+02,1.53564006e+02,5.86550012e+01,2.75270008e+01,2.18509994e+01,1.03150001e+01,3.59000009e+00,6.88000000e-01
53219.73819444,1.47175399,0.70218593,-0.97630980,8.44000024e-01,1.34375000e+03,3.21289003e+02,1.67480007e+02,6.45750016e+01,3.06090005e+01,2.45360006e+01,1.17650004e+01,4.17299988e+00,8.24999996e-01
53219.73888889,1.48385924,0.76132424,-0.98075543,8.44000024e-01,1.34375000e+03,3.21289003e+02,1.67480007e+02,6.45750016e+01,3.06090005e+01,2.45360006e+01,1.17650004e+01,4.17299988e+00,8.24999996e-01
53219.73958333,1.49482751,0.81987946,-0.98444877,8.44000024e-01,1.34375000e+03,3.21289003e+02,1.67480007e+02,6.45750016e+01,3.06090005e+01,2.45360006e+01,1.17650004e+01,4.17299988e+00,8.24999996e-01
53219.74027778,1.50470869,0.87783887,-0.98742560,8.74000019e-01,1.39648402e+03,3.37401986e+02,1.77246004e+02,6.86039999e+01,3.27150002e+01,2.63979994e+01,1.27720004e+01,4.58500022e+00,9.21999977e-01
53219.74097222,1.51354988,0.93519196,-0.98971952,8.74000019e-01,1.39648402e+03,3.37401986e+02,1.77246004e+02,6.86039999e+01,3.27150002e+01,2.63979994e+01,1.27720004e+01,4.58500022e+00,9.21999977e-01
53219.74166667,1.52139597,0.99193025,-0.99136191,8.74000019e-01,1.39648402e+03,3.37401986e+02,1.77246004e+02,6.86039999e+01,3.27150002e+01,2.63979994e+01,1.27720004e+01,4.58500022e+00,9.21999977e-01
53219.74236111,1.52828886,1.04804731,-0.99238291,9.16999998e-01,1.47851598e+03,3.62304986e+02,1.92139000e+02,7.49510005e+01,3.61329988e+01,2.93879993e+01,1.44349998e+01,5.28000016e+00,1.09100004e+00
53219.74305556,1.53426874,1.10353874,-0.99281062,9.16999998e-01,1.47851598e+03,3.62304986e+02,1.92139000e+02,7.49510005e+01,3.61329988e+01,2.93879993e+01,1.44349998e+01,5.28000016e+00,1.09100004e+00
53219.74375000,1.53937359,1.15840077,-0.99267155,9.16999998e-01,1.47851598e+03,3.62304986e+02,1.92139000e+02,7.49510005e+01,3.61329988e+01,2.93879993e+01,1.44349998e+01,5.28000016e+00,1.09100004e+00
53219.74444444,1.54363919,1.21263153,-0.99199099,9.52999981e-01,1.54296899e+03,3.82324010e+02,2.04101995e+02,8.02000016e+01,3.88789997e+01,3.18600014e+01,1.58079993e+01,5.86700020e+00,1.23800000e+00
53219.74513889,1.54709960,1.26623007,-0.99079263,9.52999981e-01,1.54296899e+03,3.82324010e+02,2.04101995e+02,8.02000016e+01,3.88789997e+01,3.18600014e+01,1.58079993e+01,5.86700020e+00,1.23800000e+00
53219.74583333,1.54978717,1.31919607,-0.98909891,9.52999981e-01,1.54296899e+03,3.82324010e+02,2.04101995e+02,8.02000016e+01,3.88789997e+01,3.18600014e+01,1.58079993e+01,5.86700020e+00,1.23800000e+00
53219.74652778,1.55173233,1.37153048,-0.98693119,9.86000057e-01,1.60742199e+03,4.02343988e+02,2.16308996e+02,8.54490027e+01,4.16870005e+01,3.43630016e+01,1.72119997e+01,6.46999991e+00,1.39200001e+00
53219.74722222,1.55296443,1.42323456,-0.98430955,9.86000057e-01,1.60742199e+03,4.02343988e+02,2.16308996e+02,8.54490027e+01,4.16870005e+01,3.43630016e+01,1.72119997e+01,6.46999991e+00,1.39200001e+00
53219.74791667,1.55351080,1.47431049,-0.98125314,2.30800011e+00,1.87109399e+03,6.92382991e+02,2.05321997e+02,1.18896000e+02,5.83500005e+01,3.94899994e+01,1.80660002e+01,5.56899980e+00,1.27600005e+00
53219.74861111,1.55339763,1.52476080,-0.97777985,2.30800011e+00,1.87109399e+03,6.92382991e+02,2.05321997e+02,1.18896000e+02,5.83500005e+01,3.94899994e+01,1.80660002e+01,5.56899980e+00,1.27600005e+00
53219.74930556,1.55265021,1.57458830,-0.97390696,2.39600008e+00,1.95312500e+03,7.30468988e+02,2.18262002e+02,1.26953006e+02,6.27439991e+01,4.28470001e+01,1.98059995e+01,6.18699985e+00,1.44799997e+00
53219.75000000,1.55129175,1.62379662,-0.96965077,2.39600008e+00,1.95312500e+03,7.30468988e+02,2.18262002e+02,1.26953006e+02,6.27439991e+01,4.28470001e+01,1.98059995e+01,6.18699985e+00,1.44799997e+00
53219.75069444,1.54934534,1.67238935,-0.96502653,2.39600008e+00,1.95312500e+03,7.30468988e+02,2.18262002e+02,1.26953006e+02,6.27439991e+01,4.28470001e+01,1.98059995e+01,6.18699985e+00,1.44799997e+00
53219.75138889,1.54683199,1.72037042,-0.96004928,5.95099991e+00,3.58593798e+03,9.38476980e+02,2.69531012e+02,1.61621004e+02,8.61819983e+01,5.01100011e+01,2.08739992e+01,5.79799991e+00,1.44000002e+00
53219.75208333,1.54377244,1.76774407,-0.95473286,5.95099991e+00,3.58593798e+03,9.38476980e+02,2.69531012e+02,1.61621004e+02,8.61819983e+01,5.01100011e+01,2.08739992e+01,5.79799991e+00,1.44000002e+00
53219.75277778,1.54018615,1.81451469,-0.94909044,5.95099991e+00,3.58593798e+03,9.38476980e+02,2.69531012e+02,1.61621004e+02,8.61819983e+01,5.01100011e+01,2.08739992e+01,5.79799991e+00,1.44000002e+00
53219.75347222,1.53609179,1.86068684,-0.94313473,5.95099991e+00,3.58593798e+03,9.38476980e+02,2.69531012e+02,1.61621004e+02,8.61819983e+01,5.01100011e+01,2.08739992e+01,5.79799991e+00,1.44000002e+00
53219.75416667,1.53150709,1.90626507,-0.93687783,6.15700008e+00,3.73046899e+03,9.86328006e+02,2.85156012e+02,1.71875000e+02,9.22849998e+01,5.39549999e+01,2.27359999e+01,6.39300002e+00,1.62100000e+00
53219.75486111,1.52644918,1.95125424,-0.93033118,1.20390002e+01,4.34375000e+03,2.01562500e+03,4.82910007e+02,2.09717005e+02,1.19629003e+02,5.82889989e+01,2.27969997e+01,6.04199991e+00,1.48600002e+00
53219.75555556,1.52093389,1.99565906,-0.92350578,1.20390002e+01,4.34375000e+03,2.01562500e+03,4.82910007e+02,2.09717005e+02,1.19629003e+02,5.82889989e+01,2.27969997e+01,6.04199991e+00,1.48600002e+00
53219.75625000,1.51497724,2.03948456,-0.91641214,1.20390002e+01,4.34375000e+03,2.01562500e+03,4.82910007e+02,2.09717005e+02,1.19629003e+02,5.82889989e+01,2.27969997e+01,6.04199991e+00,1.48600002e+00
53219.75694444,1.50859367,2.08273559,-0.90906030,1.23899998e+01,4.48437500e+03,2.09765601e+03,5.04882991e+02,2.20458999e+02,1.26221001e+02,6.18899986e+01,2.44139992e+01,6.53799996e+00,1.63099996e+00
53219.75763889,1.50179762,2.12541719,-0.90145969,3.41189988e+01,4.30468798e+03,3.13671899e+03,5.69335997e+02,2.95410007e+02,1.58203006e+02,6.65279999e+01,2.43839994e+01,6.59199990e+00,1.45500002e+00
53219.75833333,1.49460259,2.16753422,-0.89361957,3.41189988e+01,4.30468798e+03,3.13671899e+03,5.69335997e+02,2.95410007e+02,1.58203006e+02,6.65279999e+01,2.43839994e+01,6.59199990e+00,1.45500002e+00
53219.75902778,1.48702160,2.20909169,-0.88554856,3.41189988e+01,4.30468798e+03,3.13671899e+03,5.69335997e+02,2.95410007e+02,1.58203006e+02,6.65279999e+01,2.43839994e+01,6.59199990e+00,1.45500002e+00
53219.75972222,1.47906721,2.25009449,-0.87725499,3.41189988e+01,4.30468798e+03,3.13671899e+03,5.69335997e+02,2.95410007e+02,1.58203006e+02,6.65279999e+01,2.43839994e+01,6.59199990e+00,1.45500002e+00
53219.76041667,1.47075151,2.29054746,-0.86874717,9.15530026e+01,6.53906298e+03,4.51562500e+03,9.73632991e+02,4.35059011e+02,1.97998002e+02,7.66599998e+01,2.56350003e+01,6.92699989e+00,1.39200001e+00
53219.76111111,1.46208579,2.33045564,-0.86003249,9.15530026e+01,6.53906298e+03,4.51562500e+03,9.73632991e+02,4.35059011e+02,1.97998002e+02,7.66599998e+01,2.56350003e+01,6.92699989e+00,1.39200001e+00
53219.76180556,1.45308137,2.36982390,-0.85111831,9.15530026e+01,6.53906298e+03,4.51562500e+03,9.73632991e+02,4.35059011e+02,1.97998002e+02,7.66599998e+01,2.56350003e+01,6.92699989e+00,1.39200001e+00
53219.76250000,1.44374874,2.40865692,-0.84201202,9.15530026e+01,6.53906298e+03,4.51562500e+03,9.73632991e+02,4.35059011e+02,1.97998002e+02,7.66599998e+01,2.56350003e+01,6.92699989e+00,1.39200001e+00
53219.76319444,1.43409813,2.44695944,-0.83272005,1.93847999e+02,9.75000000e+03,5.92187500e+03,1.25195301e+03,5.39062977e+02,2.26563007e+02,8.72799978e+01,2.53299996e+01,7.01100007e+00,1.24000001e+00
53219.76388889,1.42413941,2.48473616,-0.82324915,1.98730007e+02,1.00312500e+04,6.14062500e+03,1.30468798e+03,5.64453006e+02,2.38280997e+02,9.22849998e+01,2.69779991e+01,7.53000006e+00,1.35000004e+00
53219.76458333,1.41388184,2.52199193,-0.81360560,1.98730007e+02,1.00312500e+04,6.14062500e+03,1.30468798e+03,5.64453006e+02,2.38280997e+02,9.22849998e+01,2.69779991e+01,7.53000006e+00,1.35000004e+00
53219.76527778,1.40333485,2.55873117,-0.80379520,1.98730007e+02,1.00312500e+04,6.14062500e+03,1.30468798e+03,5.64453006e+02,2.38280997e+02,9.22849998e+01,2.69779991e+01,7.53000006e+00,1.35000004e+00
53219.76597222,1.39250706,2.59495856,-0.79382408,3.88184011e+02,9.12500000e+03,7.70312500e+03,1.54492199e+03,6.50390983e+02,2.57324010e+02,1.05957001e+02,2.60310005e+01,7.64499977e+00,1.22800004e+00
53219.76666667,1.38140680,2.63067837,-0.78369758,3.88184011e+02,9.12500000e+03,7.70312500e+03,1.54492199e+03,6.50390983e+02,2.57324010e+02,1.05957001e+02,2.60310005e+01,7.64499977e+00,1.22800004e+00
53219.76736111,1.37004238,2.66589496,-0.77342102,3.96483988e+02,9.35937500e+03,7.93750000e+03,1.59960902e+03,6.74804986e+02,2.68065989e+02,1.10962003e+02,2.74049994e+01,8.11799988e+00,1.32200005e+00
53219.76805556,1.35842165,2.70061291,-0.76299991,7.06054986e+02,1.49687500e+04,1.01718750e+04,2.21875000e+03,7.71484017e+02,2.89550990e+02,1.25000000e+02,2.67939996e+01,8.27000011e+00,1.20199996e+00
53219.76875000,1.34655214,2.73483645,-0.75243879,7.06054986e+02,1.49687500e+04,1.01718750e+04,2.21875000e+03,7.71484017e+02,2.89550990e+02,1.25000000e+02,2.67939996e+01,8.27000011e+00,1.20199996e+00
53219.76944444,1.33444139,2.76856966,-0.74174284,7.06054986e+02,1.49687500e+04,1.01718750e+04,2.21875000e+03,7.71484017e+02,2.89550990e+02,1.25000000e+02,2.67939996e+01,8.27000011e+00,1.20199996e+00
53219.77013889,1.32209615,2.80181677,-0.73091662,7.06054986e+02,1.49687500e+04,1.01718750e+04,2.21875000e+03,7.71484017e+02,2.89550990e+02,1.25000000e+02,2.67939996e+01,8.27000011e+00,1.20199996e+00
53219.77083333,1.30952332,2.83458171,-0.71996468,1.48437500e+03,1.62812500e+04,1.37343750e+04,2.80468798e+03,9.00390983e+02,3.12011987e+02,1.41112998e+02,2.69169994e+01,8.63599963e+00,1.17499998e+00
53219.77152778,1.29672982,2.86686872,-0.70889110,1.48437500e+03,1.62812500e+04,1.37343750e+04,2.80468798e+03,9.00390983e+02,3.12011987e+02,1.41112998e+02,2.69169994e+01,8.63599963e+00,1.17499998e+00
53219.77222222,1.28372175,2.89868141,-0.69770028,1.48437500e+03,1.62812500e+04,1.37343750e+04,2.80468798e+03,9.00390983e+02,3.12011987e+02,1.41112998e+02,2.69169994e+01,8.63599963e+00,1.17499998e+00
53219.77291667,1.27050540,2.93002401,-0.68639628,1.48437500e+03,1.62812500e+04,1.37343750e+04,2.80468798e+03,9.00390983e+02,3.12011987e+02,1.41112998e+02,2.69169994e+01,8.63599963e+00,1.17499998e+00
53219.77361111,1.25708673,2.96089999,-0.67498289,2.61718798e+03,1.80312500e+04,1.60000000e+04,3.47265601e+03,1.03515601e+03,3.25195014e+02,1.48438007e+02,2.55740006e+01,8.55999999e+00,1.10400002e+00
53219.77430556,1.24347172,2.99131325,-0.66346403,2.61718798e+03,1.80312500e+04,1.60000000e+04,3.47265601e+03,1.03515601e+03,3.25195014e+02,1.48438007e+02,2.55740006e+01,8.55999999e+00,1.10400002e+00
53219.77500000,1.22966568,3.02126742,-0.65184314,2.61718798e+03,1.80312500e+04,1.60000000e+04,3.47265601e+03,1.03515601e+03,3.25195014e+02,1.48438007e+02,2.55740006e+01,8.55999999e+00,1.10400002e+00
53219.77569444,1.21567428,3.05076610,-0.64012415,4.46093798e+03,2.08750000e+04,2.02500000e+04,4.03906298e+03,1.18554699e+03,3.48145008e+02,1.55762002e+02,2.51770001e+01,8.63599963e+00,1.08700001e+00
53219.77638889,1.20150286,3.07981275,-0.62831005,4.46093798e+03,2.08750000e+04,2.02500000e+04,4.03906298e+03,1.18554699e+03,3.48145008e+02,1.55762002e+02,2.51770001e+01,8.63599963e+00,1.08700001e+00
53219.77708333,1.18715627,3.10841097,-0.61640460,4.46093798e+03,2.08750000e+04,2.02500000e+04,4.03906298e+03,1.18554699e+03,3.48145008e+02,1.55762002e+02,2.51770001e+01,8.63599963e+00,1.08700001e+00
53219.77777778,1.17263985,3.13656391,-0.60441079,4.46093798e+03,2.08750000e+04,2.02500000e+04,4.03906298e+03,1.18554699e+03,3.48145008e+02,1.55762002e+02,2.51770001e+01,8.63599963e+00,1.08700001e+00
53219.77847222,1.15795816,3.16427518,-0.59233190,6.97656298e+03,2.81562500e+04,1.94687500e+04,4.28125000e+03,1.32617199e+03,3.64257991e+02,1.56250000e+02,2.39560008e+01,8.02600011e+00,1.05500000e+00
53219.77916667,1.14311605,3.19154790,-0.58017077,6.97656298e+03,2.81562500e+04,1.94687500e+04,4.28125000e+03,1.32617199e+03,3.64257991e+02,1.56250000e+02,2.39560008e+01,8.02600011e+00,1.05500000e+00
53219.77986111,1.12811794,3.21838539,-0.56793053,7.07031298e+03,2.85937500e+04,1.98750000e+04,4.37500000e+03,1.36132801e+03,3.74511987e+02,1.61133006e+02,2.47799996e+01,8.36199988e+00,1.10600004e+00
53219.78055556,1.11296836,3.24479062,-0.55561401,7.07031298e+03,2.85937500e+04,1.98750000e+04,4.37500000e+03,1.36132801e+03,3.74511987e+02,1.61133006e+02,2.47799996e+01,8.36199988e+00,1.10600004e+00
53219.78125000,1.09767155,3.27076673,-0.54322404,1.05468750e+04,3.07812500e+04,2.49062500e+04,4.57812500e+03,1.48046899e+03,3.91602010e+02,1.60889000e+02,2.35900003e+01,7.45399995e+00,1.07400003e+00
53219.78194444,1.08223176,3.29631686,-0.53076328,1.05468750e+04,3.07812500e+04,2.49062500e+04,4.57812500e+03,1.48046899e+03,3.91602010e+02,1.60889000e+02,2.35900003e+01,7.45399995e+00,1.07400003e+00
53219.78263889,1.06665322,3.32144400,-0.51823424,1.05468750e+04,3.07812500e+04,2.49062500e+04,4.57812500e+03,1.48046899e+03,3.91602010e+02,1.60889000e+02,2.35900003e+01,7.45399995e+00,1.07400003e+00
53219.78333333,1.05093954,3.34615080,-0.50563975,1.05468750e+04,3.07812500e+04,2.49062500e+04,4.57812500e+03,1.48046899e+03,3.91602010e+02,1.60889000e+02,2.35900003e+01,7.45399995e+00,1.07400003e+00
53219.78402778,1.03509496,3.37044042,-0.49298217,1.45937500e+04,3.28125000e+04,2.41875000e+04,4.99218798e+03,1.58593798e+03,4.13085997e+02,1.60889000e+02,2.34069992e+01,6.36299979e+00,1.04100001e+00
53219.78472222,1.01912293,3.39431551,-0.48026384,1.47500000e+04,3.31875000e+04,2.45937500e+04,5.08593798e+03,1.61914098e+03,4.22363013e+02,1.64794996e+02,2.40480006e+01,6.56899996e+00,1.08099997e+00
53219.78541667,1.00302737,3.41777875,-0.46748729,1.47500000e+04,3.31875000e+04,2.45937500e+04,5.08593798e+03,1.61914098e+03,4.22363013e+02,1.64794996e+02,2.40480006e+01,6.56899996e+00,1.08099997e+00
53219.78611111,0.98681159,3.44083297,-0.45465485,1.47500000e+04,3.31875000e+04,2.45937500e+04,5.08593798e+03,1.61914098e+03,4.22363013e+02,1.64794996e+02,2.40480006e+01,6.56899996e+00,1.08099997e+00
53219.78680556,0.97047950,3.46348082,-0.44176858,2.25625000e+04,4.65625000e+04,2.72187500e+04,5.53906298e+03,1.72851598e+03,4.40917999e+02,1.64551005e+02,2.38339994e+01,5.60799986e+00,1.07400003e+00
53219.78750000,0.95403409,3.48572467,-0.42883083,2.25625000e+04,4.65625000e+04,2.72187500e+04,5.53906298e+03,1.72851598e+03,4.40917999e+02,1.64551005e+02,2.38339994e+01,5.60799986e+00,1.07400003e+00
53219.78819444,0.93747881,3.50756733,-0.41584364,2.25625000e+04,4.65625000e+04,2.72187500e+04,5.53906298e+03,1.72851598e+03,4.40917999e+02,1.64551005e+02,2.38339994e+01,5.60799986e+00,1.07400003e+00
53219.78888889,0.92081696,3.52901118,-0.40280920,2.25625000e+04,4.65625000e+04,2.72187500e+04,5.53906298e+03,1.72851598e+03,4.40917999e+02,1.64551005e+02,2.38339994e+01,5.60799986e+00,1.07400003e+00
53219.78958333,0.90405167,3.55005854,-0.38972956,3.45625000e+04,5.35000000e+04,2.86875000e+04,6.03125000e+03,1.83593798e+03,4.80468988e+02,1.66503996e+02,2.50240006e+01,4.82900022e+00,1.09699997e+00
53219.79027778,0.88718609,3.57071195,-0.37660660,3.45625000e+04,5.35000000e+04,2.86875000e+04,6.03125000e+03,1.83593798e+03,4.80468988e+02,1.66503996e+02,2.50240006e+01,4.82900022e+00,1.09699997e+00
53219.79097222,0.87022303,3.59097376,-0.36344221,3.45625000e+04,5.35000000e+04,2.86875000e+04,6.03125000e+03,1.83593798e+03,4.80468988e+02,1.66503996e+02,2.50240006e+01,4.82900022e+00,1.09699997e+00
53219.79166667,0.85316581,3.61084615,-0.35023857,3.45625000e+04,5.35000000e+04,2.86875000e+04,6.03125000e+03,1.83593798e+03,4.80468988e+02,1.66503996e+02,2.50240006e+01,4.82900022e+00,1.09699997e+00
53219.79236111,0.83601708,3.63033149,-0.33699727,5.02500000e+04,7.53750000e+04,3.19062500e+04,6.16406298e+03,1.90625000e+03,5.11718988e+02,1.65770993e+02,2.45670006e+01,4.12000017e+00,1.09100004e+00
53219.79305556,0.81877966,3.64943182,-0.32372018,5.02500000e+04,7.53750000e+04,3.19062500e+04,6.16406298e+03,1.90625000e+03,5.11718988e+02,1.65770993e+02,2.45670006e+01,4.12000017e+00,1.09100004e+00
53219.79375000,0.80145624,3.66814933,-0.31040919,5.02500000e+04,7.53750000e+04,3.19062500e+04,6.16406298e+03,1.90625000e+03,5.11718988e+02,1.65770993e+02,2.45670006e+01,4.12000017e+00,1.09100004e+00
53219.79444444,0.78404979,3.68648638,-0.29706602,5.02500000e+04,7.53750000e+04,3.19062500e+04,6.16406298e+03,1.90625000e+03,5.11718988e+02,1.65770993e+02,2.45670006e+01,4.12000017e+00,1.09100004e+00
53219.79513889,0.76656281,3.70444469,-0.28369224,7.41250000e+04,9.27500000e+04,3.58125000e+04,6.28125000e+03,1.99218798e+03,5.50781012e+02,1.66503996e+02,2.44449992e+01,3.57099995e+00,1.10400002e+00
53219.79583333,0.74899799,3.72202662,-0.27028974,7.41250000e+04,9.27500000e+04,3.58125000e+04,6.28125000e+03,1.99218798e+03,5.50781012e+02,1.66503996e+02,2.44449992e+01,3.57099995e+00,1.10400002e+00
53219.79652778,0.73135767,3.73923390,-0.25685993,7.41250000e+04,9.27500000e+04,3.58125000e+04,6.28125000e+03,1.99218798e+03,5.50781012e+02,1.66503996e+02,2.44449992e+01,3.57099995e+00,1.10400002e+00
53219.79722222,0.71364453,3.75606856,-0.24340454,7.41250000e+04,9.27500000e+04,3.58125000e+04,6.28125000e+03,1.99218798e+03,5.50781012e+02,1.66503996e+02,2.44449992e+01,3.57099995e+00,1.10400002e+00
53219.79791667,0.69586091,3.77253249,-0.22992513,7.41250000e+04,9.27500000e+04,3.58125000e+04,6.28125000e+03,1.99218798e+03,5.50781012e+02,1.66503996e+02,2.44449992e+01,3.57099995e+00,1.10400002e+00
53219.79861111,0.67800917,3.78862757,-0.21642328,1.09000000e+05,1.19375000e+05,3.85625000e+04,6.94531298e+03,2.06250000e+03,5.73242009e+02,1.63085997e+02,2.39870008e+01,3.15500004e+00,1.10100000e+00
53219.79930556,0.66009198,3.80435569,-0.20290040,1.09000000e+05,1.19375000e+05,3.85625000e+04,6.94531298e+03,2.06250000e+03,5.73242009e+02,1.63085997e+02,2.39870008e+01,3.15500004e+00,1.10100000e+00
53219.80000000,0.64211122,3.81971858,-0.18935805,1.09000000e+05,1.19375000e+05,3.85625000e+04,6.94531298e+03,2.06250000e+03,5.73242009e+02,1.63085997e+02,2.39870008e+01,3.15500004e+00,1.10100000e+00
53219.80069444,0.62406941,3.83471795,-0.17579765,1.09000000e+05,1.19375000e+05,3.85625000e+04,6.94531298e+03,2.06250000e+03,5.73242009e+02,1.63085997e+02,2.39870008e+01,3.15500004e+00,1.10100000e+00
53219.80138889,0.60596873,3.84935569,-0.16222062,1.50000000e+05,1.56500000e+05,4.13750000e+04,7.37500000e+03,2.13281298e+03,5.68359017e+02,1.59180000e+02,2.31320001e+01,2.84600002e+00,1.10800005e+00
53219.80208333,0.58781140,3.86363338,-0.14862852,1.50000000e+05,1.56500000e+05,4.13750000e+04,7.37500000e+03,2.13281298e+03,5.68359017e+02,1.59180000e+02,2.31320001e+01,2.84600002e+00,1.10800005e+00
53219.80277778,0.56959945,3.87755258,-0.13502260,1.50000000e+05,1.56500000e+05,4.13750000e+04,7.37500000e+03,2.13281298e+03,5.68359017e+02,1.59180000e+02,2.31320001e+01,2.84600002e+00,1.10800005e+00
