# Legacy Model output file: ../../unitTests/Legacy/CRRquiet_NatEpochSaa_Diff.CRRESELE.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.20972222,-0.98944861,-0.67669309,0.64698314,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21041667,-0.93757707,-0.72057258,0.60817005,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21111111,-0.88349385,-0.76275003,0.56792002,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21180556,-0.82717039,-0.80299065,0.52622740,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21250000,-0.76859289,-0.84104015,0.48309800,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21319444,-0.70776667,-0.87662528,0.43855239,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21388889,-0.64471983,-0.90945583,0.39262792,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21458333,-0.57950779,-0.93922777,0.34538219,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21527778,-0.51221811,-0.96562720,0.29689540,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21597222,-0.44297432,-0.98833689,0.24727351,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21666667,-0.37193967,-1.00704420,0.19664977,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21736111,-0.29931928,-1.02145043,0.14518584,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21805556,-0.22536100,-1.03128249,0.09307163,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21875000,-0.15035347,-1.03630352,0.04052345,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.21944444,-0.07462268,-1.03632565,-0.01221952,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22013889,0.00147617,-1.03122049,-0.06490080,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22083333,0.07756671,-1.02092683,-0.11725405,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22152778,0.15326375,-1.00545643,-0.16901086,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22222222,0.22818511,-0.98489484,-0.21990944,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22291667,0.30196431,-0.95939854,-0.26970367,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22361111,0.37426105,-0.92918791,-0.31816973,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22430556,0.44477163,-0.89453666,-0.36511238,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22500000,0.51323377,-0.85576077,-0.41036838,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22569444,0.57943198,-0.81320426,-0.45380854,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22638889,0.64319673,-0.76722784,-0.49533761,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22708333,0.70440419,-0.71819642,-0.53489186,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22777778,0.76297260,-0.66646974,-0.57243675,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22847222,0.81885736,-0.61239515,-0.60796318,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22916667,0.87204640,-0.55630101,-0.64148324,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.22986111,0.92255509,-0.49849353,-0.67302706,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23055556,0.97042049,-0.43925509,-0.70263828,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23125000,1.01569689,-0.37884213,-0.73037120,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23194444,1.05845210,-0.31748650,-0.75628751,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23263889,1.09876318,-0.25539569,-0.78045407,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23333333,1.13671396,-0.19275443,-0.80294105,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23402778,1.17239186,-0.12972611,-0.82381985,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23472222,1.20588665,-0.06645467,-0.84316204,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23541667,1.23728858,-0.00306661,-0.86103874,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23611111,1.26668697,0.06032757,-0.87751899,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23680556,1.29416970,0.12363150,-0.89267014,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23750000,1.31982185,0.18676152,-0.90655716,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23819444,1.34372646,0.24964528,-0.91924206,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23888889,1.36596277,0.31221968,-0.93078447,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.23958333,1.38660692,0.37443103,-0.94124058,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.24027778,1.40573204,0.43623258,-0.95066424,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.24097222,1.42340721,0.49758491,-0.95910645,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.24166667,1.43969849,0.55845398,-0.96661508,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.24236111,1.45466882,0.61881106,-0.97323597,2.70999997e-01,3.34473014e+02,0.00000000e+00,0.00000000e+00,1.86199998e+00,8.84999987e+00,8.42299964e+00,1.26100006e+00,7.80000002e-01,5.72999998e-01
53219.24305556,1.46837723,0.67863197,-0.97901180,2.46000011e-01,3.83789003e+02,0.00000000e+00,0.00000000e+00,3.10100010e+00,1.18100001e+01,1.12300003e+01,1.70899997e+00,1.38499995e+00,5.92999975e-01
53219.24375000,1.48088052,0.73789600,-0.98398324,2.96000013e-01,6.14257991e+02,5.04759997e+01,0.00000000e+00,4.63900017e+00,1.58690009e+01,1.52279995e+01,3.46800010e+00,3.36099998e+00,9.91999987e-01
53219.24444444,1.49223176,0.79658667,-0.98818872,2.96000013e-01,6.14257991e+02,5.04759997e+01,0.00000000e+00,4.63900017e+00,1.58690009e+01,1.52279995e+01,3.46800010e+00,3.36099998e+00,9.91999987e-01
53219.24513889,1.50248164,0.85468954,-0.99166405,2.65000010e-01,5.79101980e+02,1.04125999e+02,1.28020002e+01,6.89700013e+00,1.81879997e+01,1.82499997e+01,4.89800004e+00,5.67599991e+00,1.45900005e+00
53219.24583333,1.51167818,0.91219362,-0.99444359,2.37999993e-01,6.13281012e+02,1.30126998e+02,1.43889999e+01,1.61130000e+01,2.01420002e+01,1.86770000e+01,6.78300019e+00,7.36999977e+00,1.87100004e+00
53219.24652778,1.51986643,0.96908950,-0.99655936,2.37999993e-01,6.13281012e+02,1.30126998e+02,1.43889999e+01,1.61130000e+01,2.01420002e+01,1.86770000e+01,6.78300019e+00,7.36999977e+00,1.87100004e+00
53219.24722222,1.52708956,1.02537010,-0.99804166,3.26000008e-01,6.30859017e+02,1.62597999e+02,2.64279991e+01,1.69370007e+01,2.23389994e+01,1.98970009e+01,9.39899962e+00,8.37699976e+00,1.77199999e+00
53219.24791667,1.53338790,1.08103026,-0.99891920,4.80999995e-01,8.32031012e+02,1.81395993e+02,4.85839993e+01,2.04470009e+01,2.20640004e+01,2.11789999e+01,1.16879996e+01,8.04099999e+00,1.80600001e+00
53219.24861111,1.53880007,1.13606589,-0.99921899,4.80999995e-01,8.32031012e+02,1.81395993e+02,4.85839993e+01,2.04470009e+01,2.20640004e+01,2.11789999e+01,1.16879996e+01,8.04099999e+00,1.80600001e+00
53219.24930556,1.54336263,1.19047432,-0.99896676,6.18999999e-01,1.58203101e+03,2.12157995e+02,8.97220001e+01,2.46580001e+01,2.60010008e+01,2.56960001e+01,1.41599998e+01,8.14799964e+00,1.78100006e+00
53219.25000000,1.54710996,1.24425414,-0.99818637,6.18999999e-01,1.58203101e+03,2.12157995e+02,8.97220001e+01,2.46580001e+01,2.60010008e+01,2.56960001e+01,1.41599998e+01,8.14799964e+00,1.78100006e+00
53219.25069444,1.55007487,1.29740504,-0.99690090,8.16999993e-01,1.27148402e+03,2.56348014e+02,1.72851995e+02,5.12080006e+01,3.43630016e+01,3.30809988e+01,1.76700000e+01,8.51400010e+00,1.83299999e+00
53219.25138889,1.55228842,1.34992717,-0.99513184,8.16999993e-01,1.27148402e+03,2.56348014e+02,1.72851995e+02,5.12080006e+01,3.43630016e+01,3.30809988e+01,1.76700000e+01,8.51400010e+00,1.83299999e+00
53219.25208333,1.55378014,1.40182163,-0.99289977,1.05099997e+00,1.72656298e+03,4.40917999e+02,2.39501998e+02,9.55810025e+01,4.71800007e+01,3.93679999e+01,2.00500004e+01,7.70600000e+00,1.71500002e+00
53219.25277778,1.55457794,1.45309031,-0.99022413,1.05099997e+00,1.72656298e+03,4.40917999e+02,2.39501998e+02,9.55810025e+01,4.71800007e+01,3.93679999e+01,2.00500004e+01,7.70600000e+00,1.71500002e+00
53219.25347222,1.55470853,1.50373540,-0.98712299,2.46000011e+00,2.01171899e+03,7.57812977e+02,2.27539003e+02,1.32813007e+02,6.60400018e+01,4.52269986e+01,2.10270006e+01,6.63000019e+00,1.57199998e+00
53219.25416667,1.55419717,1.55375973,-0.98361408,2.46000011e+00,2.01171899e+03,7.57812977e+02,2.27539003e+02,1.32813007e+02,6.60400018e+01,4.52269986e+01,2.10270006e+01,6.63000019e+00,1.57199998e+00
53219.25486111,1.55306771,1.60316628,-0.97971387,2.46000011e+00,2.01171899e+03,7.57812977e+02,2.27539003e+02,1.32813007e+02,6.60400018e+01,4.52269986e+01,2.10270006e+01,6.63000019e+00,1.57199998e+00
53219.25555556,1.55134339,1.65195881,-0.97543807,6.15700008e+00,3.73046899e+03,9.86328006e+02,2.85156012e+02,1.71875000e+02,9.22849998e+01,5.39549999e+01,2.27359999e+01,6.39300002e+00,1.62100000e+00
53219.25625000,1.54904571,1.70014095,-0.97080173,6.15700008e+00,3.73046899e+03,9.86328006e+02,2.85156012e+02,1.71875000e+02,9.22849998e+01,5.39549999e+01,2.27359999e+01,6.39300002e+00,1.62100000e+00
53219.25694444,1.54619538,1.74771691,-0.96581884,1.20390002e+01,4.34375000e+03,2.01562500e+03,4.82910007e+02,2.09717005e+02,1.19629003e+02,5.82889989e+01,2.27969997e+01,6.04199991e+00,1.48600002e+00
53219.25763889,1.54281250,1.79469064,-0.96050289,1.20390002e+01,4.34375000e+03,2.01562500e+03,4.82910007e+02,2.09717005e+02,1.19629003e+02,5.82889989e+01,2.27969997e+01,6.04199991e+00,1.48600002e+00
53219.25833333,1.53891575,1.84106683,-0.95486706,1.20390002e+01,4.34375000e+03,2.01562500e+03,4.82910007e+02,2.09717005e+02,1.19629003e+02,5.82889989e+01,2.27969997e+01,6.04199991e+00,1.48600002e+00
53219.25902778,1.53452317,1.88684989,-0.94892328,3.31420004e+01,4.17187500e+03,3.01171899e+03,5.44921994e+02,2.81250000e+02,1.49657995e+02,6.26220033e+01,2.27969997e+01,6.09599985e+00,1.32599997e+00
53219.25972222,1.52965187,1.93204451,-0.94268348,3.31420004e+01,4.17187500e+03,3.01171899e+03,5.44921994e+02,2.81250000e+02,1.49657995e+02,6.26220033e+01,2.27969997e+01,6.09599985e+00,1.32599997e+00
53219.26041667,1.52431834,1.97665542,-0.93615849,3.41189988e+01,4.30468798e+03,3.13671899e+03,5.69335997e+02,2.95410007e+02,1.58203006e+02,6.65279999e+01,2.43839994e+01,6.59199990e+00,1.45500002e+00
53219.26111111,1.51853842,2.02068747,-0.92935930,8.95999968e+01,6.37500000e+03,4.38281298e+03,9.40429986e+02,4.18945014e+02,1.89941004e+02,7.32420012e+01,2.43529994e+01,6.53100014e+00,1.29900000e+00
53219.26180556,1.51232703,2.06414537,-0.92229596,8.95999968e+01,6.37500000e+03,4.38281298e+03,9.40429986e+02,4.18945014e+02,1.89941004e+02,7.32420012e+01,2.43529994e+01,6.53100014e+00,1.29900000e+00
53219.26250000,1.50569861,2.10703415,-0.91497818,1.89696997e+02,9.51562500e+03,5.74218798e+03,1.21093798e+03,5.19531012e+02,2.17285007e+02,8.33740011e+01,2.40780003e+01,6.61499985e+00,1.15599995e+00
53219.26319444,1.49866681,2.14935852,-0.90741524,1.89696997e+02,9.51562500e+03,5.74218798e+03,1.21093798e+03,5.19531012e+02,2.17285007e+02,8.33740011e+01,2.40780003e+01,6.61499985e+00,1.15599995e+00
53219.26388889,1.49124498,2.19112365,-0.89961593,1.89696997e+02,9.51562500e+03,5.74218798e+03,1.21093798e+03,5.19531012e+02,2.17285007e+02,8.33740011e+01,2.40780003e+01,6.61499985e+00,1.15599995e+00
53219.26458333,1.48344566,2.23233425,-0.89158871,3.70117009e+02,8.65625000e+03,7.19531298e+03,1.43164098e+03,5.97656012e+02,2.34619007e+02,9.58250016e+01,2.32239999e+01,6.70599984e+00,1.05099997e+00
53219.26527778,1.47528111,2.27299520,-0.88334207,3.78417999e+02,8.87500000e+03,7.42187500e+03,1.48242199e+03,6.21093988e+02,2.44628996e+02,1.00220002e+02,2.44449992e+01,7.11099990e+00,1.12699997e+00
53219.26597222,1.46676293,2.31311134,-0.87488354,3.78417999e+02,8.87500000e+03,7.42187500e+03,1.48242199e+03,6.21093988e+02,2.44628996e+02,1.00220002e+02,2.44449992e+01,7.11099990e+00,1.12699997e+00
53219.26666667,1.45790228,2.35268756,-0.86622065,6.73828006e+02,1.41875000e+04,9.51562500e+03,2.05859399e+03,7.09960997e+02,2.64160007e+02,1.12915002e+02,2.38949992e+01,7.25599984e+00,1.02600001e+00
53219.26736111,1.44870998,2.39172856,-0.85736062,6.73828006e+02,1.41875000e+04,9.51562500e+03,2.05859399e+03,7.09960997e+02,2.64160007e+02,1.12915002e+02,2.38949992e+01,7.25599984e+00,1.02600001e+00
53219.26805556,1.43919623,2.43023904,-0.84831021,6.73828006e+02,1.41875000e+04,9.51562500e+03,2.05859399e+03,7.09960997e+02,2.64160007e+02,1.12915002e+02,2.38949992e+01,7.25599984e+00,1.02600001e+00
53219.26875000,1.42937123,2.46822373,-0.83907631,1.39257801e+03,1.51406250e+04,1.25156250e+04,2.52343798e+03,8.02734017e+02,2.74901986e+02,1.22803003e+02,2.29800008e+01,7.20199989e+00,9.44999978e-01
53219.26944444,1.41924426,2.50568715,-0.82966506,1.39257801e+03,1.51406250e+04,1.25156250e+04,2.52343798e+03,8.02734017e+02,2.74901986e+02,1.22803003e+02,2.29800008e+01,7.20199989e+00,9.44999978e-01
53219.27013889,1.40882471,2.54263404,-0.82008272,1.39257801e+03,1.51406250e+04,1.25156250e+04,2.52343798e+03,8.02734017e+02,2.74901986e+02,1.22803003e+02,2.29800008e+01,7.20199989e+00,9.44999978e-01
53219.27083333,1.39812139,2.57906878,-0.81033526,2.51562500e+03,1.72500000e+04,1.51406250e+04,3.25781298e+03,9.65820014e+02,3.00781012e+02,1.36474997e+02,2.32539997e+01,7.66800018e+00,9.67999978e-01
53219.27152778,1.38714277,2.61499592,-0.80042802,2.51562500e+03,1.72500000e+04,1.51406250e+04,3.25781298e+03,9.65820014e+02,3.00781012e+02,1.36474997e+02,2.32539997e+01,7.66800018e+00,9.67999978e-01
53219.27222222,1.37589716,2.65041986,-0.79036681,2.51562500e+03,1.72500000e+04,1.51406250e+04,3.25781298e+03,9.65820014e+02,3.00781012e+02,1.36474997e+02,2.32539997e+01,7.66800018e+00,9.67999978e-01
53219.27291667,1.36439258,2.68534468,-0.78015664,2.51562500e+03,1.72500000e+04,1.51406250e+04,3.25781298e+03,9.65820014e+02,3.00781012e+02,1.36474997e+02,2.32539997e+01,7.66800018e+00,9.67999978e-01
53219.27361111,1.35263655,2.71977492,-0.76980271,4.22656298e+03,1.96250000e+04,1.87500000e+04,3.70703101e+03,1.07812500e+03,3.12988013e+02,1.38671994e+02,2.21250001e+01,7.43900007e+00,9.11000010e-01
53219.27430556,1.34063661,2.75371453,-0.75930986,4.22656298e+03,1.96250000e+04,1.87500000e+04,3.70703101e+03,1.07812500e+03,3.12988013e+02,1.38671994e+02,2.21250001e+01,7.43900007e+00,9.11000010e-01
53219.27500000,1.32839999,2.78716788,-0.74868298,4.22656298e+03,1.96250000e+04,1.87500000e+04,3.70703101e+03,1.07812500e+03,3.12988013e+02,1.38671994e+02,2.21250001e+01,7.43900007e+00,9.11000010e-01
53219.27569444,1.31593326,2.82013891,-0.73792629,6.75000000e+03,2.71250000e+04,1.85937500e+04,4.06250000e+03,1.25195301e+03,3.41796994e+02,1.45996004e+02,2.21560001e+01,7.34699983e+00,9.49000008e-01
53219.27638889,1.30324350,2.85263153,-0.72704451,6.75000000e+03,2.71250000e+04,1.85937500e+04,4.06250000e+03,1.25195301e+03,3.41796994e+02,1.45996004e+02,2.21560001e+01,7.34699983e+00,9.49000008e-01
53219.27708333,1.29033683,2.88464983,-0.71604188,6.75000000e+03,2.71250000e+04,1.85937500e+04,4.06250000e+03,1.25195301e+03,3.41796994e+02,1.45996004e+02,2.21560001e+01,7.34699983e+00,9.49000008e-01
53219.27777778,1.27721983,2.91619758,-0.70492215,6.75000000e+03,2.71250000e+04,1.85937500e+04,4.06250000e+03,1.25195301e+03,3.41796994e+02,1.45996004e+02,2.21560001e+01,7.34699983e+00,9.49000008e-01
53219.27847222,1.26389817,2.94727838,-0.69368973,1.00625000e+04,2.91875000e+04,2.32812500e+04,4.24218798e+03,1.36328101e+03,3.57421994e+02,1.45751998e+02,2.10570004e+01,6.54600002e+00,9.20000020e-01
53219.27916667,1.25037811,2.97789631,-0.68234822,1.00625000e+04,2.91875000e+04,2.32812500e+04,4.24218798e+03,1.36328101e+03,3.57421994e+02,1.45751998e+02,2.10570004e+01,6.54600002e+00,9.20000020e-01
53219.27986111,1.23666499,3.00805484,-0.67090140,1.00625000e+04,2.91875000e+04,2.32812500e+04,4.24218798e+03,1.36328101e+03,3.57421994e+02,1.45751998e+02,2.10570004e+01,6.54600002e+00,9.20000020e-01
53219.28055556,1.22276463,3.03775741,-0.65935287,1.41718750e+04,3.17500000e+04,2.32187500e+04,4.76562500e+03,1.50781298e+03,3.90625000e+02,1.51366994e+02,2.18509994e+01,5.87499980e+00,9.46999993e-01
53219.28125000,1.20868204,3.06700779,-0.64770608,1.41718750e+04,3.17500000e+04,2.32187500e+04,4.76562500e+03,1.50781298e+03,3.90625000e+02,1.51366994e+02,2.18509994e+01,5.87499980e+00,9.46999993e-01
53219.28194444,1.19442271,3.09580942,-0.63596465,1.41718750e+04,3.17500000e+04,2.32187500e+04,4.76562500e+03,1.50781298e+03,3.90625000e+02,1.51366994e+02,2.18509994e+01,5.87499980e+00,9.46999993e-01
53219.28263889,1.17999137,3.12416546,-0.62413156,1.41718750e+04,3.17500000e+04,2.32187500e+04,4.76562500e+03,1.50781298e+03,3.90625000e+02,1.51366994e+02,2.18509994e+01,5.87499980e+00,9.46999993e-01
53219.28333333,1.16539302,3.15207951,-0.61221010,2.16875000e+04,4.45000000e+04,2.57187500e+04,5.19531298e+03,1.60937500e+03,4.07714993e+02,1.51123002e+02,2.16370001e+01,5.02000004e+00,9.41000006e-01
53219.28402778,1.15063253,3.17955456,-0.60020342,2.16875000e+04,4.45000000e+04,2.57187500e+04,5.19531298e+03,1.60937500e+03,4.07714993e+02,1.51123002e+02,2.16370001e+01,5.02000004e+00,9.41000006e-01
53219.28472222,1.13571431,3.20659421,-0.58811448,2.16875000e+04,4.45000000e+04,2.57187500e+04,5.19531298e+03,1.60937500e+03,4.07714993e+02,1.51123002e+02,2.16370001e+01,5.02000004e+00,9.41000006e-01
53219.28541667,1.12064305,3.23320112,-0.57594613,2.16875000e+04,4.45000000e+04,2.57187500e+04,5.19531298e+03,1.60937500e+03,4.07714993e+02,1.51123002e+02,2.16370001e+01,5.02000004e+00,9.41000006e-01
53219.28611111,1.10542284,3.25937877,-0.56370119,3.30000000e+04,5.06875000e+04,2.67812500e+04,5.57812500e+03,1.68554699e+03,4.37011987e+02,1.50390998e+02,2.22779997e+01,4.22699982e+00,9.36999975e-01
53219.28680556,1.09005792,3.28512996,-0.55138263,3.34375000e+04,5.15000000e+04,2.73437500e+04,5.71093798e+03,1.73046899e+03,4.49707001e+02,1.55028999e+02,2.30710004e+01,4.40199999e+00,9.80000012e-01
53219.28750000,1.07455252,3.31045784,-0.53899297,3.34375000e+04,5.15000000e+04,2.73437500e+04,5.71093798e+03,1.73046899e+03,4.49707001e+02,1.55028999e+02,2.30710004e+01,4.40199999e+00,9.80000012e-01
53219.28819444,1.05891072,3.33536524,-0.52653472,3.34375000e+04,5.15000000e+04,2.73437500e+04,5.71093798e+03,1.73046899e+03,4.49707001e+02,1.55028999e+02,2.30710004e+01,4.40199999e+00,9.80000012e-01
53219.28888889,1.04313630,3.35985482,-0.51401070,4.86250000e+04,7.26250000e+04,3.04062500e+04,5.83593798e+03,1.79492199e+03,4.79979992e+02,1.54296994e+02,2.26440001e+01,3.75699997e+00,9.75999981e-01
53219.28958333,1.02723302,3.38392971,-0.50142297,4.86250000e+04,7.26250000e+04,3.04062500e+04,5.83593798e+03,1.79492199e+03,4.79979992e+02,1.54296994e+02,2.26440001e+01,3.75699997e+00,9.75999981e-01
53219.29027778,1.01120480,3.40759245,-0.48877433,4.86250000e+04,7.26250000e+04,3.04062500e+04,5.83593798e+03,1.79492199e+03,4.79979992e+02,1.54296994e+02,2.26440001e+01,3.75699997e+00,9.75999981e-01
