# Irene Model output file: ../../unitTests/Legacy/CRRactive_NatEpoch_Diff.CRRESELE.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; unshifted SAA; Ap range: Max
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.05069444,0.82333736,3.64696086,-0.35083956,2.46917760e+11,2.65731840e+11,5.58628799e+10,1.30524000e+10,3.74946000e+09,1.02749250e+09,3.91057500e+08,9.39787499e+07,1.88299230e+07,4.83647448e+06
53219.05138889,0.80604831,3.66577913,-0.33765586,2.50247040e+11,2.69445120e+11,5.66827200e+10,1.32439200e+10,3.80328000e+09,1.04147250e+09,3.96382500e+08,9.53006250e+07,1.90919543e+07,4.90959949e+06
53219.05208333,0.78867560,3.68421742,-0.32443715,2.53576320e+11,2.73158400e+11,5.75025600e+10,1.34354400e+10,3.85710000e+09,1.05545250e+09,4.01707500e+08,9.66224999e+07,1.93539855e+07,4.98272448e+06
53219.05277778,0.77122206,3.70227775,-0.31118502,2.56940160e+11,2.76915840e+11,5.83348800e+10,1.36303200e+10,3.91197000e+09,1.06973250e+09,4.07156250e+08,9.79790625e+07,1.96242200e+07,5.05854481e+06
53219.05347222,0.75369020,3.71996202,-0.29790134,2.60338560e+11,2.80717440e+11,5.91796800e+10,1.38285600e+10,3.96789000e+09,1.08431250e+09,4.12728750e+08,9.93703125e+07,1.99026574e+07,5.13706044e+06
53219.05416667,0.73608253,3.73727210,-0.28458768,2.63736960e+11,2.84519040e+11,6.00244800e+10,1.40268000e+10,4.02381000e+09,1.09889250e+09,4.18301250e+08,1.00761563e+08,2.01810950e+07,5.21557609e+06
53219.05486111,0.71840156,3.75421020,-0.27124576,2.67110400e+11,2.88278400e+11,6.08510400e+10,1.42184400e+10,4.07754000e+09,1.11294000e+09,4.23667500e+08,1.02118125e+08,2.04513293e+07,5.28981438e+06
53219.05555556,0.70064980,3.77077788,-0.25787701,2.70458880e+11,2.91995520e+11,6.16593601e+10,1.44034800e+10,4.12908000e+09,1.12645500e+09,4.28827500e+08,1.03440000e+08,2.07133606e+07,5.35977535e+06
53219.05625000,0.68282945,3.78697734,-0.24448299,2.73807360e+11,2.95712640e+11,6.24676800e+10,1.45885200e+10,4.18062000e+09,1.13997000e+09,4.33987500e+08,1.04761875e+08,2.09753919e+07,5.42973630e+06
53219.05694444,0.66494302,3.80280999,-0.23106542,2.77155840e+11,2.99429760e+11,6.32759999e+10,1.47735600e+10,4.23216000e+09,1.15348500e+09,4.39147500e+08,1.06083750e+08,2.12374232e+07,5.49969726e+06
53219.05763889,0.64699287,3.81827803,-0.21762557,2.80504320e+11,3.03146880e+11,6.40843200e+10,1.49586000e+10,4.28370000e+09,1.16700000e+09,4.44307500e+08,1.07405625e+08,2.14994545e+07,5.56965822e+06
53219.05833333,0.62898120,3.83338288,-0.20416515,2.83852800e+11,3.06864000e+11,6.48926400e+10,1.51436400e+10,4.33524000e+09,1.18051500e+09,4.49467500e+08,1.08727500e+08,2.17614857e+07,5.63961917e+06
53219.05902778,0.61091019,3.84812641,-0.19068527,2.87232000e+11,3.10619520e+11,6.57115200e+10,1.53314400e+10,4.38762000e+09,1.19427000e+09,4.54728750e+08,1.10078438e+08,2.20300795e+07,5.71174809e+06
53219.05972222,0.59278205,3.86251020,-0.17718781,2.90641920e+11,3.14413440e+11,6.65409600e+10,1.55220000e+10,4.44084000e+09,1.20826500e+09,4.60091250e+08,1.11458437e+08,2.23052358e+07,5.78604495e+06
53219.06041667,0.57459898,3.87653597,-0.16367372,2.94051840e+11,3.18207360e+11,6.73704000e+10,1.57125600e+10,4.49406000e+09,1.22226000e+09,4.65453750e+08,1.12838438e+08,2.25803921e+07,5.86034181e+06
53219.06111111,0.55636317,3.89020514,-0.15014471,2.97461760e+11,3.22001280e+11,6.81998400e+10,1.59031200e+10,4.54728000e+09,1.23625500e+09,4.70816250e+08,1.14218437e+08,2.28555483e+07,5.93463867e+06
53219.06180556,0.53807650,3.90351943,-0.13660190,3.00871680e+11,3.25795200e+11,6.90292801e+10,1.60936800e+10,4.60050000e+09,1.25025000e+09,4.76178750e+08,1.15598438e+08,2.31307046e+07,6.00893554e+06
53219.06250000,0.51974102,3.91648041,-0.12304668,3.04250880e+11,3.29548800e+11,6.98515200e+10,1.62782400e+10,4.65171000e+09,1.26362250e+09,4.81357500e+08,1.16946563e+08,2.33976578e+07,6.07848630e+06
53219.06319444,0.50135893,3.92908934,-0.10948047,3.07599360e+11,3.33262080e+11,7.06665600e+10,1.64568000e+10,4.70091000e+09,1.27637250e+09,4.86352500e+08,1.18262812e+08,2.36564078e+07,6.14329098e+06
53219.06388889,0.48293210,3.94134794,-0.09590454,3.10947840e+11,3.36975360e+11,7.14816000e+10,1.66353600e+10,4.75011000e+09,1.28912250e+09,4.91347500e+08,1.19579063e+08,2.39151578e+07,6.20809566e+06
53219.06458333,0.46446258,3.95325747,-0.08232013,3.14296320e+11,3.40688640e+11,7.22966400e+10,1.68139200e+10,4.79931000e+09,1.30187250e+09,4.96342500e+08,1.20895312e+08,2.41739078e+07,6.27290034e+06
53219.06527778,0.44595210,3.96481934,-0.06872834,3.17644800e+11,3.44401920e+11,7.31116800e+10,1.69924800e+10,4.84851000e+09,1.31462250e+09,5.01337500e+08,1.22211563e+08,2.44326578e+07,6.33770503e+06
53219.06597222,0.42740284,3.97603497,-0.05513059,3.21018240e+11,3.48145920e+11,7.39348800e+10,1.71730800e+10,4.89837000e+09,1.32756000e+09,5.06411250e+08,1.23550312e+08,2.46967984e+07,6.40409175e+06
53219.06666667,0.40881639,3.98690561,-0.04152813,3.24416640e+11,3.51920640e+11,7.47662400e+10,1.73557200e+10,4.94889000e+09,1.34068500e+09,5.11563750e+08,1.24911563e+08,2.49663297e+07,6.47206053e+06
53219.06736111,0.39019463,3.99743267,-0.02792206,3.27815040e+11,3.55695360e+11,7.55976000e+10,1.75383600e+10,4.99941000e+09,1.35381000e+09,5.16716250e+08,1.26272812e+08,2.52358610e+07,6.54002931e+06
53219.06805556,0.37153958,4.00761756,-0.01431347,3.31213440e+11,3.59470080e+11,7.64289601e+10,1.77210000e+10,5.04993000e+09,1.36693500e+09,5.21868750e+08,1.27634063e+08,2.55053923e+07,6.60799809e+06
53219.06875000,0.35285284,4.01746123,-0.00070379,3.34611840e+11,3.63244800e+11,7.72603200e+10,1.79036400e+10,5.10045000e+09,1.38006000e+09,5.27021250e+08,1.28995312e+08,2.57749235e+07,6.67596687e+06
