# Legacy Model output file: ../../unitTests/Legacy/CRRactive_atEpoch_Intg.CRRESPRO.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESPRO
# Particle species:         H+
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Active
# Energy levels (MeV):       1.5 2.1 2.5 2.9 3.6 4.3 5.7 6.8 8.5 9.7 10.7 13.2 16.9 19.4 26.3 30.9 36.3 41.1 47 55 65.7 81.3
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s)
53219.01527778,1.50418085,2.11922432,-0.91794984,3.35093750e+04,3.44088550e+03,1.17810144e+03,3.40915405e+02,9.61652527e+01,9.61652527e+01,1.01376534e+01,7.92044735e+00,1.70849442e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01597222,1.49703211,2.16136976,-0.91040510,3.35093750e+04,3.44088550e+03,1.17810144e+03,3.40915405e+02,9.61652527e+01,9.61652527e+01,1.01376534e+01,7.92044735e+00,1.70849442e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01666667,1.48949758,2.20295831,-0.90262557,3.57859805e+04,3.41128833e+03,1.13954956e+03,3.40448700e+02,9.96654892e+01,9.96654892e+01,8.77111244e+00,8.07120514e+00,1.58044159e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01736111,1.48158981,2.24399485,-0.89462001,3.57859805e+04,3.41128833e+03,1.13954956e+03,3.40448700e+02,9.96654892e+01,9.96654892e+01,8.77111244e+00,8.07120514e+00,1.58044159e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01805556,1.47332072,2.28448440,-0.88639597,3.57859805e+04,3.41128833e+03,1.13954956e+03,3.40448700e+02,9.96654892e+01,9.96654892e+01,8.77111244e+00,8.07120514e+00,1.58044159e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01875000,1.46470178,2.32443150,-0.87796145,3.57859805e+04,3.41128833e+03,1.13954956e+03,3.40448700e+02,9.96654892e+01,9.96654892e+01,8.77111244e+00,8.07120514e+00,1.58044159e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01944444,1.45574413,2.36384103,-0.86932383,3.57859805e+04,3.41128833e+03,1.13954956e+03,3.40448700e+02,9.96654892e+01,9.96654892e+01,8.77111244e+00,8.07120514e+00,1.58044159e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02013889,1.44645844,2.40271786,-0.86049017,2.98613203e+04,2.71397290e+03,9.02061462e+02,2.48360580e+02,6.51624146e+01,6.51624146e+01,7.01695919e+00,7.01695919e+00,1.54824960e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02083333,1.43685460,2.44106636,-0.85146738,4.12065469e+04,3.74239038e+03,1.22753735e+03,3.25595673e+02,8.48752060e+01,8.48752060e+01,8.77078629e+00,8.02185154e+00,1.73159683e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02152778,1.42694265,2.47889157,-0.84226174,4.12065469e+04,3.74239038e+03,1.22753735e+03,3.25595673e+02,8.48752060e+01,8.48752060e+01,8.77078629e+00,8.02185154e+00,1.73159683e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,4.12065469e+04,3.74239038e+03,1.22753735e+03,3.25595673e+02,8.48752060e+01,8.48752060e+01,8.77078629e+00,8.02185154e+00,1.73159683e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,4.12065469e+04,3.74239038e+03,1.22753735e+03,3.25595673e+02,8.48752060e+01,8.48752060e+01,8.77078629e+00,8.02185154e+00,1.73159683e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,4.12065469e+04,3.74239038e+03,1.22753735e+03,3.25595673e+02,8.48752060e+01,8.48752060e+01,8.77078629e+00,8.02185154e+00,1.73159683e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
