# Legacy Model output file: ../../unitTests/Legacy/Ax8min_atEpoch_Diff.AP8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AP8
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Min
# Energy levels (MeV):       0.1 0.2 0.4 0.6 0.8 1 2 4 6 8 10 15 20 30 50 60 80 100 150 200 250
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.00763889,1.55319249,1.61750188,-0.98263373,4.41335936e+08,1.70560448e+08,4.98584400e+07,1.67871900e+07,6.09525350e+06,3.34086700e+06,9.37034297e+04,9.48551392e+02,5.01761742e+01,5.39524937e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.00833333,1.55128673,1.66608598,-0.97834803,4.43086496e+08,1.79689408e+08,5.05075280e+07,1.74937140e+07,6.34391150e+06,3.45094275e+06,9.51801875e+04,9.46871704e+02,4.91929474e+01,5.10430765e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.00902778,1.54881514,1.71406234,-0.97370527,4.44061664e+08,1.88552736e+08,5.10563120e+07,1.79158820e+07,6.70184200e+06,3.57458850e+06,9.63586797e+04,9.52096985e+02,4.79188690e+01,4.79554701e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.00972222,1.54579812,1.76143505,-0.96871939,4.48637280e+08,1.96709680e+08,5.17030000e+07,1.82502540e+07,7.04064450e+06,3.70292775e+06,9.79881172e+04,9.53747131e+02,4.65330734e+01,4.49487162e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01041667,1.54225483,1.80820850,-0.96340360,4.63503200e+08,2.02372256e+08,5.35162720e+07,1.85557840e+07,7.31204650e+06,3.85555825e+06,9.98470859e+04,9.54591003e+02,4.52220955e+01,4.22730923e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01111111,1.53820426,1.85438693,-0.95777059,4.81994240e+08,2.06190704e+08,5.60736600e+07,1.88167440e+07,7.55373000e+06,4.00656125e+06,1.01747969e+05,9.52360168e+02,4.38362732e+01,3.96545124e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01180556,1.53366367,1.89997504,-0.95183246,5.04501920e+08,2.09401984e+08,5.86638880e+07,1.90220300e+07,7.78114400e+06,4.14315900e+06,1.03705484e+05,9.45259216e+02,4.22673988e+01,3.68786550e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01250000,1.52865033,1.94497724,-0.94560083,5.30920416e+08,2.12143984e+08,6.12707400e+07,1.92036180e+07,8.00152350e+06,4.27331450e+06,1.05733320e+05,9.37501038e+02,4.08983421e+01,3.43640065e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01319444,1.52318025,1.98939854,-0.93908636,5.55020032e+08,2.12508976e+08,6.39871240e+07,1.94247520e+07,8.16180350e+06,4.39504300e+06,1.06910633e+05,9.08511108e+02,3.94518700e+01,3.16478324e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01388889,1.51726880,2.03324350,-0.93229988,5.73173696e+08,2.12484208e+08,6.65436520e+07,1.98060340e+07,8.27447200e+06,4.51029100e+06,1.07571883e+05,8.70846313e+02,3.76826477e+01,2.88867092e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
