# Irene Model output file: ../../unitTests/Legacy/CRRactive_atEpoch_Diff.CRRESPRO.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESPRO
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Active
# Energy levels (MeV):       1.5 2.1 2.5 2.9 3.6 4.3 5.7 6.8 8.5 9.7 10.7 13.2 16.9 19.4 26.3 30.9 36.3 41.1 47 55 65.7 81.3
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.02152778,1.42694265,2.47889157,-0.84226174,6.47413439e+07,9.79388368e+06,3.71829913e+06,1.19568914e+06,2.88495674e+05,7.99618384e+04,1.08779880e+04,7.23683340e+03,2.22088312e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,6.75511555e+07,1.01711116e+07,3.85359037e+06,1.23179721e+06,2.96805330e+05,8.18644488e+04,1.09903282e+04,7.44650855e+03,2.28581799e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,7.03609674e+07,1.05483396e+07,3.98888164e+06,1.26790528e+06,3.05114987e+05,8.37670594e+04,1.11026685e+04,7.65618372e+03,2.35075287e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,7.31707790e+07,1.09255675e+07,4.12417289e+06,1.30401335e+06,3.13424644e+05,8.56696698e+04,1.12150087e+04,7.86585887e+03,2.41568775e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,7.56997473e+07,1.12707850e+07,4.24747015e+06,1.33604953e+06,3.21110654e+05,8.74505736e+04,1.12959162e+04,8.06767560e+03,2.46939609e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,7.81797736e+07,1.16126450e+07,4.36843287e+06,1.36698995e+06,3.28661045e+05,8.92554375e+04,1.13632354e+04,8.26882099e+03,2.51692284e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,8.08917017e+07,1.19831579e+07,4.49905504e+06,1.40090651e+06,3.36699464e+05,9.12059683e+04,1.14483991e+04,8.47715352e+03,2.56949454e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,8.36036302e+07,1.23536709e+07,4.62967723e+06,1.43482307e+06,3.44737885e+05,9.31564995e+04,1.15335628e+04,8.68548607e+03,2.62206624e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,8.63155583e+07,1.27241839e+07,4.76029941e+06,1.46873962e+06,3.52776304e+05,9.51070304e+04,1.16187265e+04,8.89381860e+03,2.67463794e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,8.87489295e+07,1.30485933e+07,4.87316107e+06,1.49882650e+06,3.59977929e+05,9.68193926e+04,1.16613084e+04,9.09211964e+03,2.72574531e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
