# Legacy Model output file: ../../unitTests/Legacy/Ax8max_atEpoch_Diff.AP8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AP8
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Max
# Energy levels (MeV):       0.1 0.2 0.4 0.6 0.8 1 2 4 6 8 10 15 20 30 50 60 80 100 150 200 250
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.51875000,1.38984728,2.60496202,-0.79712550,1.60499712e+09,1.26733658e+09,5.12791040e+08,2.66003392e+08,1.33731096e+08,1.05790536e+08,5.75991600e+06,1.00099062e+05,7.23909814e+03,9.54007263e+02,2.62562592e+02,1.36817703e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.51944444,1.37867435,2.64053412,-0.78703196,1.69189210e+09,1.26682074e+09,5.07628448e+08,2.61808528e+08,1.33036352e+08,1.03981192e+08,5.43227200e+06,8.86697031e+04,6.44090039e+03,8.24635193e+02,2.19023300e+02,1.11426344e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52013889,1.36723992,2.67560522,-0.77678883,1.78005350e+09,1.26576090e+09,5.02343872e+08,2.57658304e+08,1.32242456e+08,1.02168568e+08,5.12251800e+06,7.85310703e+04,5.72636377e+03,7.12362671e+02,1.82671112e+02,9.07061958e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52083333,1.35555154,2.71017956,-0.76640146,1.86999590e+09,1.26299776e+09,4.96351040e+08,2.53162832e+08,1.31173440e+08,1.00170960e+08,4.81445600e+06,6.92435859e+04,5.06574854e+03,6.12126282e+02,1.51483688e+02,7.33684158e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52152778,1.34361674,2.74426152,-0.75587487,1.95769626e+09,1.25899558e+09,4.90059584e+08,2.48590624e+08,1.29929672e+08,9.81138160e+07,4.52371850e+06,6.11380898e+04,4.48478906e+03,5.26853210e+02,1.25963585e+02,5.95299959e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52222222,1.33144290,2.77785504,-0.74521362,1.99427290e+09,1.23872333e+09,4.90759360e+08,2.45900976e+08,1.26554576e+08,9.56291280e+07,4.30500900e+06,5.56524375e+04,3.86770068e+03,4.54409454e+02,1.04957092e+02,4.84989786e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52291667,1.31903707,2.81096434,-0.73442240,2.01344589e+09,1.21325901e+09,4.93535008e+08,2.43716240e+08,1.22581656e+08,9.30220960e+07,4.11167900e+06,5.11155625e+04,3.30434937e+03,3.91747192e+02,8.73800049e+01,3.94907999e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52361111,1.30640570,2.84359351,-0.72350578,2.03029798e+09,1.18725043e+09,4.95700416e+08,2.41217136e+08,1.18609848e+08,9.03547680e+07,3.91990025e+06,4.68693516e+04,2.81959180e+03,3.37256470e+02,7.26417618e+01,3.21056247e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52430556,1.29355569,2.87574648,-0.71246782,2.04468531e+09,1.16148122e+09,4.97257184e+08,2.38499136e+08,1.14742000e+08,8.77078800e+07,3.73481725e+06,4.29900352e+04,2.41173242e+03,2.90944397e+02,6.05652885e+01,2.61864424e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52500000,1.28049300,2.90742702,-0.70131278,2.05673843e+09,1.13659725e+09,4.97609088e+08,2.35624160e+08,1.11074160e+08,8.50745840e+07,3.55208550e+06,3.93333711e+04,2.06312891e+03,2.50241180e+02,5.03806229e+01,2.11417270e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
