# Irene Model output file: ../../unitTests/Legacy/Ax8min_atEpoch_Intg.AE8.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Min
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2)
53219.02013889,1.44645844,2.40271786,-0.86049017,1.30300849e+10,9.16117690e+09,6.44216954e+09,3.14959038e+09,1.45026759e+09,9.15998017e+08,6.39322876e+08,3.05526781e+08,1.63092018e+08,7.97374021e+07,4.36621335e+07,2.29593164e+07,1.02451279e+07,3.69980825e+06,1.06004531e+06,2.25269897e+05,3.87804506e+04,6.90645011e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02083333,1.43685460,2.44106636,-0.85146738,1.37083526e+10,9.64758935e+09,6.79099565e+09,3.32340451e+09,1.53171731e+09,9.64939423e+08,6.75699353e+08,3.23182874e+08,1.72201739e+08,8.43275185e+07,4.60159139e+07,2.41169051e+07,1.07255203e+07,3.85879178e+06,1.09970873e+06,2.33012844e+05,3.99986157e+04,7.08720567e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02152778,1.42694265,2.47889157,-0.84226174,1.44026171e+10,1.01462274e+10,7.14913054e+09,3.50200590e+09,1.61554140e+09,1.01471732e+09,7.13140138e+08,3.41393492e+08,1.81550652e+08,8.90504509e+07,4.84282220e+07,2.52958765e+07,1.12126477e+07,4.01889818e+06,1.13931196e+06,2.40700644e+05,4.12063438e+04,7.26319533e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,1.51125686e+10,1.06568846e+10,7.51643875e+09,3.68533108e+09,1.70171382e+09,1.06530527e+09,7.51633735e+08,3.60154274e+08,1.91135115e+08,9.39047002e+07,5.08980443e+07,2.64956170e+07,1.17062446e+07,4.18004640e+06,1.17884207e+06,2.48332303e+05,4.24035565e+04,7.43460844e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,1.58382800e+10,1.11796682e+10,7.89303889e+09,3.87345087e+09,1.79027852e+09,1.11668800e+09,7.91200078e+08,3.79478184e+08,2.00957923e+08,9.88926613e+07,5.34258517e+07,2.77158600e+07,1.22060814e+07,4.34211223e+06,1.21825879e+06,2.55899402e+05,4.35889221e+04,7.60129176e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,1.65797231e+10,1.17145931e+10,8.27896845e+09,4.06639164e+09,1.88125513e+09,1.16885162e+09,8.31848133e+08,3.99371823e+08,2.11019851e+08,1.04015376e+08,5.60116835e+07,2.89563276e+07,1.27119820e+07,4.50501905e+06,1.25754266e+06,2.63398706e+05,4.47619676e+04,7.76329499e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,1.73366878e+10,1.22615220e+10,8.67414050e+09,4.26411365e+09,1.97462843e+09,1.22177801e+09,8.73571286e+08,4.19833153e+08,2.21318535e+08,1.09271964e+08,5.86548625e+07,3.02165973e+07,1.32237694e+07,4.66872011e+06,1.29669058e+06,2.70831248e+05,4.59229345e+04,7.92084517e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,1.81090255e+10,1.28203812e+10,9.07852799e+09,4.46661119e+09,2.07040278e+09,1.27544543e+09,9.16371674e+08,4.40865460e+08,2.31853088e+08,1.14662620e+08,6.13550049e+07,3.14962010e+07,1.37411953e+07,4.83311874e+06,1.33567926e+06,2.78193137e+05,4.70712512e+04,8.07397525e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,1.88972012e+10,1.33916091e+10,9.49252383e+09,4.67410242e+09,2.16870073e+09,1.32984784e+09,9.60304589e+08,4.62501767e+08,2.42633192e+08,1.20194084e+08,6.41141395e+07,3.27951796e+07,1.42640411e+07,4.99804181e+06,1.37444258e+06,2.85469416e+05,4.82044996e+04,8.22227426e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,1.97010371e+10,1.39750896e+10,9.91605518e+09,4.88655417e+09,2.26950996e+09,1.38497061e+09,1.00536470e+09,4.84740606e+08,2.53656855e+08,1.25865640e+08,6.69316955e+07,3.41131871e+07,1.47921701e+07,5.16345992e+06,1.41298271e+06,2.92662189e+05,4.93230889e+04,8.36597983e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,2.05197065e+10,1.45701678e+10,1.03486087e+10,5.10369868e+09,2.37269482e+09,1.44078181e+09,1.05149108e+09,5.07549561e+08,2.64910980e+08,1.31669719e+08,6.98045578e+07,3.54493252e+07,1.53254040e+07,5.32941961e+06,1.45134520e+06,2.99784797e+05,5.04292995e+04,8.50576977e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,2.13531053e+10,1.51768545e+10,1.07902568e+10,5.32557953e+09,2.47828040e+09,1.49735556e+09,1.09868900e+09,5.30927164e+08,2.76395903e+08,1.37606075e+08,7.27318958e+07,3.68031843e+07,1.58635076e+07,5.49584453e+06,1.48951909e+06,3.06834956e+05,5.15220132e+04,8.64163769e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,2.22005648e+10,1.57952026e+10,1.12414351e+10,5.55242297e+09,2.58636003e+09,1.55548060e+09,1.14694397e+09,5.54811251e+08,2.88110245e+08,1.43665139e+08,7.57061327e+07,3.81731016e+07,1.64055674e+07,5.66253075e+06,1.52751341e+06,3.13807837e+05,5.25935028e+04,8.77307865e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,2.30613709e+10,1.64251936e+10,1.17025028e+10,5.78441709e+09,2.69701063e+09,1.61589321e+09,1.19623771e+09,5.79141554e+08,3.00051480e+08,1.49837401e+08,7.87199609e+07,3.95573897e+07,1.69506872e+07,5.82927396e+06,1.56533112e+06,3.20698429e+05,5.36370904e+04,8.89967579e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,2.39355386e+10,1.70669042e+10,1.21735719e+10,6.02162598e+09,2.81026813e+09,1.67866959e+09,1.24658137e+09,6.03920877e+08,3.12221286e+08,1.56123574e+08,8.17732234e+07,4.09558858e+07,1.74987611e+07,5.99603665e+06,1.60296456e+06,3.27506164e+05,5.46532707e+04,9.02157850e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,2.48229743e+10,1.77203303e+10,1.26546957e+10,6.26408416e+09,2.92615446e+09,1.74387986e+09,1.29797983e+09,6.29148931e+08,3.24619825e+08,1.62523587e+08,8.48653867e+07,4.23682575e+07,1.80496190e+07,6.16276262e+06,1.64040202e+06,3.34229787e+05,5.56424343e+04,9.13892046e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,2.57234100e+10,1.83852830e+10,1.31457495e+10,6.51173153e+09,3.04464274e+09,1.81153915e+09,1.35041949e+09,6.54818420e+08,3.37243557e+08,1.69035586e+08,8.79955268e+07,4.37941056e+07,1.86031403e+07,6.32943571e+06,1.67764603e+06,3.40871908e+05,5.66059045e+04,9.25197633e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03194444,1.24696101,2.98641920,-0.68602853,2.66368320e+10,1.90618147e+10,1.36468281e+10,6.76462379e+09,3.16576494e+09,1.88172553e+09,1.40390969e+09,6.80931259e+08,3.50093729e+08,1.75660054e+08,9.11633975e+07,4.52332356e+07,1.91592126e+07,6.49601854e+06,1.71468934e+06,3.47432093e+05,5.75441647e+04,9.36088297e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,2.75632859e+10,1.97500795e+10,1.41581428e+10,7.02288072e+09,3.28958744e+09,1.95456784e+09,1.45847162e+09,7.07493139e+08,3.63173674e+08,1.82398436e+08,9.43687500e+07,4.66853398e+07,1.97176074e+07,6.66241495e+06,1.75150661e+06,3.53905390e+05,5.84566562e+04,9.46561646e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03333333,1.21925132,3.04602571,-0.66310412,2.85025720e+10,2.04499340e+10,1.46795996e+10,7.28645712e+09,3.41609040e+09,2.03008628e+09,1.51409502e+09,7.34498516e+08,3.76480690e+08,1.89249328e+08,9.76109161e+07,4.81501460e+07,2.02782606e+07,6.82862763e+06,1.78810481e+06,3.60295190e+05,5.93447475e+04,9.56644191e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03402778,1.20512321,3.07515099,-0.65149297,2.94545479e+10,2.11613355e+10,1.52112235e+10,7.55537375e+09,3.54528921e+09,2.10835493e+09,1.57078174e+09,7.61945628e+08,3.90014222e+08,1.96212278e+08,1.00889216e+08,4.96272677e+07,2.08409914e+07,6.99460094e+06,1.82447310e+06,3.66600497e+05,6.02088242e+04,9.66347612e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03472222,1.19081978,3.10382911,-0.63978701,3.04191673e+10,2.18843105e+10,1.57530889e+10,7.82967565e+09,3.67721079e+09,2.18945361e+09,1.62853887e+09,7.89835332e+08,4.03774992e+08,2.03287511e+08,1.04203306e+08,5.11164728e+07,2.14056806e+07,7.16029784e+06,1.86060466e+06,3.72820971e+05,6.10493213e+04,9.75683466e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03541667,1.17634606,3.13206335,-0.62798955,3.13963092e+10,2.26187685e+10,1.63051373e+10,8.10933546e+09,3.81184352e+09,2.27340726e+09,1.68736004e+09,8.18164138e+08,4.17761311e+08,2.10474143e+08,1.07552805e+08,5.26176318e+07,2.19723245e+07,7.32574011e+06,1.89651068e+06,3.78960654e+05,6.18676066e+04,9.84676587e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
