# Legacy Model output file: ../../unitTests/Legacy/CammiceAll_Pa70.CAMMICE.output_mean_O+_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CAMMICE/MICS
# Particle species:         O+
# Flux type:                Differential
# Flux direction:           Bin 60-70
# Environment settings:     IGRF; All Activity Levels
# Energy levels (keV):       1-1.3 1.8-2.4 3.2-4.2 5.6-7.4 9.9-13.2 17.5-23.3 30.9-41.1 54.7-72.8 80.3-89.7 100.1-111.7 124.7-139.1 155.3-193.4
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/keV)
53219.01180556,1.53366367,1.89997504,-0.95183246,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.81118506e+02,1.08522578e+02,5.83349471e+01,3.78637325e+01,4.55596356e+00,6.72447714e+00
53219.01250000,1.52865033,1.94497724,-0.94560083,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.90241478e+02,1.10580384e+02,5.94410947e+01,3.85817048e+01,4.64235377e+00,6.85198672e+00
53219.01319444,1.52318025,1.98939854,-0.93908636,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.99277851e+02,1.12618656e+02,6.05367423e+01,3.92928619e+01,4.72792393e+00,6.97828592e+00
53219.01388889,1.51726880,2.03324350,-0.93229988,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.90574942e+02,1.24164417e+02,5.99477567e+01,4.08727111e+01,4.86981712e+00,7.19266556e+00
53219.01458333,1.51093106,2.07651714,-0.92525113,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.73304019e+02,1.40324755e+02,5.85458752e+01,4.28759067e+01,5.03928763e+00,7.45014725e+00
53219.01527778,1.50418085,2.11922432,-0.91794984,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.56140323e+02,1.56471297e+02,5.71556839e+01,4.48811730e+01,5.20914283e+00,7.70818282e+00
53219.01597222,1.49703211,2.16136976,-0.91040510,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.39088678e+02,1.72601167e+02,5.57776309e+01,4.68882255e+01,5.37936262e+00,7.96674115e+00
53219.01666667,1.48949758,2.20295831,-0.90262557,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.22153434e+02,1.88711899e+02,5.44121247e+01,4.88968282e+01,5.54993092e+00,8.22579724e+00
53219.01736111,1.48158981,2.24399485,-0.89462001,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.05338929e+02,2.04800994e+02,5.30595713e+01,5.09067397e+01,5.72083109e+00,8.48532525e+00
53219.01805556,1.47332072,2.28448440,-0.88639597,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,3.98596486e+02,2.15560275e+02,5.26658837e+01,5.24348859e+01,5.86088735e+00,8.69654347e+00
53219.01875000,1.46470178,2.32443150,-0.87796145,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.05304127e+02,2.19187755e+02,5.35521531e+01,5.33172680e+01,5.95951523e+00,8.84289021e+00
53219.01944444,1.45574413,2.36384103,-0.86932383,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.12052231e+02,2.22837118e+02,5.44437688e+01,5.42049730e+01,6.05873809e+00,8.99011976e+00
53219.02013889,1.44645844,2.40271786,-0.86049017,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.18841190e+02,2.26508575e+02,5.53407824e+01,5.50980523e+01,6.15856165e+00,9.13824067e+00
53219.02083333,1.43685460,2.44106636,-0.85146738,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.25671257e+02,2.30202263e+02,5.62432277e+01,5.59965394e+01,6.25898967e+00,9.28725848e+00
53219.02152778,1.42694265,2.47889157,-0.84226174,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.32543040e+02,2.33918511e+02,5.71511848e+01,5.69005141e+01,6.36003106e+00,9.43718644e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.39457013e+02,2.37657575e+02,5.80647164e+01,5.78100389e+01,6.46169281e+00,9.58803490e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.46413731e+02,2.41419756e+02,5.89838959e+01,5.87251867e+01,6.56398307e+00,9.73981596e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.53413756e+02,2.45205358e+02,5.99087975e+01,5.96460316e+01,6.66691013e+00,9.89254192e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.60457709e+02,2.49014715e+02,6.08395032e+01,6.05726551e+01,6.77048308e+00,1.00462263e+01
53219.02500000,1.37307870,2.66032286,-0.79370542,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.67546371e+02,2.52848251e+02,6.17761162e+01,6.15051601e+01,6.87471343e+00,1.02008861e+01
53219.02569444,1.36150411,2.69510108,-0.78352791,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.74680159e+02,2.56706191e+02,6.27186916e+01,6.24436012e+01,6.97960729e+00,1.03565304e+01
53219.02638889,1.34968075,2.72938677,-0.77320693,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.81859968e+02,2.60589019e+02,6.36673477e+01,6.33880964e+01,7.08517785e+00,1.05131789e+01
53219.02708333,1.33761568,2.76318386,-0.76274752,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.89086357e+02,2.64497037e+02,6.46221583e+01,6.43387191e+01,7.19143330e+00,1.06708436e+01
53219.02777778,1.32531611,2.79649642,-0.75215438,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,4.96359987e+02,2.68430603e+02,6.55832108e+01,6.52955563e+01,7.29838338e+00,1.08295390e+01
53219.02847222,1.31278896,2.82932870,-0.74143207,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,5.03681580e+02,2.72390108e+02,6.65506006e+01,6.62587031e+01,7.40603870e+00,1.09892809e+01
53219.02916667,1.30004065,2.86168446,-0.73058466,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,5.14836414e+02,2.73563491e+02,6.86946387e+01,6.77185008e+01,7.72849544e+00,1.11086015e+01
53219.02986111,1.28707747,2.89356762,-0.71961671,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,5.35203625e+02,2.67954091e+02,7.36784900e+01,7.03717572e+01,8.57001619e+00,1.11285589e+01
53219.03055556,1.27390601,2.92498195,-0.70853199,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,5.55572123e+02,2.62407981e+02,7.86538787e+01,7.30252810e+01,9.40951492e+00,1.11501424e+01
53219.03125000,1.26053177,2.95593122,-0.69733473,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,5.75941895e+02,2.56925933e+02,8.36206951e+01,7.56790715e+01,1.02469660e+01,1.11733715e+01
53219.03194444,1.24696101,2.98641920,-0.68602853,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,5.96313226e+02,2.51508634e+02,8.85789036e+01,7.83331671e+01,1.10823563e+01,1.11982663e+01
53219.03263889,1.23319893,3.01644949,-0.67461718,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.16686150e+02,2.46156835e+02,9.35284079e+01,8.09875736e+01,1.19156624e+01,1.12248460e+01
53219.03333333,1.21925132,3.04602571,-0.66310412,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.37060744e+02,2.40871270e+02,9.84691222e+01,8.36423020e+01,1.27468628e+01,1.12531300e+01
53219.03402778,1.20512321,3.07515099,-0.65149297,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.57436752e+02,2.35652752e+02,1.03400882e+02,8.62973201e+01,1.35759228e+01,1.12831371e+01
53219.03472222,1.19081978,3.10382911,-0.63978701,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.77814000e+02,2.30502064e+02,1.08323543e+02,8.89526066e+01,1.44028113e+01,1.13148859e+01
53219.03541667,1.17634606,3.13206335,-0.62798955,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,6.98192381e+02,2.25419960e+02,1.13236979e+02,9.16081485e+01,1.52275001e+01,1.13483947e+01
53219.03611111,1.16170690,3.15985701,-0.61610356,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,7.15455083e+02,2.22723276e+02,1.17177362e+02,9.38601988e+01,1.58736568e+01,1.14178433e+01
53219.03680556,1.14690686,3.18721324,-0.60413250,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,7.25130509e+02,2.25735265e+02,1.18762005e+02,9.51295132e+01,1.60883235e+01,1.15722520e+01
53219.03750000,1.13195050,3.21413533,-0.59207889,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,9.71276419e+02,2.32290189e+02,1.10837509e+02,1.13899103e+02,1.63278731e+01,2.44400217e+01
53219.03819444,1.11684235,3.24062626,-0.57994601,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,9.84242354e+02,2.35391118e+02,1.12317121e+02,1.15419585e+02,1.65458401e+01,2.47662807e+01
53219.03888889,1.10158683,3.26668916,-0.56773638,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,9.97297926e+02,2.38513485e+02,1.13806962e+02,1.16950579e+02,1.67653139e+01,2.50947953e+01
53219.03958333,1.08618785,3.29232703,-0.55545298,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.01044305e+03,2.41657268e+02,1.15307021e+02,1.18492073e+02,1.69862930e+01,2.54255632e+01
53219.04027778,1.07064964,3.31754285,-0.54309832,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.02373343e+03,2.44835792e+02,1.16823657e+02,1.20050603e+02,1.72097142e+01,2.57599863e+01
53219.04097222,1.05497614,3.34233943,-0.53067491,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,-1.00000000e+00,1.03692455e+03,2.47990577e+02,1.18328966e+02,1.21597491e+02,1.74314667e+01,2.60919116e+01
