# Legacy Model output file: ../../unitTests/Legacy/Ax8min_NatEpochSaa_Intg.AE8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Activity Level: Min
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s)
53219.02152778,1.42694265,2.47889157,-0.84226174,1.17480127e+07,8.44254980e+06,6.06712988e+06,3.02662402e+06,1.42134656e+06,8.40283081e+05,6.34881836e+05,3.09039917e+05,1.58353745e+05,8.00769806e+04,4.08392067e+04,1.99120808e+04,8.21355629e+03,2.69249582e+03,6.63821101e+02,1.28582150e+02,2.01885533e+01,2.92166555e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,1.19925039e+07,8.62896777e+06,6.20879590e+06,3.09941748e+06,1.45739917e+06,8.53302002e+05,6.51041443e+05,3.17449158e+05,1.61995758e+05,8.20940857e+04,4.17319450e+04,2.02430897e+04,8.32012749e+03,2.71206737e+03,6.63970172e+02,1.28018752e+02,2.00761799e+01,2.86283018e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,1.22359961e+07,8.81509766e+06,6.35060303e+06,3.17237988e+06,1.49362488e+06,8.66091736e+05,6.67280457e+05,3.25924377e+05,1.65638763e+05,8.41199722e+04,4.26229439e+04,2.05693684e+04,8.42388725e+03,2.73042321e+03,6.63789749e+02,1.27394855e+02,1.99545976e+01,2.80386466e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,1.24754023e+07,8.99873926e+06,6.49095801e+06,3.24471533e+06,1.52964392e+06,8.78437378e+05,6.83430542e+05,3.34384949e+05,1.69241196e+05,8.61336899e+04,4.35015259e+04,2.08858147e+04,8.52278614e+03,2.74691916e+03,6.63130879e+02,1.26682580e+02,1.98194999e+01,2.74418574e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,1.27190312e+07,9.18658008e+06,6.63519385e+06,3.31922803e+06,1.56690649e+06,8.90635254e+05,7.00142944e+05,3.43185272e+05,1.72938690e+05,8.82158508e+04,4.43993454e+04,2.12008629e+04,8.61837292e+03,2.76110816e+03,6.61605835e+02,1.25773355e+02,1.96524672e+01,2.67883274e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,1.29551367e+07,9.36873926e+06,6.77517041e+06,3.39157349e+06,1.60311658e+06,9.02444519e+05,7.16383301e+05,3.51746948e+05,1.76526321e+05,9.02386017e+04,4.52699356e+04,2.15058327e+04,8.71098042e+03,2.77506137e+03,6.60301030e+02,1.24947853e+02,1.95003711e+01,2.61936034e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,1.31892090e+07,9.54985254e+06,6.91472021e+06,3.46379907e+06,1.63935876e+06,9.13962646e+05,7.32641479e+05,3.60346069e+05,1.80100372e+05,9.22628479e+04,4.61351051e+04,2.18045788e+04,8.80029678e+03,2.78772569e+03,6.58677995e+02,1.24067344e+02,1.93400681e+01,2.56000832e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,1.34209658e+07,9.72973535e+06,7.05372070e+06,3.53584619e+06,1.67560864e+06,9.25177673e+05,7.48905212e+05,3.68975891e+05,1.83657242e+05,9.42865219e+04,4.69938889e+04,2.20967007e+04,8.88620090e+03,2.79909062e+03,6.56739771e+02,1.23133339e+02,1.91718135e+01,2.50082999e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,1.36686465e+07,9.92467969e+06,7.20621973e+06,3.61538525e+06,1.71605200e+06,9.36122192e+05,7.67062866e+05,3.78731537e+05,1.87547333e+05,9.65413895e+04,4.79225159e+04,2.23891735e+04,8.96345711e+03,2.80356431e+03,6.52048349e+02,1.21551260e+02,1.88975632e+01,2.42011785e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,1.38922676e+07,1.00987959e+07,7.34117480e+06,3.68545923e+06,1.75141711e+06,9.46788635e+05,7.82933533e+05,3.87188629e+05,1.90997971e+05,9.85150528e+04,4.87532997e+04,2.26679115e+04,9.04452133e+03,2.81398630e+03,6.50183141e+02,1.20681047e+02,1.87415481e+01,2.36752769e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
