'*',    30,     1,     9,    16,     3,     3, 10890,     0
'SPENVIS 4.6.13.3554          - 30-Jan-2026 03:58:37'
'PRJ_DEF', -1,'TEST'
'PRJ_HDR', -1,' '
'MOD_ABB', -1,'TPP'
'GRD_TYP', 1, 2
'GRD_LBL', -1,'Grid type: world map at    550.0 km'
'GRD_VAR', -1,' '
'GRD_ALT', 1,    550.0,'km'
'GRD_NLO', 1, 121
'GRD_NLA', 1,  90
'PS Annotation',  6,  1
'Grid type: world map at    550.0 km'
 0.05, 2.00, 0.00
'Planet: Earth'
 0.10, 1.50, 0.00
'Universal time:  0.0 hr'
 0.10, 1.50, 0.00
'PS Annotation',  8,  0
'Trapped particle model: ESA-SEE1'
 0.05, 2.00, 0.00
'Internal magnetic field model: Jensen & Cain 1960 updated to 1996.8'
 0.10, 1.50, 0.00
'External magnetic field model: None'
 0.10, 1.50, 0.00
'Pitch angle:  90.0 deg'
 0.10, 1.50, 0.00
'B','Gauss', 1,'!8B!3'
'L','!8R!3!dE!n', 1,'!8L!3'
'Flux','cm!u-2!n s!u-1!n', 1,'ESA-SEE1 Flux >   0.10 MeV'
  4.6536E-01,  1.6304E+01,  0.0000E+00
  4.6528E-01,  1.6215E+01,  0.0000E+00
  4.6519E-01,  1.6121E+01,  0.0000E+00
  4.6509E-01,  1.6023E+01,  0.0000E+00
  4.6498E-01,  1.5923E+01,  0.0000E+00
  4.6486E-01,  1.5821E+01,  0.0000E+00
  4.6473E-01,  1.5718E+01,  0.0000E+00
  4.6458E-01,  1.5615E+01,  0.0000E+00
  4.6443E-01,  1.5511E+01,  0.0000E+00
  4.6427E-01,  1.5408E+01,  0.0000E+00
  4.6410E-01,  1.5306E+01,  0.0000E+00
  4.6392E-01,  1.5203E+01,  0.0000E+00
  4.6373E-01,  1.5102E+01,  0.0000E+00
  4.6353E-01,  1.5003E+01,  0.0000E+00
  4.6333E-01,  1.4904E+01,  0.0000E+00
  4.6312E-01,  1.4808E+01,  0.0000E+00
  4.6291E-01,  1.4714E+01,  0.0000E+00
  4.6269E-01,  1.4622E+01,  0.0000E+00
  4.6246E-01,  1.4531E+01,  0.0000E+00
  4.6223E-01,  1.4444E+01,  0.0000E+00
