# GPS_1DAY_SPMO test orbit
# System: GSE
# Units: Re
# Data Delimiter: Comma
# Time format: YrMoDaHrMnSc
# Year,Month,Day,Hour,Minute,Second,X,Y,Z
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,1.600000000000e+01,0.000000000000e+00,2.462727703502e-01,4.150613415162e+00,3.044004069759e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,1.700000000000e+01,0.000000000000e+00,2.151199820524e-01,4.150916325401e+00,3.232890609213e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,1.800000000000e+01,0.000000000000e+00,1.839507252877e-01,4.150902164668e+00,3.421529601592e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,1.900000000000e+01,0.000000000000e+00,1.527673736637e-01,4.150570934340e+00,3.609906634095e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.000000000000e+01,0.000000000000e+00,1.215723175513e-01,4.149922660211e+00,3.798007219263e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.100000000000e+01,0.000000000000e+00,9.036793253702e-02,4.148957392150e+00,3.985816985566e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.200000000000e+01,0.000000000000e+00,5.915659491675e-02,4.147675204029e+00,4.173321583547e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.300000000000e+01,0.000000000000e+00,2.794069721829e-02,4.146076194597e+00,4.360506592845e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.400000000000e+01,0.000000000000e+00,-3.277388608220e-03,4.144160485842e+00,4.547357743188e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.500000000000e+01,0.000000000000e+00,-3.449526951001e-02,4.141928225117e+00,4.733860664469e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.600000000000e+01,0.000000000000e+00,-6.571056814615e-02,4.139379583020e+00,4.920001107243e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.700000000000e+01,0.000000000000e+00,-9.692090736702e-02,4.136514754104e+00,5.105764849579e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.800000000000e+01,0.000000000000e+00,-1.281238947020e-01,4.133333958541e+00,5.291137604997e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,2.900000000000e+01,0.000000000000e+00,-1.593171539345e-01,4.129837439223e+00,5.476105210414e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.000000000000e+01,0.000000000000e+00,-1.904983095798e-01,4.126025462948e+00,5.660653533495e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.100000000000e+01,0.000000000000e+00,-2.216649713929e-01,4.121898322554e+00,5.844768381236e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.200000000000e+01,0.000000000000e+00,-2.528147659136e-01,4.117456333059e+00,6.028435686672e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.300000000000e+01,0.000000000000e+00,-2.839453209536e-01,4.112699833324e+00,6.211641416806e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.400000000000e+01,0.000000000000e+00,-3.150542501353e-01,4.107629188648e+00,6.394371481888e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.500000000000e+01,0.000000000000e+00,-3.461391843852e-01,4.102244785964e+00,6.576611920767e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.600000000000e+01,0.000000000000e+00,-3.771977564409e-01,4.096547035957e+00,6.758348809454e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.700000000000e+01,0.000000000000e+00,-4.082275854312e-01,4.090536376141e+00,6.939568171161e-01
