# GPS_1DAY_SPMO test orbit
# System: GSE
# Units: Re
# Data Delimiter: Comma
# Time format: YrMoDaHrMnSc
# Year,Month,Day,Hour,Minute,Second,X,Y,Z
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.800000000000e+01,0.000000000000e+00,-4.392263134902e-01,4.084213264005e+00,7.120256190417e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.900000000000e+01,0.000000000000e+00,-4.701915643261e-01,4.077578185041e+00,7.300398971100e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.000000000000e+01,0.000000000000e+00,-5.011209797906e-01,4.070631645413e+00,7.479982749754e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.100000000000e+01,0.000000000000e+00,-5.320122044427e-01,4.063374174870e+00,7.658993805351e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.200000000000e+01,0.000000000000e+00,-5.628628702196e-01,4.055806330586e+00,7.837418370740e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.300000000000e+01,0.000000000000e+00,-5.936706276894e-01,4.047928689819e+00,8.015242813754e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.400000000000e+01,0.000000000000e+00,-6.244331306623e-01,4.039741853281e+00,8.192453547775e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.500000000000e+01,0.000000000000e+00,-6.551480209315e-01,4.031246449447e+00,8.369036944108e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.600000000000e+01,0.000000000000e+00,-6.858129593949e-01,4.022443126268e+00,8.544979511269e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.700000000000e+01,0.000000000000e+00,-7.164256107256e-01,4.013332555010e+00,8.720267806411e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.800000000000e+01,0.000000000000e+00,-7.469836281925e-01,4.003915435013e+00,8.894888348689e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,4.900000000000e+01,0.000000000000e+00,-7.774846846301e-01,3.994192484479e+00,9.068827796597e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.000000000000e+01,0.000000000000e+00,-8.079264571784e-01,3.984164444764e+00,9.242072860326e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.100000000000e+01,0.000000000000e+00,-8.383066121937e-01,3.973832085594e+00,9.414610216168e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.200000000000e+01,0.000000000000e+00,-8.686228360459e-01,3.963196194926e+00,9.586426681790e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.300000000000e+01,0.000000000000e+00,-8.988728199375e-01,3.952257583695e+00,9.757509129578e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.400000000000e+01,0.000000000000e+00,-9.290542449149e-01,3.941017091487e+00,9.927844402143e-01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.500000000000e+01,0.000000000000e+00,-9.591648175142e-01,3.929475573510e+00,1.009741951377e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.600000000000e+01,0.000000000000e+00,-9.892022294612e-01,3.917633915602e+00,1.026622142300e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.700000000000e+01,0.000000000000e+00,-1.019164193211e+00,3.905493020749e+00,1.043423723292e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.800000000000e+01,0.000000000000e+00,-1.049048426922e+00,3.893053814591e+00,1.060145410629e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.900000000000e+01,0.000000000000e+00,-1.078852639659e+00,3.880317251835e+00,1.076785918299e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.108574561626e+00,3.867284303672e+00,1.093343974925e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,5.000000000000e+00,0.000000000000e+00,-1.255870650356e+00,3.797709420931e+00,1.174853348594e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,1.000000000000e+01,0.000000000000e+00,-1.400772059453e+00,3.720883814287e+00,1.254114061176e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,1.500000000000e+01,0.000000000000e+00,-1.543002331106e+00,3.636954217076e+00,1.330974405687e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,2.000000000000e+01,0.000000000000e+00,-1.682290115325e+00,3.546080917196e+00,1.405287277119e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,2.500000000000e+01,0.000000000000e+00,-1.818369659038e+00,3.448437467861e+00,1.476910438538e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,3.000000000000e+01,0.000000000000e+00,-1.950981332284e+00,3.344210345124e+00,1.545706803714e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,3.500000000000e+01,0.000000000000e+00,-2.079872114501e+00,3.233598598263e+00,1.611544694730e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,4.000000000000e+01,0.000000000000e+00,-2.204796094429e+00,3.116813454606e+00,1.674298102737e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,4.500000000000e+01,0.000000000000e+00,-2.325514913371e+00,2.994077938396e+00,1.733846915894e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,5.000000000000e+01,0.000000000000e+00,-2.441798237398e+00,2.865626430272e+00,1.790077158188e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,1.000000000000e+00,5.500000000000e+01,0.000000000000e+00,-2.553424192440e+00,2.731704223281e+00,1.842881205330e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.660179784139e+00,2.592567059216e+00,1.892157989152e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.000000000000e+00,0.000000000000e+00,-2.680928364999e+00,2.564137043369e+00,1.901581653569e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,0.000000000000e+00,-2.701472372010e+00,2.535511193613e+00,1.910859712692e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.000000000000e+00,0.000000000000e+00,-2.721810230014e+00,2.506691706388e+00,1.919991452977e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.000000000000e+00,0.000000000000e+00,-2.741940389935e+00,2.477680778544e+00,1.928976176760e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.000000000000e+00,0.000000000000e+00,-2.761861318403e+00,2.448480621421e+00,1.937813197537e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,6.000000000000e+00,0.000000000000e+00,-2.781571488017e+00,2.419093475515e+00,1.946501835681e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,7.000000000000e+00,0.000000000000e+00,-2.801069397493e+00,2.389521580930e+00,1.955041427386e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,8.000000000000e+00,0.000000000000e+00,-2.820353561601e+00,2.359767191758e+00,1.963431320157e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,9.000000000000e+00,0.000000000000e+00,-2.839422501745e+00,2.329832591007e+00,1.971670868753e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.000000000000e+01,0.000000000000e+00,-2.858274768607e+00,2.299720055435e+00,1.979759445024e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.100000000000e+01,0.000000000000e+00,-2.876908916693e+00,2.269431895522e+00,1.987696426904e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.200000000000e+01,0.000000000000e+00,-2.895323526650e+00,2.238970420029e+00,1.995481208015e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.300000000000e+01,0.000000000000e+00,-2.913517195734e+00,2.208337950840e+00,2.003113193531e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.400000000000e+01,0.000000000000e+00,-2.931488528926e+00,2.177536838316e+00,2.010591796503e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.500000000000e+01,0.000000000000e+00,-2.949236157346e+00,2.146569430304e+00,2.017916445575e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.600000000000e+01,0.000000000000e+00,-2.966758729032e+00,2.115438087242e+00,2.025086581076e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.700000000000e+01,0.000000000000e+00,-2.984054900405e+00,2.084145197757e+00,2.032101651577e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.800000000000e+01,0.000000000000e+00,-3.001123353991e+00,2.052693147168e+00,2.038961121136e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,1.900000000000e+01,0.000000000000e+00,-3.017962789545e+00,2.021084332845e+00,2.045664465626e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.000000000000e+01,0.000000000000e+00,-3.034571915846e+00,1.989321180037e+00,2.052211169515e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.100000000000e+01,0.000000000000e+00,-3.050949467738e+00,1.957406109898e+00,2.058600732648e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.200000000000e+01,0.000000000000e+00,-3.067094197580e+00,1.925341555079e+00,2.064832666800e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.300000000000e+01,0.000000000000e+00,-3.083004867400e+00,1.893129975786e+00,2.070906492692e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.400000000000e+01,0.000000000000e+00,-3.098680267833e+00,1.860773821904e+00,2.076821747280e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.500000000000e+01,0.000000000000e+00,-3.114119196879e+00,1.828275576004e+00,2.082577975640e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.600000000000e+01,0.000000000000e+00,-3.129320478488e+00,1.795637715249e+00,2.088174738015e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.700000000000e+01,0.000000000000e+00,-3.144282954584e+00,1.762862727368e+00,2.093611606751e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.800000000000e+01,0.000000000000e+00,-3.159005477812e+00,1.729953127058e+00,2.098888163715e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,2.900000000000e+01,0.000000000000e+00,-3.173486926671e+00,1.696911422824e+00,2.104004005800e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.000000000000e+01,0.000000000000e+00,-3.187726197900e+00,1.663740133167e+00,2.108958742095e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.100000000000e+01,0.000000000000e+00,-3.201722199573e+00,1.630441803181e+00,2.113751991548e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.200000000000e+01,0.000000000000e+00,-3.215473865514e+00,1.597018970986e+00,2.118383387976e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.300000000000e+01,0.000000000000e+00,-3.228980148029e+00,1.563474184126e+00,2.122852577483e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.400000000000e+01,0.000000000000e+00,-3.242240011376e+00,1.529810016341e+00,2.127159216358e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.500000000000e+01,0.000000000000e+00,-3.255252445434e+00,1.496029033622e+00,2.131302975598e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.600000000000e+01,0.000000000000e+00,-3.268016458796e+00,1.462133810806e+00,2.135283538563e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.700000000000e+01,0.000000000000e+00,-3.280531072617e+00,1.428126948506e+00,2.139100599121e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.800000000000e+01,0.000000000000e+00,-3.292795335558e+00,1.394011033095e+00,2.142753866275e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,3.900000000000e+01,0.000000000000e+00,-3.304808307079e+00,1.359788682114e+00,2.146243059063e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.000000000000e+01,0.000000000000e+00,-3.316569072005e+00,1.325462504080e+00,2.149567910938e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.100000000000e+01,0.000000000000e+00,-3.328076734241e+00,1.291035115371e+00,2.152728167829e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.200000000000e+01,0.000000000000e+00,-3.339330411238e+00,1.256509157412e+00,2.155723586691e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.300000000000e+01,0.000000000000e+00,-3.350329245643e+00,1.221887261850e+00,2.158553938703e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.400000000000e+01,0.000000000000e+00,-3.361072399377e+00,1.187172067595e+00,2.161219007574e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.500000000000e+01,0.000000000000e+00,-3.371559048493e+00,1.152366238142e+00,2.163718588342e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.600000000000e+01,0.000000000000e+00,-3.381788394044e+00,1.117472426459e+00,2.166052490072e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.700000000000e+01,0.000000000000e+00,-3.391759656546e+00,1.082493292172e+00,2.168220534403e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.800000000000e+01,0.000000000000e+00,-3.401472071219e+00,1.047431519018e+00,2.170222554598e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,4.900000000000e+01,0.000000000000e+00,-3.410924898072e+00,1.012289779459e+00,2.172058397737e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.000000000000e+01,0.000000000000e+00,-3.420117416752e+00,9.770707520106e-01,2.173727923511e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.100000000000e+01,0.000000000000e+00,-3.429048922171e+00,9.417771388045e-01,2.175231003525e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.200000000000e+01,0.000000000000e+00,-3.437718733802e+00,9.064116299625e-01,2.176567522978e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.300000000000e+01,0.000000000000e+00,-3.446126190918e+00,8.709769210461e-01,2.177737379713e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.400000000000e+01,0.000000000000e+00,-3.454270648607e+00,8.354757307257e-01,2.178740483761e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.500000000000e+01,0.000000000000e+00,-3.462151487576e+00,7.999107589648e-01,2.179576758649e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.600000000000e+01,0.000000000000e+00,-3.469768103279e+00,7.642847344209e-01,2.180246140061e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.700000000000e+01,0.000000000000e+00,-3.477119915320e+00,7.286003725314e-01,2.180748576897e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.800000000000e+01,0.000000000000e+00,-3.484206363334e+00,6.928603931472e-01,2.181084030725e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.000000000000e+00,5.900000000000e+01,0.000000000000e+00,-3.491026903668e+00,6.570675383430e-01,2.181252475749e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.497581016547e+00,6.212245362595e-01,2.181253899138e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,5.000000000000e+00,0.000000000000e+00,-3.526338361753e+00,4.413532552089e-01,2.178756135058e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,1.000000000000e+01,0.000000000000e+00,-3.548368605807e+00,2.606403656930e-01,2.172088246983e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,1.500000000000e+01,0.000000000000e+00,-3.563629665298e+00,7.943092254244e-02,2.161262997639e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,2.000000000000e+01,0.000000000000e+00,-3.572092371696e+00,-1.019290916435e-01,2.146301105750e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,2.500000000000e+01,0.000000000000e+00,-3.573740524037e+00,-2.830933906576e-01,2.127231208566e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,3.000000000000e+01,0.000000000000e+00,-3.568570922210e+00,-4.637160701564e-01,2.104089805737e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,3.500000000000e+01,0.000000000000e+00,-3.556593373063e+00,-6.434522560332e-01,2.076921190725e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,4.000000000000e+01,0.000000000000e+00,-3.537830669963e+00,-8.219587869639e-01,2.045777362245e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,4.500000000000e+01,0.000000000000e+00,-3.512318551828e+00,-9.988948334599e-01,2.010717930213e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,5.000000000000e+01,0.000000000000e+00,-3.480105633683e+00,-1.173922572754e+00,1.971809998135e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000000e+00,5.500000000000e+01,0.000000000000e+00,-3.441253314299e+00,-1.346707827760e+00,1.929128035520e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.395835660808e+00,-1.516920699454e+00,1.882753736964e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.000000000000e+00,0.000000000000e+00,-3.385971691548e+00,-1.550625895646e+00,1.873043485477e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.000000000000e+00,0.000000000000e+00,-3.375849283654e+00,-1.584212611010e+00,1.863189810698e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.000000000000e+00,0.000000000000e+00,-3.365469212646e+00,-1.617678268882e+00,1.853193470441e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,4.000000000000e+00,0.000000000000e+00,-3.354832268641e+00,-1.651020318752e+00,1.843055228499e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,5.000000000000e+00,0.000000000000e+00,-3.343939261190e+00,-1.684236219471e+00,1.832775859438e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,6.000000000000e+00,0.000000000000e+00,-3.332791024889e+00,-1.717323422836e+00,1.822356153810e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,7.000000000000e+00,0.000000000000e+00,-3.321388408357e+00,-1.750279407193e+00,1.811796907755e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,8.000000000000e+00,0.000000000000e+00,-3.309732279459e+00,-1.783101660826e+00,1.801098928004e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,9.000000000000e+00,0.000000000000e+00,-3.297823531291e+00,-1.815787665742e+00,1.790263037306e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.000000000000e+01,0.000000000000e+00,-3.285663068333e+00,-1.848334936320e+00,1.779290061745e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.100000000000e+01,0.000000000000e+00,-3.273251822344e+00,-1.880740975670e+00,1.768180845218e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.200000000000e+01,0.000000000000e+00,-3.260590738134e+00,-1.913003314074e+00,1.756936236546e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.300000000000e+01,0.000000000000e+00,-3.247680779411e+00,-1.945119492696e+00,1.745557094825e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.400000000000e+01,0.000000000000e+00,-3.234522935393e+00,-1.977087047729e+00,1.734044295188e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.500000000000e+01,0.000000000000e+00,-3.221118207749e+00,-2.008903542886e+00,1.722398717290e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.600000000000e+01,0.000000000000e+00,-3.207467616823e+00,-2.040566553320e+00,1.710621250864e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.700000000000e+01,0.000000000000e+00,-3.193572208615e+00,-2.072073650000e+00,1.698712801677e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.800000000000e+01,0.000000000000e+00,-3.179433040963e+00,-2.103422431744e+00,1.686674279612e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,1.900000000000e+01,0.000000000000e+00,-3.165051190149e+00,-2.134610509362e+00,1.674506604426e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.000000000000e+01,0.000000000000e+00,-3.150427758231e+00,-2.165635490268e+00,1.662210711894e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.100000000000e+01,0.000000000000e+00,-3.135563858496e+00,-2.196495010037e+00,1.649787541502e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.200000000000e+01,0.000000000000e+00,-3.120460622421e+00,-2.227186716777e+00,1.637238042395e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.300000000000e+01,0.000000000000e+00,-3.105119207369e+00,-2.257708255992e+00,1.624563179714e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.400000000000e+01,0.000000000000e+00,-3.089540778676e+00,-2.288057306713e+00,1.611763919743e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.500000000000e+01,0.000000000000e+00,-3.073726530134e+00,-2.318231540741e+00,1.598841246829e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.600000000000e+01,0.000000000000e+00,-3.057677665722e+00,-2.348228658511e+00,1.585796148347e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.700000000000e+01,0.000000000000e+00,-3.041395407167e+00,-2.378046373871e+00,1.572629620959e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.800000000000e+01,0.000000000000e+00,-3.024881002222e+00,-2.407682399394e+00,1.559342677261e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,2.900000000000e+01,0.000000000000e+00,-3.008135708189e+00,-2.437134476547e+00,1.545936332455e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.000000000000e+01,0.000000000000e+00,-2.991160799839e+00,-2.466400360726e+00,1.532411610808e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.100000000000e+01,0.000000000000e+00,-2.973957578025e+00,-2.495477806851e+00,1.518769552462e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.200000000000e+01,0.000000000000e+00,-2.956527352511e+00,-2.524364598972e+00,1.505011199751e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.300000000000e+01,0.000000000000e+00,-2.938871450235e+00,-2.553058535577e+00,1.491137603836e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.400000000000e+01,0.000000000000e+00,-2.920991224259e+00,-2.581557415474e+00,1.477149831691e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.500000000000e+01,0.000000000000e+00,-2.902888035908e+00,-2.609859066819e+00,1.463048952062e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.600000000000e+01,0.000000000000e+00,-2.884563263376e+00,-2.637961332707e+00,1.448836042283e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.700000000000e+01,0.000000000000e+00,-2.866018311006e+00,-2.665862057345e+00,1.434512195422e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.800000000000e+01,0.000000000000e+00,-2.847254587585e+00,-2.693559119117e+00,1.420078503474e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,3.900000000000e+01,0.000000000000e+00,-2.828273531108e+00,-2.721050393326e+00,1.405536076487e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,4.000000000000e+01,0.000000000000e+00,-2.809076586742e+00,-2.748333784942e+00,1.390886025585e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,4.100000000000e+01,0.000000000000e+00,-2.789665215988e+00,-2.775407214678e+00,1.376129470060e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,4.200000000000e+01,0.000000000000e+00,-2.770040906493e+00,-2.802268605690e+00,1.361267544792e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,4.300000000000e+01,0.000000000000e+00,-2.750205152416e+00,-2.828915910966e+00,1.346301385313e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,4.400000000000e+01,0.000000000000e+00,-2.730159463913e+00,-2.855347099707e+00,1.331232135070e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,4.000000000000e+00,4.500000000000e+01,0.000000000000e+00,-2.709905377265e+00,-2.881560144350e+00,1.316060952989e+00
