# GPS_1DAY_AE9 test orbit
# System: GEI
# Units: RE
# MJD, X, Y, Z
5.702370138889e+04,-3.471779849273e+00,1.323906879195e+00,1.890734970634e+00
5.702370486111e+04,-3.569413425233e+00,1.235541596068e+00,1.764536267672e+00
5.702370833333e+04,-3.660215168879e+00,1.144811494974e+00,1.634960254643e+00
5.702371180556e+04,-3.744011283618e+00,1.051890235841e+00,1.502254943628e+00
5.702371527778e+04,-3.820641389893e+00,9.569556630795e-01,1.366674322768e+00
5.702371875000e+04,-3.889958815288e+00,8.601894838761e-01,1.228477896818e+00
5.702372222222e+04,-3.951830886735e+00,7.617769080209e-01,1.087930172772e+00
5.702372569444e+04,-4.006139181524e+00,6.619062964953e-01,9.453001579898e-01
5.702372916667e+04,-4.052779752523e+00,5.607688043608e-01,8.008608501910e-01
5.702373263889e+04,-4.091663333134e+00,4.585580012887e-01,6.548886955162e-01
5.702373611111e+04,-4.122715498763e+00,3.554695214116e-01,5.076630884616e-01
5.702373958333e+04,-4.145876815781e+00,2.517006753584e-01,3.594658178088e-01
5.702374305556e+04,-4.161102953213e+00,1.474500794753e-01,2.105805370967e-01
5.702374652778e+04,-4.168364769359e+00,4.291726168380e-02,6.129220172854e-02
5.702375000000e+04,-4.167648364511e+00,-6.169769944623e-02,-8.811344648471e-02
5.702375347222e+04,-4.158955109861e+00,-1.661945716113e-01,-2.373504461781e-01
5.702375694444e+04,-4.142301644240e+00,-2.703733485296e-01,-3.861331587787e-01
5.702376041667e+04,-4.117719843219e+00,-3.740346292864e-01,-5.341768102679e-01
5.702376388889e+04,-4.085256754547e+00,-4.769800138659e-01,-6.811980560584e-01
5.702376736111e+04,-4.044974513038e+00,-5.790124620371e-01,-8.269154935372e-01
5.702377083333e+04,-3.996950218622e+00,-6.799366844085e-01,-9.710502205488e-01
5.702377430556e+04,-3.941275791455e+00,-7.795595094085e-01,-1.113326359499e+00
5.702377777778e+04,-3.878057788269e+00,-8.776902663266e-01,-1.253471604391e+00
5.702378125000e+04,-3.807417209619e+00,-9.741411302178e-01,-1.391217713406e+00
5.702378472222e+04,-3.729489261076e+00,-1.068727494804e+00,-1.526301041454e+00
5.702378819444e+04,-3.644423096190e+00,-1.161268322444e+00,-1.658463039992e+00
5.702379166667e+04,-3.552381534206e+00,-1.251586487654e+00,-1.787450747609e+00
5.702379513889e+04,-3.453540735858e+00,-1.339509128153e+00,-1.913017291385e+00
5.702379861111e+04,-3.348089884713e+00,-1.424867957556e+00,-2.034922333454e+00
5.702380208333e+04,-3.236230812961e+00,-1.507499599660e+00,-2.152932548419e+00
5.702380555556e+04,-3.118177622142e+00,-1.587245895458e+00,-2.266822061808e+00
5.702380902778e+04,-2.994156257323e+00,-1.663954216444e+00,-2.376372897524e+00
5.702381250000e+04,-2.864404098384e+00,-1.737477740705e+00,-2.481375372146e+00
5.702381597222e+04,-2.729169490047e+00,-1.807675744731e+00,-2.581628511673e+00
5.702381944444e+04,-2.588711270408e+00,-1.874413870033e+00,-2.676940432297e+00
5.702382291667e+04,-2.443298280470e+00,-1.937564378251e+00,-2.767128704734e+00
5.702382638889e+04,-2.293208829930e+00,-1.997006403988e+00,-2.852020715307e+00
5.702382986111e+04,-2.138730193740e+00,-2.052626173444e+00,-2.931453978191e+00
5.702383333333e+04,-1.980158042927e+00,-2.104317230771e+00,-3.005276458679e+00
5.702383680556e+04,-1.817795888983e+00,-2.151980638116e+00,-3.073346858873e+00
5.702384027778e+04,-1.651954481048e+00,-2.195525171248e+00,-3.135534897069e+00
5.702384375000e+04,-1.482951243798e+00,-2.234867484567e+00,-3.191721543418e+00
5.702384722222e+04,-1.311109648247e+00,-2.269932277163e+00,-3.241799257071e+00
5.702385069444e+04,-1.136758598005e+00,-2.300652435268e+00,-3.285672189634e+00
5.702385416667e+04,-9.602318057134e-01,-2.326969159905e+00,-3.323256367469e+00
5.702385763889e+04,-7.818671305826e-01,-2.348832082813e+00,-3.354479857242e+00
5.702386111111e+04,-6.020059672361e-01,-2.366199357554e+00,-3.379282896045e+00
5.702386458333e+04,-4.209925686816e-01,-2.379037743285e+00,-3.397618011036e+00
5.702386805556e+04,-2.391733994028e-01,-2.387322667224e+00,-3.409450108647e+00
5.702387152778e+04,-5.689644782698e-02,-2.391038272642e+00,-3.414756543117e+00
5.702387500000e+04,1.254894031517e-01,-2.390177447540e+00,-3.413527157464e+00
5.702387847222e+04,3.076350682911e-01,-2.384741839532e+00,-3.405764304722e+00
5.702388194444e+04,4.891919220628e-01,-2.374741852334e+00,-3.391482842938e+00
5.702388541667e+04,6.698124598833e-01,-2.360196626414e+00,-3.370710107533e+00
5.702388888889e+04,8.491509874170e-01,-2.341134000259e+00,-3.343485855986e+00
5.702389236111e+04,1.026864245904e+00,-2.317590460012e+00,-3.309862195911e+00
5.702389583333e+04,1.202612093411e+00,-2.289611067846e+00,-3.269903482759e+00
5.702389930556e+04,1.376058144015e+00,-2.257249377278e+00,-3.223686198879e+00
5.702390277778e+04,1.546870434818e+00,-2.220567326188e+00,-3.171298800732e+00
5.702390625000e+04,1.714722026436e+00,-2.179635124778e+00,-3.112841558876e+00
5.702390972222e+04,1.879291652095e+00,-2.134531116993e+00,-3.048426360063e+00
5.702391319444e+04,2.040264326686e+00,-2.085341631591e+00,-2.978176494532e+00
5.702391666667e+04,2.197331944438e+00,-2.032160818749e+00,-2.902226422675e+00
5.702392013889e+04,2.350193889560e+00,-1.975090462606e+00,-2.820721507306e+00
5.702392361111e+04,2.498557580026e+00,-1.914239797141e+00,-2.733817750713e+00
5.702392708333e+04,2.642139048771e+00,-1.849725290102e+00,-2.641681486079e+00
5.702393055556e+04,2.780663477312e+00,-1.781670424143e+00,-2.544489064911e+00
5.702393402778e+04,2.913865740150e+00,-1.710205451239e+00,-2.442426506307e+00
5.702393750000e+04,3.041490884355e+00,-1.635467157071e+00,-2.335689160463e+00
5.702394097222e+04,3.163294636294e+00,-1.557598590211e+00,-2.224481321914e+00
5.702394444444e+04,3.279043864439e+00,-1.476748790550e+00,-2.109015841683e+00
5.702394791667e+04,3.388517022014e+00,-1.393072506891e+00,-1.989513723964e+00
5.702395138889e+04,3.491504585502e+00,-1.306729889445e+00,-1.866203686961e+00
5.702395486111e+04,3.587809433649e+00,-1.217886200136e+00,-1.739321749163e+00
5.702395833333e+04,3.677247239651e+00,-1.126711485164e+00,-1.609110761711e+00
5.702396180556e+04,3.759646817531e+00,-1.033380255458e+00,-1.475819952040e+00
5.702396527778e+04,3.834850460596e+00,-9.380711400822e-01,-1.339704428891e+00
5.702396875000e+04,3.902714226719e+00,-8.409665631093e-01,-1.201024720841e+00
5.702397222222e+04,3.963108225127e+00,-7.422523820205e-01,-1.060046259882e+00
5.702397569444e+04,4.015916862130e+00,-6.421175350674e-01,-9.170388778007e-01
5.702397916667e+04,4.061039060982e+00,-5.407536830633e-01,-7.722762946052e-01
5.702398263889e+04,4.098388461136e+00,-4.383548289154e-01,-6.260355751613e-01
5.702398611111e+04,4.127893574460e+00,-3.351169666930e-01,-4.785966280081e-01
5.702398958333e+04,4.149497928373e+00,-2.312376929418e-01,-3.302416502584e-01
5.702399305556e+04,4.163160171969e+00,-1.269158353675e-01,-1.812545973042e-01
5.702399652778e+04,4.168854156724e+00,-2.235105828130e-02,-3.192061933301e-02
5.702400000000e+04,4.166568983800e+00,8.225649857406e-02,1.174744544801e-01
