# GPS_1DAY_SPMH test orbit
# System: GDZ
# Units: km
# Data Delimiter: Comma
# Time format: YrMoDaGmt
# Year,Month,Day,Gmt,X,Y,Z
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.850000000112e+04,2.019398017305e+04,-4.413840608366e+01,3.503425309795e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.880000000335e+04,2.019453012337e+04,-4.561208620321e+01,5.109902482638e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.909999999553e+04,2.019505154081e+04,-4.701051380776e+01,6.866406009502e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.939999999776e+04,2.019554043507e+04,-4.832582384457e+01,8.779541040301e+00
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,2.970000000000e+04,2.019599306462e+04,-4.954964322506e+01,1.085404776199e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.000000000224e+04,2.019640596547e+04,-5.067319044625e+01,1.309210485781e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.030000000447e+04,2.019677597765e+04,-5.168742866217e+01,1.549257193804e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.059999999665e+04,2.019710026938e+04,-5.258327902118e+01,1.805023265796e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.089999999888e+04,2.019737635882e+04,-5.335189555603e+01,2.075513015723e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.120000000112e+04,2.019760213296e+04,-5.398499400943e+01,2.359210935545e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.150000000335e+04,2.019777586389e+04,-5.447521733526e+01,2.654069272272e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.179999999553e+04,2.019789622198e+04,-5.481650827556e+01,2.957539545107e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.209999999776e+04,2.019796228611e+04,-5.500445116836e+01,3.266653769450e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.240000000000e+04,2.019797355064e+04,-5.503654137202e+01,3.578152870997e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.270000000224e+04,2.019792992939e+04,-5.491234591690e+01,3.888650893434e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.300000000447e+04,2.019783175618e+04,-5.463353182672e+01,4.194815429324e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.329999999665e+04,2.019767978238e+04,-5.420375796593e+01,4.493541131545e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.359999999888e+04,2.019747517109e+04,-5.362844630129e+01,4.782094781939e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.390000000112e+04,2.019721948827e+04,-5.291446493225e+01,5.058216623557e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.420000000335e+04,2.019691469073e+04,-5.206976311679e+01,5.320172020876e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.449999999553e+04,2.019656311116e+04,-5.110299884829e+01,5.566755945566e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.479999999776e+04,2.019616744025e+04,-5.002319198001e+01,5.797259453368e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.510000000000e+04,2.019573070613e+04,-4.883942596257e+01,6.011410163904e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.540000000224e+04,2.019525625116e+04,-4.756060889287e+01,6.209299119419e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.570000000447e+04,2.019474770634e+04,-4.619529626359e+01,6.391304141098e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.599999999665e+04,2.019420896355e+04,-4.475157057740e+01,6.558017098030e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.629999999888e+04,2.019364414566e+04,-4.323696912715e+01,6.710179584640e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.660000000112e+04,2.019305757513e+04,-4.165845084790e+01,6.848628988613e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.690000000335e+04,2.019245374079e+04,-4.002239165525e+01,6.974255395932e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,3.719999999553e+04,2.019183726356e+04,-3.833460055591e+01,7.087968500055e+01
