# GPS_1DAY_SPMH test orbit
# System: GDZ
# Units: km
# Data Delimiter: Comma
# Time format: YrMoDaGmt
# Year,Month,Day,Gmt,X,Y,Z
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.700000000224e+04,2.019515884877e+04,4.729876921873e+01,1.524631892925e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.730000000447e+04,2.019464405223e+04,4.591741939299e+01,1.542526535748e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.759999999665e+04,2.019409985098e+04,4.445918287900e+01,1.558905553938e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.789999999888e+04,2.019353040965e+04,4.293148483707e+01,1.573845381776e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.820000000112e+04,2.019294008605e+04,4.134116919186e+01,1.587431101287e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.850000000335e+04,2.019233339775e+04,3.969449862000e+01,1.599752338287e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.879999999553e+04,2.019171498750e+04,3.799717381617e+01,1.610900136334e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.909999999776e+04,2.019108958762e+04,3.625436473600e+01,1.620964677497e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.940000000000e+04,2.019046198395e+04,3.447074959135e+01,1.630033693189e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.970000000224e+04,2.018983697910e+04,3.265055669552e+01,1.638191428018e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.000000000447e+04,2.018921935575e+04,3.079760737312e+01,1.645518023174e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.029999999665e+04,2.018861384003e+04,2.891535790775e+01,1.652089214347e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.059999999888e+04,2.018802506534e+04,2.700693911385e+01,1.657976258721e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.090000000112e+04,2.018745753697e+04,2.507519387243e+01,1.663246020347e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.120000000335e+04,2.018691559755e+04,2.312271109484e+01,1.667961166902e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.149999999553e+04,2.018640339391e+04,2.115185707814e+01,1.672180436086e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.179999999776e+04,2.018592484524e+04,1.916480357726e+01,1.675958946036e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.210000000000e+04,2.018548361322e+04,1.716355383844e+01,1.679348527685e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.240000000224e+04,2.018508307398e+04,1.514996551141e+01,1.682398068299e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.270000000447e+04,2.018472629222e+04,1.312577169334e+01,1.685153855022e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.299999999665e+04,2.018441599787e+04,1.109260004772e+01,1.687659913630e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.329999999888e+04,2.018415456507e+04,9.051989920698e+00,1.689958339698e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.360000000112e+04,2.018394399415e+04,7.005408735745e+00,1.692089619624e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.390000000335e+04,2.018378589626e+04,4.954266548467e+00,1.694092943086e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.419999999553e+04,2.018368148105e+04,2.899930085950e+00,1.696006506449e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.449999999776e+04,2.018363154741e+04,8.437356708159e-01,1.697867809441e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.480000000000e+04,2.018363647742e+04,-1.212997655676e+00,1.699713945905e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.510000000224e+04,2.018369623335e+04,-3.268955983292e+00,1.701581892024e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.540000000447e+04,2.018381035798e+04,-5.322818120454e+00,1.703508793276e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.569999999665e+04,2.018397797813e+04,-7.373243063729e+00,1.705532252734e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.599999999888e+04,2.018419781128e+04,-9.418857490302e+00,1.707690623278e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.630000000112e+04,2.018446817542e+04,-1.145824203550e+01,1.710023304770e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.660000000335e+04,2.018478700190e+04,-1.348991751616e+01,1.712571049317e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.689999999553e+04,2.018515185124e+04,-1.551232977647e+01,1.715376274879e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.719999999776e+04,2.018555993184e+04,-1.752383373979e+01,1.718483388879e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.750000000000e+04,2.018600812125e+04,-1.952267533332e+01,1.721939120067e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.780000000224e+04,2.018649299013e+04,-2.150697238294e+01,1.725792858879e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.810000000447e+04,2.018701082843e+04,-2.347469319224e+01,1.730097001409e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.839999999665e+04,2.018755767379e+04,-2.542363287874e+01,1.734907291223e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.869999999888e+04,2.018812934189e+04,-2.735138752951e+01,1.740283150194e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.900000000112e+04,2.018872145840e+04,-2.925532496510e+01,1.746287981321e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.930000000335e+04,2.018932949246e+04,-3.113255324252e+01,1.752989425705e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.959999999553e+04,2.018994879134e+04,-3.297988577587e+01,1.760459541551e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,6.989999999776e+04,2.019057461613e+04,-3.479380391881e+01,1.768774867268e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.020000000000e+04,2.019120217785e+04,-3.657041634123e+01,1.778016310650e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.050000000224e+04,2.019182667420e+04,-3.830541712310e+01,1.788268798482e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.080000000447e+04,2.019244332627e+04,-3.999404282714e+01,1.799620592913e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.109999999665e+04,2.019304741511e+04,-4.163103076374e+01,-1.787837835301e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.139999999888e+04,2.019363431791e+04,-4.321058153079e+01,-1.774015505561e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.170000000112e+04,2.019419954326e+04,-4.472632900156e+01,-1.758823351213e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.200000000335e+04,2.019473876564e+04,-4.617132425609e+01,-1.742177509980e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.229999999553e+04,2.019524785844e+04,-4.753803953525e+01,-1.724003618815e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.259999999776e+04,2.019572292563e+04,-4.881840128818e+01,-1.704242182791e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.290000000000e+04,2.019616033151e+04,-5.000386117933e+01,-1.682854996528e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.320000000224e+04,2.019655672859e+04,-5.108551580747e+01,-1.659832403069e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.350000000447e+04,2.019690908319e+04,-5.205428291668e+01,-1.635200956630e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.379999999665e+04,2.019721469865e+04,-5.290113913941e+01,-1.609030754718e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.409999999888e+04,2.019747123606e+04,-5.361741761189e+01,-1.581441414873e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.440000000112e+04,2.019767673205e+04,-5.419515387825e+01,-1.552605490248e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.470000000335e+04,2.019782961390e+04,-5.462745829096e+01,-1.522748089564e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.499999999553e+04,2.019792871155e+04,-5.490888134935e+01,-1.492141801795e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.529999999776e+04,2.019797326657e+04,-5.503573195499e+01,-1.461096635158e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.560000000000e+04,2.019796293797e+04,-5.500630784198e+01,-1.429945584446e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.590000000224e+04,2.019789780480e+04,-5.482100603175e+01,-1.399027306540e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.620000000447e+04,2.019777836554e+04,-5.448229683578e+01,-1.368668069366e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.649999999665e+04,2.019760553430e+04,-5.399456538053e+01,-1.339165290386e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.679999999888e+04,2.019738063382e+04,-5.336384361929e+01,-1.310774611999e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.710000000112e+04,2.019710538533e+04,-5.259746954969e+01,-1.283701704031e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.740000000335e+04,2.019678189537e+04,-5.170371472258e+01,-1.258099024360e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.769999999553e+04,2.019641263970e+04,-5.069141851702e+01,-1.234066999423e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.799999999776e+04,2.019600044426e+04,-4.956965819215e+01,-1.211658546644e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.830000000000e+04,2.019554846365e+04,-4.834747330537e+01,-1.190885703204e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.860000000224e+04,2.019506015690e+04,-4.703365115845e+01,-1.171727183502e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.890000000447e+04,2.019453926100e+04,-4.563657272675e+01,-1.154135960982e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.919999999665e+04,2.019398976233e+04,-4.416411243685e+01,-1.138046250272e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.949999999888e+04,2.019341586607e+04,-4.262358230220e+01,-1.123379542301e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,7.980000000112e+04,2.019282196412e+04,-4.102171126959e+01,-1.110049570190e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.010000000335e+04,2.019221260141e+04,-3.936464953784e+01,-1.097966211248e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.039999999553e+04,2.019159244113e+04,-3.765799072172e+01,-1.087038435375e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.069999999776e+04,2.019096622902e+04,-3.590680486444e+01,-1.077176436017e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.100000000000e+04,2.019033875709e+04,-3.411567836479e+01,-1.068293100325e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.130000000224e+04,2.018971482695e+04,-3.228875615184e+01,-1.060304953014e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.160000000447e+04,2.018909921302e+04,-3.042978451904e+01,-1.053132703377e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.189999999665e+04,2.018849662608e+04,-2.854215273591e+01,-1.046701496356e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.219999999888e+04,2.018791167708e+04,-2.662893213031e+01,-1.040940949221e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.250000000112e+04,2.018734884203e+04,-2.469291306013e+01,-1.035785041101e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.280000000335e+04,2.018681242765e+04,-2.273663828675e+01,-1.031171899658e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.309999999553e+04,2.018630653848e+04,-2.076243375144e+01,-1.027043524284e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.339999999776e+04,2.018583504537e+04,-1.877243609920e+01,-1.023345469783e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.370000000000e+04,2.018540155604e+04,-1.676861820912e+01,-1.020026511156e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.400000000224e+04,2.018500938734e+04,-1.475281165286e+01,-1.017038299350e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.430000000447e+04,2.018466153994e+04,-1.272672733845e+01,-1.014335018308e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.459999999665e+04,2.018436067538e+04,-1.069197428178e+01,-1.011873047605e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.489999999888e+04,2.018410909567e+04,-8.650076426854e+00,-1.009610633058e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.520000000112e+04,2.018390872575e+04,-6.602488793975e+00,-1.007507567572e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.550000000335e+04,2.018376109869e+04,-4.550611834533e+00,-1.005524880457e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.579999999553e+04,2.018366734405e+04,-2.495805315015e+00,-1.003624535551e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,8.609999999776e+04,2.018362817916e+04,-4.394011281499e-01,-1.001769135744e+02
2.015000000000e+03,1.000000000000e+00,2.000000000000e+00,0.000000000000e+00,2.018364390368e+04,1.617283655809e+00,-9.999216330144e+01
