# GTO_1DAY_TOTALDOSE test orbit
# System: GEI
# Data Delimiter: Space
# Year Doy x1 x2 x3
2.015000000000e+03 1.648611111101e+00 -1.650916112130e+00 -5.126036700698e-01 0.000000000000e+00
2.015000000000e+03 1.649305555504e+00 -1.595600444149e+00 -5.572457268931e-01 0.000000000000e+00
2.015000000000e+03 1.650000000023e+00 -1.538450962489e+00 -6.012465185198e-01 0.000000000000e+00
2.015000000000e+03 1.650694444426e+00 -1.479407424845e+00 -6.445061322099e-01 0.000000000000e+00
2.015000000000e+03 1.651388888946e+00 -1.418410637027e+00 -6.869137508092e-01 0.000000000000e+00
2.015000000000e+03 1.652083333349e+00 -1.355403569020e+00 -7.283465962295e-01 0.000000000000e+00
2.015000000000e+03 1.652777777752e+00 -1.290332577578e+00 -7.686689803364e-01 0.000000000000e+00
2.015000000000e+03 1.653472222271e+00 -1.223149027881e+00 -8.077313241672e-01 0.000000000000e+00
2.015000000000e+03 1.654166666674e+00 -1.153811263693e+00 -8.453692788207e-01 0.000000000000e+00
2.015000000000e+03 1.654861111077e+00 -1.082286856735e+00 -8.814030806459e-01 0.000000000000e+00
2.015000000000e+03 1.655555555597e+00 -1.008555368652e+00 -9.156371239638e-01 0.000000000000e+00
2.015000000000e+03 1.656250000000e+00 -9.326115459516e-01 -9.478599442309e-01 0.000000000000e+00
2.015000000000e+03 1.656944444403e+00 -8.544688135168e-01 -9.778448119614e-01 0.000000000000e+00
2.015000000000e+03 1.657638888923e+00 -7.741632319340e-01 -1.005351011761e+00 0.000000000000e+00
2.015000000000e+03 1.658333333326e+00 -6.917577001469e-01 -1.030126059318e+00 0.000000000000e+00
2.015000000000e+03 1.659027777729e+00 -6.073460841611e-01 -1.051909079301e+00 0.000000000000e+00
2.015000000000e+03 1.659722222248e+00 -5.210572376121e-01 -1.070435420189e+00 0.000000000000e+00
2.015000000000e+03 1.660416666651e+00 -4.330584333282e-01 -1.085442650680e+00 0.000000000000e+00
2.015000000000e+03 1.661111111054e+00 -3.435576223414e-01 -1.096677932487e+00 0.000000000000e+00
2.015000000000e+03 1.661805555574e+00 -2.528042910668e-01 -1.103906530105e+00 0.000000000000e+00
2.015000000000e+03 1.662499999977e+00 -1.610883180162e-01 -1.106921119357e+00 0.000000000000e+00
2.015000000000e+03 1.663194444496e+00 -6.873629810421e-02 -1.105551301884e+00 0.000000000000e+00
2.015000000000e+03 1.663888888899e+00 2.389446002322e-02 -1.099672540296e+00 0.000000000000e+00
2.015000000000e+03 1.664583333302e+00 1.164246206018e-01 -1.089213663812e+00 0.000000000000e+00
2.015000000000e+03 1.665277777822e+00 2.084633741338e-01 -1.074162100220e+00 0.000000000000e+00
2.015000000000e+03 1.665972222225e+00 2.996202685724e-01 -1.054566189743e+00 0.000000000000e+00
2.015000000000e+03 1.666666666628e+00 3.895174892080e-01 -1.030534189849e+00 0.000000000000e+00
2.015000000000e+03 1.667361111147e+00 4.778012644343e-01 -1.002230056273e+00 0.000000000000e+00
2.015000000000e+03 1.668055555550e+00 5.641515919198e-01 -9.698664251880e-01 0.000000000000e+00
2.015000000000e+03 1.668749999953e+00 6.482897095114e-01 -9.336954779289e-01 0.000000000000e+00
2.015000000000e+03 1.669444444473e+00 7.299826752767e-01 -8.939986854291e-01 0.000000000000e+00
2.015000000000e+03 1.670138888876e+00 8.090451806687e-01 -8.510763282863e-01 0.000000000000e+00
2.015000000000e+03 1.670833333279e+00 8.853389913356e-01 -8.052375205941e-01 0.000000000000e+00
2.015000000000e+03 1.671527777798e+00 9.587702485433e-01 -7.567914522655e-01 0.000000000000e+00
2.015000000000e+03 1.672222222202e+00 1.029285336858e+00 -7.060401561651e-01 0.000000000000e+00
2.015000000000e+03 1.672916666721e+00 1.096865998781e+00 -6.532728397453e-01 0.000000000000e+00
2.015000000000e+03 1.673611111124e+00 1.161523896834e+00 -5.987619475261e-01 0.000000000000e+00
2.015000000000e+03 1.674305555527e+00 1.223295372653e+00 -5.427605368324e-01 0.000000000000e+00
2.015000000000e+03 1.675000000047e+00 1.282236392372e+00 -4.855009541308e-01 0.000000000000e+00
2.015000000000e+03 1.675694444450e+00 1.338417979688e+00 -4.271944808394e-01 0.000000000000e+00
2.015000000000e+03 1.676388888853e+00 1.391922304295e+00 -3.680316166305e-01 0.000000000000e+00
2.015000000000e+03 1.677083333372e+00 1.442839272912e+00 -3.081829609981e-01 0.000000000000e+00
2.015000000000e+03 1.677777777775e+00 1.491263702610e+00 -2.478004327758e-01 0.000000000000e+00
2.015000000000e+03 1.678472222178e+00 1.537293096721e+00 -1.870185937332e-01 0.000000000000e+00
2.015000000000e+03 1.679166666698e+00 1.581025809523e+00 -1.259561510862e-01 0.000000000000e+00
2.015000000000e+03 1.679861111101e+00 1.622559620336e+00 -6.471747326666e-02 0.000000000000e+00
2.015000000000e+03 1.680555555504e+00 1.661990709981e+00 -3.393972337356e-03 0.000000000000e+00
2.015000000000e+03 1.681250000023e+00 1.699412848727e+00 5.793449666148e-02 0.000000000000e+00
2.015000000000e+03 1.681944444426e+00 1.734916817026e+00 1.191983314615e-01 0.000000000000e+00
2.015000000000e+03 1.682638888946e+00 1.768590067626e+00 1.803370865141e-01 0.000000000000e+00
2.015000000000e+03 1.683333333349e+00 1.800516439587e+00 2.412983310578e-01 0.000000000000e+00
2.015000000000e+03 1.684027777752e+00 1.830776071161e+00 3.020367672713e-01 0.000000000000e+00
2.015000000000e+03 1.684722222271e+00 1.859445339108e+00 3.625133468347e-01 0.000000000000e+00
2.015000000000e+03 1.685416666674e+00 1.886596866942e+00 4.226944824129e-01 0.000000000000e+00
2.015000000000e+03 1.686111111077e+00 1.912299622285e+00 4.825514367106e-01 0.000000000000e+00
2.015000000000e+03 1.687500000000e+00 1.959616955604e+00 6.011984299098e-01 0.000000000000e+00
2.015000000000e+03 1.690972222248e+00 2.056731120240e+00 8.908264295254e-01 0.000000000000e+00
2.015000000000e+03 1.694444444496e+00 2.128383494285e+00 1.169556759054e+00 0.000000000000e+00
2.015000000000e+03 1.697916666628e+00 2.179331942606e+00 1.436999190747e+00 0.000000000000e+00
2.015000000000e+03 1.701388888876e+00 2.213219215671e+00 1.693254992240e+00 0.000000000000e+00
2.015000000000e+03 1.704861111124e+00 2.232869854372e+00 1.938665102855e+00 0.000000000000e+00
2.015000000000e+03 1.708333333372e+00 2.240504887878e+00 2.173677706540e+00 0.000000000000e+00
2.015000000000e+03 1.711805555504e+00 2.237895293796e+00 2.398778276330e+00 0.000000000000e+00
2.015000000000e+03 1.715277777752e+00 2.226472021970e+00 2.614452969261e+00 0.000000000000e+00
2.015000000000e+03 1.718750000000e+00 2.207405617938e+00 2.821169945844e+00 0.000000000000e+00
2.015000000000e+03 1.722222222248e+00 2.181664542366e+00 3.019370587928e+00 0.000000000000e+00
2.015000000000e+03 1.725694444496e+00 2.150058444099e+00 3.209466049067e+00 0.000000000000e+00
2.015000000000e+03 1.729166666628e+00 2.113270690295e+00 3.391836714776e+00 0.000000000000e+00
2.015000000000e+03 1.739583333372e+00 1.977238587216e+00 3.895968242289e+00 0.000000000000e+00
2.015000000000e+03 1.750000000000e+00 1.811291602219e+00 4.341631040752e+00 0.000000000000e+00
2.015000000000e+03 1.760416666628e+00 1.623434190402e+00 4.735121310393e+00 0.000000000000e+00
2.015000000000e+03 1.770833333372e+00 1.419297238825e+00 5.081398534204e+00 0.000000000000e+00
2.015000000000e+03 1.781250000000e+00 1.203014671148e+00 5.384415332239e+00 0.000000000000e+00
2.015000000000e+03 1.791666666628e+00 9.777343374331e-01 5.647356409493e+00 0.000000000000e+00
2.015000000000e+03 1.802083333372e+00 7.459321245861e-01 5.872810547010e+00 0.000000000000e+00
2.015000000000e+03 1.812500000000e+00 5.096140382585e-01 6.062895330745e+00 0.000000000000e+00
2.015000000000e+03 1.822916666628e+00 2.704514678284e-01 6.219348631546e+00 0.000000000000e+00
2.015000000000e+03 1.833333333372e+00 2.987511887078e-02 6.343596407634e+00 0.000000000000e+00
2.015000000000e+03 1.843750000000e+00 -2.108574372040e-01 6.436803425492e+00 0.000000000000e+00
2.015000000000e+03 1.854166666628e+00 -4.506114359745e-01 6.499911405445e+00 0.000000000000e+00
2.015000000000e+03 1.864583333372e+00 -6.883359023151e-01 6.533667677828e+00 0.000000000000e+00
2.015000000000e+03 1.875000000000e+00 -9.230320621752e-01 6.538646531144e+00 0.000000000000e+00
2.015000000000e+03 1.885416666628e+00 -1.153726477183e+00 6.515264749554e+00 0.000000000000e+00
2.015000000000e+03 1.895833333372e+00 -1.379446821093e+00 6.463792363888e+00 0.000000000000e+00
2.015000000000e+03 1.906250000000e+00 -1.599198678558e+00 6.384359309843e+00 0.000000000000e+00
2.015000000000e+03 1.916666666628e+00 -1.811941911398e+00 6.276958394850e+00 0.000000000000e+00
2.015000000000e+03 1.927083333372e+00 -2.016565055948e+00 6.141444776014e+00 0.000000000000e+00
2.015000000000e+03 1.937500000000e+00 -2.211856089819e+00 5.977531946285e+00 0.000000000000e+00
2.015000000000e+03 1.947916666628e+00 -2.396467489171e+00 5.784784015250e+00 0.000000000000e+00
2.015000000000e+03 1.958333333372e+00 -2.568872728383e+00 5.562603926917e+00 0.000000000000e+00
2.015000000000e+03 1.968750000000e+00 -2.727310279872e+00 5.310217022198e+00 0.000000000000e+00
2.015000000000e+03 1.979166666628e+00 -2.869709280661e+00 5.026649128586e+00 0.000000000000e+00
2.015000000000e+03 1.989583333372e+00 -2.993587879290e+00 4.710698273329e+00 0.000000000000e+00
2.015000000000e+03 2.000000000000e+00 -3.095910083228e+00 4.360899069344e+00 0.000000000000e+00
