# File: Run/ephem_molinya.dat
#
# Ephemeris generated from specified elements
# Propagator: SGP4 (improved,WGS84)
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re)
57040.84583333,1.64999614,-2.65721751,6.14595360
57040.84652778,1.66523769,-2.65219362,6.15040108
57040.84722222,1.68045114,-2.64712502,6.15474477
57040.84791667,1.69563632,-2.64201189,6.15898483
57040.84861111,1.71079303,-2.63685444,6.16312144
57040.84930556,1.72592109,-2.63165284,6.16715479
57040.85000000,1.74102032,-2.62640730,6.17108504
57040.85069444,1.75609052,-2.62111800,6.17491236
57040.85138889,1.77113152,-2.61578512,6.17863693
57040.85208333,1.78614312,-2.61040885,6.18225890
57040.85277778,1.80112515,-2.60498937,6.18577844
57040.85347222,1.81607742,-2.59952688,6.18919571
57040.85416667,1.83099974,-2.59402154,6.19251087
57040.85486111,1.84589194,-2.58847353,6.19572409
57040.85555556,1.86075382,-2.58288304,6.19883550
57040.85625000,1.87558521,-2.57725024,6.20184527
57040.85694444,1.89038592,-2.57157531,6.20475354
57040.85763889,1.90515577,-2.56585842,6.20756046
57040.85833333,1.91989458,-2.56009974,6.21026619
57040.85902778,1.93460217,-2.55429944,6.21287086
57040.85972222,1.94927835,-2.54845770,6.21537461
57040.86041667,1.96392294,-2.54257468,6.21777759
57040.86111111,1.97853577,-2.53665055,6.22007993
57040.86180556,1.99311664,-2.53068548,6.22228177
57040.86250000,2.00766539,-2.52467962,6.22438324
57040.86319444,2.02218182,-2.51863316,6.22638447
57040.86388889,2.03666576,-2.51254624,6.22828560
57040.86458333,2.05111702,-2.50641903,6.23008674
57040.86527778,2.06553543,-2.50025170,6.23178803
57040.86597222,2.07992080,-2.49404439,6.23338959
57040.86666667,2.09427295,-2.48779727,6.23489155
57040.86736111,2.10859170,-2.48151049,6.23629401
57040.86805556,2.12287688,-2.47518421,6.23759709
57040.86875000,2.13712829,-2.46881859,6.23880093
57040.86944444,2.15134576,-2.46241378,6.23990562
57040.87013889,2.16552911,-2.45596993,6.24091127
57040.87083333,2.17967816,-2.44948719,6.24181801
57040.87152778,2.19379271,-2.44296572,6.24262593
57040.87222222,2.20787260,-2.43640566,6.24333515
57040.87291667,2.22191765,-2.42980716,6.24394576
57040.87361111,2.23592766,-2.42317037,6.24445787
57040.87430556,2.24990245,-2.41649544,6.24487159
57040.87500000,2.26384186,-2.40978251,6.24518700
57040.87569444,2.27774568,-2.40303173,6.24540420
57040.87638889,2.29161375,-2.39624324,6.24552330
57040.87708333,2.30544587,-2.38941719,6.24554438
57040.87777778,2.31924186,-2.38255371,6.24546753
57040.87847222,2.33300155,-2.37565294,6.24529285
57040.87916667,2.34672474,-2.36871504,6.24502042
57040.87986111,2.36041126,-2.36174013,6.24465033
57040.88055556,2.37406091,-2.35472836,6.24418266
57040.88125000,2.38767352,-2.34767986,6.24361749
57040.88194444,2.40124889,-2.34059477,6.24295490
57040.88263889,2.41478685,-2.33347322,6.24219498
57040.88333333,2.42828721,-2.32631536,6.24133780
57040.88402778,2.44174978,-2.31912132,6.24038344
57040.88472222,2.45517437,-2.31189122,6.23933196
57040.88541667,2.46856080,-2.30462521,6.23818345
57040.88611111,2.48190888,-2.29732341,6.23693796
57040.88680556,2.49521843,-2.28998596,6.23559558
57040.88750000,2.50848925,-2.28261298,6.23415636
57040.88819444,2.52172115,-2.27520461,6.23262037
57040.88888889,2.53491395,-2.26776098,6.23098767
57040.88958333,2.54806745,-2.26028221,6.22925833
57040.89027778,2.56118147,-2.25276843,6.22743240
57040.89097222,2.57425582,-2.24521978,6.22550994
57040.89166667,2.58729030,-2.23763636,6.22349102
57040.89236111,2.60028471,-2.23001832,6.22137567
57040.89305556,2.61323888,-2.22236578,6.21916397
57040.89375000,2.62615260,-2.21467886,6.21685595
57040.89444444,2.63902568,-2.20695768,6.21445167
57040.89513889,2.65185793,-2.19920238,6.21195117
57040.89583333,2.66464915,-2.19141306,6.20935451
57040.89652778,2.67739915,-2.18358985,6.20666172
57040.89722222,2.69010772,-2.17573288,6.20387285
57040.89791667,2.70277467,-2.16784227,6.20098794
57040.89861111,2.71539980,-2.15991813,6.19800704
57040.89930556,2.72798292,-2.15196058,6.19493017
57040.90000000,2.74052382,-2.14396975,6.19175737
57040.90069444,2.75302231,-2.13594576,6.18848868
57040.90138889,2.76547817,-2.12788871,6.18512414
57040.90208333,2.77789122,-2.11979873,6.18166377
57040.90277778,2.79026124,-2.11167594,6.17810760
57040.90347222,2.80258804,-2.10352045,6.17445567
57040.90416667,2.81487141,-2.09533238,6.17070799
57040.90486111,2.82711114,-2.08711184,6.16686460
57040.90555556,2.83930702,-2.07885895,6.16292551
57040.90625000,2.85145886,-2.07057383,6.15889075
57040.90694444,2.86356644,-2.06225658,6.15476034
57040.90763889,2.87562955,-2.05390732,6.15053430
57040.90833333,2.88764798,-2.04552617,6.14621264
57040.90902778,2.89962152,-2.03711324,6.14179538
57040.90972222,2.91154996,-2.02866863,6.13728253
57040.91041667,2.92343309,-2.02019247,6.13267410
57040.91111111,2.93527069,-2.01168486,6.12797011
57040.91180556,2.94706254,-2.00314592,6.12317056
57040.91250000,2.95880843,-1.99457575,6.11827547
57040.91319444,2.97050815,-1.98597446,6.11328483
57040.91388889,2.98216147,-1.97734218,6.10819865
57040.91458333,2.99376817,-1.96867900,6.10301693
57040.91527778,3.00532804,-1.95998503,6.09773967
57040.91597222,3.01684085,-1.95126039,6.09236688
57040.91666667,3.02830637,-1.94250518,6.08689855
57040.91736111,3.03972439,-1.93371952,6.08133467
57040.91805556,3.05109468,-1.92490350,6.07567524
57040.91875000,3.06241700,-1.91605725,6.06992025
57040.91944444,3.07369114,-1.90718085,6.06406970
57040.92013889,3.08491687,-1.89827443,6.05812357
57040.92083333,3.09609394,-1.88933809,6.05208185
57040.92152778,3.10722214,-1.88037194,6.04594453
57040.92222222,3.11830122,-1.87137608,6.03971158
57040.92291667,3.12933096,-1.86235062,6.03338301
57040.92361111,3.14031111,-1.85329566,6.02695877
57040.92430556,3.15124144,-1.84421132,6.02043886
57040.92500000,3.16212171,-1.83509769,6.01382326
57040.92569444,3.17295167,-1.82595488,6.00711193
57040.92638889,3.18373110,-1.81678300,6.00030486
57040.92708333,3.19445974,-1.80758216,5.99340202
57040.92777778,3.20513734,-1.79835245,5.98640337
57040.92847222,3.21576367,-1.78909398,5.97930890
57040.92916667,3.22633847,-1.77980686,5.97211856
57040.92986111,3.23686149,-1.77049119,5.96483232
57040.93055556,3.24733249,-1.76114708,5.95745015
57040.93125000,3.25775120,-1.75177462,5.94997202
57040.93194444,3.26811738,-1.74237393,5.94239788
57040.93263889,3.27843077,-1.73294511,5.93472769
57040.93333333,3.28869111,-1.72348826,5.92696141
57040.93402778,3.29889814,-1.71400348,5.91909901
57040.93472222,3.30905159,-1.70449088,5.91114042
57040.93541667,3.31915122,-1.69495057,5.90308562
57040.93611111,3.32919674,-1.68538264,5.89493454
57040.93680556,3.33918789,-1.67578720,5.88668714
57040.93750000,3.34912441,-1.66616435,5.87834337
57040.93819444,3.35900603,-1.65651420,5.86990317
57040.93888889,3.36883246,-1.64683685,5.86136649
57040.93958333,3.37860344,-1.63713240,5.85273327
57040.94027778,3.38831869,-1.62740096,5.84400345
57040.94097222,3.39797793,-1.61764264,5.83517698
57040.94166667,3.40758088,-1.60785752,5.82625379
57040.94236111,3.41712725,-1.59804573,5.81723381
57040.94305556,3.42661677,-1.58820735,5.80811699
57040.94375000,3.43604915,-1.57834250,5.79890326
57040.94444444,3.44542409,-1.56845128,5.78959253
57040.94513889,3.45474130,-1.55853380,5.78018476
57040.94583333,3.46400050,-1.54859015,5.77067986
57040.94652778,3.47320138,-1.53862044,5.76107776
57040.94722222,3.48234364,-1.52862478,5.75137838
57040.94791667,3.49142700,-1.51860327,5.74158165
57040.94861111,3.50045114,-1.50855601,5.73168748
57040.94930556,3.50941576,-1.49848312,5.72169580
57040.95000000,3.51832055,-1.48838469,5.71160652
57040.95069444,3.52716520,-1.47826082,5.70141956
57040.95138889,3.53594940,-1.46811163,5.69113483
57040.95208333,3.54467283,-1.45793723,5.68075225
57040.95277778,3.55333518,-1.44773771,5.67027171
57040.95347222,3.56193613,-1.43751318,5.65969314
57040.95416667,3.57047535,-1.42726375,5.64901643
57040.95486111,3.57895251,-1.41698952,5.63824150
57040.95555556,3.58736730,-1.40669061,5.62736824
57040.95625000,3.59571938,-1.39636712,5.61639655
57040.95694444,3.60400841,-1.38601915,5.60532634
57040.95763889,3.61223406,-1.37564682,5.59415749
57040.95833333,3.62039599,-1.36525023,5.58288991
57040.95902778,3.62849386,-1.35482949,5.57152349
57040.95972222,3.63652732,-1.34438471,5.56005812
57040.96041667,3.64449602,-1.33391600,5.54849369
57040.96111111,3.65239962,-1.32342347,5.53683008
57040.96180556,3.66023775,-1.31290723,5.52506718
57040.96250000,3.66801007,-1.30236739,5.51320488
57040.96319444,3.67571620,-1.29180406,5.50124305
57040.96388889,3.68335580,-1.28121735,5.48918158
57040.96458333,3.69092848,-1.27060738,5.47702034
57040.96527778,3.69843388,-1.25997425,5.46475921
57040.96597222,3.70587163,-1.24931808,5.45239807
57040.96666667,3.71324134,-1.23863899,5.43993677
57040.96736111,3.72054264,-1.22793708,5.42737520
57040.96805556,3.72777515,-1.21721248,5.41471322
57040.96875000,3.73493847,-1.20646529,5.40195070
57040.96944444,3.74203222,-1.19569563,5.38908749
57040.97013889,3.74905600,-1.18490363,5.37612347
57040.97083333,3.75600941,-1.17408939,5.36305848
57040.97152778,3.76289204,-1.16325303,5.34989239
57040.97222222,3.76970350,-1.15239468,5.33662506
57040.97291667,3.77644338,-1.14151445,5.32325633
57040.97361111,3.78311125,-1.13061246,5.30978605
57040.97430556,3.78970670,-1.11968884,5.29621408
57040.97500000,3.79622931,-1.10874370,5.28254026
57040.97569444,3.80267866,-1.09777717,5.26876443
57040.97638889,3.80905430,-1.08678937,5.25488644
57040.97708333,3.81535581,-1.07578042,5.24090613
57040.97777778,3.82158275,-1.06475045,5.22682334
57040.97847222,3.82773468,-1.05369959,5.21263789
57040.97916667,3.83381114,-1.04262796,5.19834962
57040.97986111,3.83981169,-1.03153569,5.18395837
57040.98055556,3.84573586,-1.02042290,5.16946396
57040.98125000,3.85158321,-1.00928974,5.15486622
57040.98194444,3.85735325,-0.99813632,5.14016497
57040.98263889,3.86304552,-0.98696279,5.12536004
57040.98333333,3.86865954,-0.97576926,5.11045124
57040.98402778,3.87419484,-0.96455589,5.09543839
57040.98472222,3.87965092,-0.95332279,5.08032131
57040.98541667,3.88502729,-0.94207012,5.06509980
57040.98611111,3.89032347,-0.93079800,5.04977368
57040.98680556,3.89553894,-0.91950657,5.03434276
57040.98750000,3.90067320,-0.90819598,5.01880684
57040.98819444,3.90572574,-0.89686636,5.00316571
57040.98888889,3.91069604,-0.88551787,4.98741919
57040.98958333,3.91558358,-0.87415063,4.97156707
57040.99027778,3.92038783,-0.86276480,4.95560914
57040.99097222,3.92510824,-0.85136053,4.93954520
57040.99166667,3.92974429,-0.83993796,4.92337504
57040.99236111,3.93429542,-0.82849724,4.90709844
57040.99305556,3.93876109,-0.81703853,4.89071519
57040.99375000,3.94314072,-0.80556197,4.87422507
57040.99444444,3.94743376,-0.79406772,4.85762786
57040.99513889,3.95163964,-0.78255594,4.84092333
57040.99583333,3.95575777,-0.77102679,4.82411127
57040.99652778,3.95978758,-0.75948042,4.80719144
57040.99722222,3.96372846,-0.74791699,4.79016361
57040.99791667,3.96757983,-0.73633668,4.77302755
57040.99861111,3.97134107,-0.72473964,4.75578302
57040.99930556,3.97501158,-0.71312604,4.73842978
57041.00000000,3.97859072,-0.70149605,4.72096759
57041.00069444,3.98207789,-0.68984984,4.70339620
57041.00138889,3.98547243,-0.67818759,4.68571537
57041.00208333,3.98877371,-0.66650946,4.66792484
57041.00277778,3.99198109,-0.65481565,4.65002436
57041.00347222,3.99509389,-0.64310631,4.63201368
57041.00416667,3.99811146,-0.63138165,4.61389253
57041.00486111,4.00103313,-0.61964184,4.59566066
57041.00555556,4.00385820,-0.60788707,4.57731779
57041.00625000,4.00658599,-0.59611753,4.55886366
57041.00694444,4.00921581,-0.58433341,4.54029800
57041.00763889,4.01174693,-0.57253490,4.52162053
57041.00833333,4.01417866,-0.56072220,4.50283097
57041.00902778,4.01651025,-0.54889552,4.48392905
57041.00972222,4.01874098,-0.53705504,4.46491448
57041.01041667,4.02087010,-0.52520099,4.44578697
57041.01111111,4.02289686,-0.51333356,4.42654623
57041.01180556,4.02482050,-0.50145296,4.40719198
57041.01250000,4.02664024,-0.48955942,4.38772391
57041.01319444,4.02835529,-0.47765315,4.36814172
57041.01388889,4.02996487,-0.46573436,4.34844511
57041.01458333,4.03146817,-0.45380329,4.32863378
57041.01527778,4.03286438,-0.44186016,4.30870742
57041.01597222,4.03415267,-0.42990520,4.28866570
57041.01666667,4.03533221,-0.41793864,4.26850832
57041.01736111,4.03640214,-0.40596073,4.24823496
57041.01805556,4.03736161,-0.39397169,4.22784530
57041.01875000,4.03820974,-0.38197179,4.20733900
57041.01944444,4.03894566,-0.36996127,4.18671573
57041.02013889,4.03956847,-0.35794038,4.16597517
57041.02083333,4.04007727,-0.34590938,4.14511698
57041.02152778,4.04047112,-0.33386853,4.12414082
57041.02222222,4.04074910,-0.32181810,4.10304634
57041.02291667,4.04091027,-0.30975836,4.08183320
57041.02361111,4.04095366,-0.29768958,4.06050104
57041.02430556,4.04087830,-0.28561204,4.03904951
57041.02500000,4.04068321,-0.27352603,4.01747825
57041.02569444,4.04036738,-0.26143184,3.99578691
57041.02638889,4.03992980,-0.24932976,3.97397510
57041.02708333,4.03936943,-0.23722009,3.95204248
57041.02777778,4.03868524,-0.22510314,3.92998866
57041.02847222,4.03787616,-0.21297922,3.90781326
57041.02916667,4.03694111,-0.20084864,3.88551591
57041.02986111,4.03587900,-0.18871173,3.86309622
57041.03055556,4.03468873,-0.17656882,3.84055381
57041.03125000,4.03336916,-0.16442024,3.81788828
57041.03194444,4.03191916,-0.15226632,3.79509924
57041.03263889,4.03033756,-0.14010743,3.77218628
57041.03333333,4.02862319,-0.12794390,3.74914901
57041.03402778,4.02677485,-0.11577611,3.72598701
57041.03472222,4.02479132,-0.10360442,3.70269989
57041.03541667,4.02267137,-0.09142920,3.67928721
57041.03611111,4.02041374,-0.07925083,3.65574857
57041.03680556,4.01801717,-0.06706972,3.63208354
57041.03750000,4.01548036,-0.05488624,3.60829169
57041.03819444,4.01280200,-0.04270082,3.58437260
57041.03888889,4.00998074,-0.03051386,3.56032583
57041.03958333,4.00701524,-0.01832579,3.53615095
57041.04027778,4.00390411,-0.00613703,3.51184750
57041.04097222,4.00064595,0.00605197,3.48741505
57041.04166667,3.99723934,0.01824076,3.46285314
57041.04236111,3.99368282,0.03042889,3.43816132
57041.04305556,3.98997492,0.04261588,3.41333914
57041.04375000,3.98611415,0.05480126,3.38838613
57041.04444444,3.98209898,0.06698453,3.36330184
57041.04513889,3.97792786,0.07916520,3.33808578
57041.04583333,3.97359921,0.09134276,3.31273748
57041.04652778,3.96911143,0.10351668,3.28725648
57041.04722222,3.96446289,0.11568643,3.26164229
57041.04791667,3.95965193,0.12785146,3.23589443
57041.04861111,3.95467685,0.14001121,3.21001241
57041.04930556,3.94953595,0.15216511,3.18399573
57041.05000000,3.94422746,0.16431258,3.15784392
57041.05069444,3.93874960,0.17645302,3.13155646
57041.05138889,3.93310056,0.18858581,3.10513286
57041.05208333,3.92727850,0.20071033,3.07857261
57041.05277778,3.92128152,0.21282594,3.05187520
57041.05347222,3.91510772,0.22493197,3.02504013
57041.05416667,3.90875514,0.23702776,2.99806688
57041.05486111,3.90222179,0.24911262,2.97095494
57041.05555556,3.89550565,0.26118583,2.94370378
57041.05625000,3.88860464,0.27324667,2.91631288
57041.05694444,3.88151667,0.28529441,2.88878172
57041.05763889,3.87423958,0.29732827,2.86110977
57041.05833333,3.86677120,0.30934749,2.83329650
57041.05902778,3.85910928,0.32135125,2.80534139
57041.05972222,3.85125156,0.33333873,2.77724389
57041.06041667,3.84319571,0.34530910,2.74900348
57041.06111111,3.83493937,0.35726149,2.72061961
57041.06180556,3.82648013,0.36919500,2.69209175
57041.06250000,3.81781552,0.38110873,2.66341936
57041.06319444,3.80894302,0.39300175,2.63460191
57041.06388889,3.79986008,0.40487308,2.60563884
57041.06458333,3.79056406,0.41672175,2.57652963
57041.06527778,3.78105231,0.42854674,2.54727373
57041.06597222,3.77132209,0.44034700,2.51787060
57041.06666667,3.76137060,0.45212146,2.48831971
57041.06736111,3.75119501,0.46386902,2.45862052
57041.06805556,3.74079240,0.47558855,2.42877249
57041.06875000,3.73015980,0.48727888,2.39877509
57041.06944444,3.71929417,0.49893881,2.36862780
57041.07013889,3.70819241,0.51056710,2.33833008
57041.07083333,3.69685134,0.52216248,2.30788141
57041.07152778,3.68526772,0.53372364,2.27728128
57041.07222222,3.67343822,0.54524924,2.24652917
57041.07291667,3.66135946,0.55673788,2.21562457
57041.07361111,3.64902796,0.56818814,2.18456699
57041.07430556,3.63644016,0.57959853,2.15335593
57041.07500000,3.62359244,0.59096754,2.12199090
57041.07569444,3.61048106,0.60229360,2.09047144
57041.07638889,3.59710222,0.61357509,2.05879707
57041.07708333,3.58345203,0.62481035,2.02696735
57041.07777778,3.56952647,0.63599764,1.99498183
57041.07847222,3.55532147,0.64713519,1.96284008
57041.07916667,3.54083283,0.65822116,1.93054170
57041.07986111,3.52605625,0.66925366,1.89808628
57041.08055556,3.51098733,0.68023073,1.86547345
57041.08125000,3.49562155,0.69115034,1.83270286
57041.08194444,3.47995429,0.70201039,1.79977415
57041.08263889,3.46398081,0.71280873,1.76668703
57041.08333333,3.44769623,0.72354310,1.73344120
57041.08402778,3.43109556,0.73421120,1.70003640
57041.08472222,3.41417368,0.74481063,1.66647240
57041.08541667,3.39692532,0.75533889,1.63274900
57041.08611111,3.37934509,0.76579342,1.59886605
57041.08680556,3.36142743,0.77617155,1.56482340
57041.08750000,3.34316666,0.78647051,1.53062098
57041.08819444,3.32455693,0.79668745,1.49625875
57041.08888889,3.30559222,0.80681939,1.46173672
57041.08958333,3.28626635,0.81686325,1.42705494
57041.09027778,3.26657297,0.82681582,1.39221352
57041.09097222,3.24650557,0.83667379,1.35721265
57041.09166667,3.22605741,0.84643371,1.32205256
57041.09236111,3.20522159,0.85609198,1.28673356
57041.09305556,3.18399101,0.86564489,1.25125604
57041.09375000,3.16235835,0.87508857,1.21562047
57041.09444444,3.14031609,0.88441897,1.17982740
57041.09513889,3.11785647,0.89363191,1.14387749
57041.09583333,3.09497151,0.90272301,1.10777149
57041.09652778,3.07165299,0.91168774,1.07151026
57041.09722222,3.04789244,0.92052135,1.03509479
57041.09791667,3.02368114,0.92921891,0.99852620
57041.09861111,2.99901008,0.93777526,0.96180574
57041.09930556,2.97386999,0.94618504,0.92493482
57041.10000000,2.94825131,0.95444263,0.88791501
57041.10069444,2.92214418,0.96254218,0.85074805
57041.10138889,2.89553842,0.97047757,0.81343588
57041.10208333,2.86842354,0.97824242,0.77598065
57041.10277778,2.84078871,0.98583003,0.73838473
57041.10347222,2.81262275,0.99323342,0.70065071
57041.10416667,2.78391412,1.00044527,0.66278148
57041.10486111,2.75465091,1.00745792,0.62478018
57041.10555556,2.72482082,1.01426334,0.58665028
57041.10625000,2.69441116,1.02085312,0.54839557
57041.10694444,2.66340880,1.02721844,0.51002019
57041.10763889,2.63180019,1.03335004,0.47152870
57041.10833333,2.59957136,1.03923821,0.43292607
57041.10902778,2.56670785,1.04487276,0.39421772
57041.10972222,2.53319473,1.05024296,0.35540958
57041.11041667,2.49901660,1.05533755,0.31650812
57041.11111111,2.46415754,1.06014468,0.27752042
57041.11180556,2.42860111,1.06465189,0.23845418
57041.11250000,2.39233036,1.06884606,0.19931780
57041.11319444,2.35532778,1.07271335,0.16012046
57041.11388889,2.31757532,1.07623921,0.12087216
57041.11458333,2.27905435,1.07940829,0.08158380
57041.11527778,2.23974569,1.08220439,0.04226728
57041.11597222,2.19962958,1.08461044,0.00293557
57041.11666667,2.15868568,1.08660840,-0.03639719
57041.11736111,2.11689307,1.08817923,-0.07571556
57041.11805556,2.07423030,1.08930283,-0.11500273
57041.11875000,2.03067533,1.08995796,-0.15424032
57041.11944444,1.98620562,1.09012216,-0.19340831
57041.12013889,1.94079812,1.08977170,-0.23248484
57041.12083333,1.89442933,1.08888152,-0.27144604
57041.12152778,1.84707533,1.08742508,-0.31026586
57041.12222222,1.79871189,1.08537436,-0.34891589
57041.12291667,1.74931451,1.08269975,-0.38736507
57041.12361111,1.69885858,1.07936993,-0.42557952
57041.12430556,1.64731946,1.07535186,-0.46352225
57041.12500000,1.59467268,1.07061064,-0.50115288
57041.12569444,1.54089413,1.06510946,-0.53842731
57041.12638889,1.48596027,1.05880955,-0.57529748
57041.12708333,1.42984848,1.05167010,-0.61171093
57041.12777778,1.37253732,1.04364825,-0.64761049
57041.12847222,1.31400700,1.03469904,-0.68293391
57041.12916667,1.25423978,1.02477547,-0.71761345
57041.12986111,1.19322060,1.01382850,-0.75157547
57041.13055556,1.13093766,1.00180719,-0.78474010
57041.13125000,1.06738318,0.98865882,-0.81702083
57041.13194444,1.00255421,0.97432913,-0.84832416
57041.13263889,0.93645365,0.95876265,-0.87854937
57041.13333333,0.86909123,0.94190307,-0.90758826
57041.13402778,0.80048475,0.92369381,-0.93532511
57041.13472222,0.73066136,0.90407868,-0.96163672
57041.13541667,0.65965891,0.88300268,-0.98639264
57041.13611111,0.58752739,0.86041302,-1.00945571
57041.13680556,0.51433039,0.83626024,-1.03068282
57041.13750000,0.44014653,0.81049962,-1.04992604
57041.13819444,0.36507074,0.78309261,-1.06703418
57041.13888889,0.28921537,0.75400852,-1.08185471
57041.13958333,0.21271095,0.72322627,-1.09423620
57041.14027778,0.13570658,0.69073614,-1.10403114
57041.14097222,0.05836967,0.65654155,-1.11109924
57041.14166667,-0.01911494,0.62066059,-1.11531095
57041.14236111,-0.09654660,0.58312735,-1.11655126
57041.14305556,-0.17371137,0.54399282,-1.11472342
57041.14375000,-0.25038522,0.50332528,-1.10975250
57041.14444444,-0.32633805,0.46121012,-1.10158850
57041.14513889,-0.40133822,0.41774890,-1.09020876
57041.14583333,-0.47515746,0.37305785,-1.07561954
57041.14652778,-0.54757583,0.32726573,-1.05785648
57041.14722222,-0.61838648,0.28051107,-1.03698405
57041.14791667,-0.68739993,0.23293921,-1.01309390
57041.14861111,-0.75444753,0.18469908,-0.98630226
57041.14930556,-0.81938413,0.13593994,-0.95674650
57041.15000000,-0.88208967,0.08680845,-0.92458129
57041.15069444,-0.94246974,0.03744596,-0.88997434
57041.15138889,-1.00045532,-0.01201374,-0.85310217
57041.15208333,-1.05600164,-0.06144608,-0.81414615
57041.15277778,-1.10908640,-0.11073698,-0.77328875
57041.15347222,-1.15970765,-0.15978356,-0.73071041
57041.15416667,-1.20788127,-0.20849438,-0.68658686
57041.15486111,-1.25363842,-0.25678941,-0.64108702
57041.15555556,-1.29702304,-0.30459963,-0.59437150
57041.15625000,-1.33808938,-0.35186643,-0.54659145
57041.15694444,-1.37689974,-0.39854089,-0.49788796
57041.15763889,-1.41352251,-0.44458290,-0.44839178
57041.15833333,-1.44803039,-0.48996039,-0.39822327
57041.15902778,-1.48049882,-0.53464834,-0.34749264
57041.15972222,-1.51100480,-0.57862805,-0.29630032
57041.16041667,-1.53962572,-0.62188627,-0.24473741
57041.16111111,-1.56643859,-0.66441448,-0.19288630
57041.16180556,-1.59151933,-0.70620824,-0.14082124
57041.16250000,-1.61494224,-0.74726655,-0.08860893
57041.16319444,-1.63677961,-0.78759133,-0.03630915
57041.16388889,-1.65710143,-0.82718695,0.01602463
57041.16458333,-1.67597516,-0.86605979,0.06834473
57041.16527778,-1.69346567,-0.90421788,0.12060867
57041.16597222,-1.70963510,-0.94167059,0.17277872
57041.16666667,-1.72454289,-0.97842836,0.22482142
57041.16736111,-1.73824575,-1.01450248,0.27670714
57041.16805556,-1.75079774,-1.04990487,0.32840974
57041.16875000,-1.76225033,-1.08464791,0.37990615
57041.16944444,-1.77265246,-1.11874433,0.43117612
57041.17013889,-1.78205062,-1.15220704,0.48220187
57041.17083333,-1.79048898,-1.18504910,0.53296789
57041.17152778,-1.79800948,-1.21728356,0.58346064
57041.17222222,-1.80465192,-1.24892346,0.63366840
57041.17291667,-1.81045407,-1.27998172,0.68358103
57041.17361111,-1.81545177,-1.31047113,0.73318983
57041.17430556,-1.81967903,-1.34040429,0.78248739
57041.17500000,-1.82316815,-1.36979361,0.83146742
57041.17569444,-1.82594975,-1.39865124,0.88012469
57041.17638889,-1.82805294,-1.42698910,0.92845483
57041.17708333,-1.82950535,-1.45481885,0.97645433
57041.17777778,-1.83033324,-1.48215185,1.02412037
57041.17847222,-1.83056153,-1.50899922,1.07145079
57041.17916667,-1.83021397,-1.53537176,1.11844402
57041.17986111,-1.82931309,-1.56128001,1.16509899
57041.18055556,-1.82788035,-1.58673423,1.21141507
57041.18125000,-1.82593618,-1.61174437,1.25739207
57041.18194444,-1.82350003,-1.63632014,1.30303013
57041.18263889,-1.82059043,-1.66047094,1.34832973
57041.18333333,-1.81722503,-1.68420592,1.39329162
57041.18402778,-1.81342067,-1.70753397,1.43791681
57041.18472222,-1.80919341,-1.73046371,1.48220652
57041.18541667,-1.80455857,-1.75300351,1.52616219
57041.18611111,-1.79953081,-1.77516151,1.56978539
57041.18680556,-1.79412409,-1.79694558,1.61307787
57041.18750000,-1.78835178,-1.81836340,1.65604151
57041.18819444,-1.78222665,-1.83942238,1.69867830
57041.18888889,-1.77576093,-1.86012974,1.74099031
57041.18958333,-1.76896631,-1.88049249,1.78297972
57041.19027778,-1.76185399,-1.90051742,1.82464876
57041.19097222,-1.75443470,-1.92021112,1.86599976
57041.19166667,-1.74671872,-1.93958002,1.90703504
57041.19236111,-1.73871589,-1.95863032,1.94775703
57041.19305556,-1.73043569,-1.97736807,1.98816813
57041.19375000,-1.72188717,-1.99579913,2.02827082
57041.19444444,-1.71307904,-2.01392921,2.06806757
57041.19513889,-1.70401967,-2.03176385,2.10756088
57041.19583333,-1.69471709,-2.04930842,2.14675323
57041.19652778,-1.68517902,-2.06656816,2.18564715
57041.19722222,-1.67541289,-2.08354815,2.22424514
57041.19791667,-1.66542585,-2.10025333,2.26254971
57041.19861111,-1.65522476,-2.11668851,2.30056336
57041.19930556,-1.64481624,-2.13285837,2.33828857
57041.20000000,-1.63420667,-2.14876745,2.37572782
57041.20069444,-1.62340219,-2.16442018,2.41288359
57041.20138889,-1.61240872,-2.17982086,2.44975832
57041.20208333,-1.60123195,-2.19497369,2.48635443
57041.20277778,-1.58987740,-2.20988274,2.52267435
57041.20347222,-1.57835036,-2.22455199,2.55872047
57041.20416667,-1.56665598,-2.23898531,2.59449515
57041.20486111,-1.55479919,-2.25318647,2.63000074
57041.20555556,-1.54278477,-2.26715914,2.66523956
57041.20625000,-1.53061734,-2.28090689,2.70021392
57041.20694444,-1.51830136,-2.29443322,2.73492609
57041.20763889,-1.50584114,-2.30774153,2.76937831
57041.20833333,-1.49324086,-2.32083513,2.80357282
57041.20902778,-1.48050455,-2.33371725,2.83751179
57041.20972222,-1.46763611,-2.34639105,2.87119742
57041.21041667,-1.45463933,-2.35885961,2.90463182
57041.21111111,-1.44151786,-2.37112593,2.93781713
57041.21180556,-1.42827526,-2.38319294,2.97075543
57041.21250000,-1.41491495,-2.39506350,3.00344878
57041.21319444,-1.40144026,-2.40674040,3.03589922
57041.21388889,-1.38785443,-2.41822638,3.06810875
