# File: ../../samples/ephem_mean_elem.dat
#
# Ephemeris generated from specified elements
# Propagator: SGP4 (improved,WGS72old)
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in km
# Data Delimiter:           space
#
# datetime(mjd),posx(km),posy(km),posz(km)
57652.00000000 -11492.081004 -4702.365309 -1345.860876
57652.00069444 -11422.182903 -4944.783712 -1157.117205
57652.00138889 -11343.889154 -5183.567472 -967.521759
57652.00208333 -11257.275871 -5418.549577 -777.215674
57652.00277778 -11162.422460 -5649.565352 -586.339816
57652.00347222 -11059.411592 -5876.452413 -395.034797
57652.00416667 -10948.329184 -6099.050626 -203.440995
57652.00486111 -10829.264401 -6317.202056 -11.698588
57652.00555556 -10702.309644 -6530.750929 180.052422
57652.00625000 -10567.560559 -6739.543599 371.672187
57652.00694444 -10425.116044 -6943.428516 563.020987
57652.00763889 -10275.078272 -7142.256188 753.959202
57652.00833333 -10117.552708 -7335.879164 944.347282
57652.00902778 -9952.648136 -7524.152011 1134.045736
57652.00972222 -9780.476702 -7706.931292 1322.915090
57652.01041667 -9601.153946 -7884.075557 1510.815873
57652.01111111 -9414.798848 -8055.445337 1697.608596
57652.01180556 -9221.533883 -8220.903134 1883.153720
57652.01250000 -9021.485077 -8380.313423 2067.311644
57652.01319444 -8814.782063 -8533.542670 2249.942685
57652.01388889 -8601.558156 -8680.459328 2430.907055
57652.01458333 -8381.950422 -8820.933860 2610.064845
57652.01527778 -8156.099748 -8954.838772 2787.276020
57652.01597222 -7924.150936 -9082.048629 2962.400397
57652.01666667 -7686.252782 -9202.440098 3135.297639
57652.01736111 -7442.558173 -9315.891991 3305.827247
57652.01805556 -7193.224171 -9422.285316 3473.848565
57652.01875000 -6938.412128 -9521.503328 3639.220765
57652.01944444 -6678.287787 -9613.431599 3801.802856
57652.02013889 -6413.021378 -9697.958093 3961.453698
57652.02083333 -6142.787749 -9774.973242 4118.032001
57652.02152778 -5867.766472 -9844.370038 4271.396345
57652.02222222 -5588.141959 -9906.044136 4421.405204
57652.02291667 -5304.103596 -9959.893955 4567.916964
57652.02361111 -5015.845860 -10005.820804 4710.789955
57652.02430556 -4723.568445 -10043.729010 4849.882495
57652.02500000 -4427.476402 -10073.526052 4985.052922
57652.02569444 -4127.780264 -10095.122720 5116.159650
57652.02638889 -3824.696171 -10108.433273 5243.061228
57652.02708333 -3518.446022 -10113.375617 5365.616398
57652.02777778 -3209.257595 -10109.871492 5483.684177
57652.02847222 -2897.364686 -10097.846670 5597.123933
57652.02916667 -2583.007227 -10077.231175 5705.795481
57652.02986111 -2266.431436 -10047.959509 5809.559183
57652.03055556 -1947.889936 -10009.970894 5908.276063
57652.03125000 -1627.641861 -9963.209531 6001.807933
57652.03194444 -1305.952997 -9907.624877 6090.017525
57652.03263889 -983.095884 -9843.171930 6172.768647
57652.03333333 -659.349906 -9769.811533 6249.926345
57652.03402778 -335.001407 -9687.510704 6321.357079
57652.03472222 -10.343762 -9596.242966 6386.928917
57652.03541667 314.322558 -9495.988704 6446.511748
57652.03611111 638.689913 -9386.735543 6499.977505
57652.03680556 962.443461 -9268.478729 6547.200408
57652.03750000 1285.261136 -9141.221541 6588.057229
57652.03819444 1606.813652 -9004.975707 6622.427572
57652.03888889 1926.764506 -8859.761850 6650.194168
57652.03958333 2244.770035 -8705.609936 6671.243207
57652.04027778 2560.479499 -8542.559743 6685.464667
57652.04097222 2873.535165 -8370.661348 6692.752686
57652.04166667 3183.572456 -8189.975619 6693.005943
57652.04236111 3490.220141 -8000.574716 6686.128064
57652.04305556 3793.100528 -7802.542621 6672.028052
57652.04375000 4091.829735 -7595.975649 6650.620736
57652.04444444 4386.018010 -7380.982974 6621.827245
57652.04513889 4675.270070 -7157.687174 6585.575500
57652.04583333 4959.185524 -6926.224751 6541.800732
57652.04652778 5237.359356 -6686.746650 6490.446011
57652.04722222 5509.382437 -6439.418792 6431.462802
57652.04791667 5774.842140 -6184.422568 6364.811535
57652.04861111 6033.322996 -5921.955330 6290.462187
57652.04930556 6284.407451 -5652.230846 6208.394881
57652.05000000 6527.676655 -5375.479754 6118.600493
57652.05069444 6762.711363 -5091.949950 6021.081263
57652.05138889 6989.092907 -4801.906943 5915.851412
57652.05208333 7206.404232 -4505.634181 5802.937758
57652.05277778 7414.231022 -4203.433300 5682.380324
57652.05347222 7612.162921 -3895.624304 5554.232932
57652.05416667 7799.794799 -3582.545707 5418.563786
57652.05486111 7976.728122 -3264.554560 5275.456030
57652.05555556 8142.572388 -2942.026398 5125.008267
57652.05625000 8296.946625 -2615.355115 4967.335055
57652.05694444 8439.480956 -2284.952709 4802.567352
57652.05763889 8569.818226 -1951.248910 4630.852899
57652.05833333 8687.615664 -1614.690733 4452.356563
57652.05902778 8792.546592 -1275.741854 4267.260591
57652.05972222 8884.302153 -934.881898 4075.764805
57652.06041667 8962.593060 -592.605554 3878.086691
57652.06111111 9027.151329 -249.421599 3674.461424
57652.06180556 9077.732010 94.148248 3465.141772
57652.06250000 9114.114875 437.570616 3250.397897
57652.06319444 9136.106054 780.301872 3030.517062
57652.06388889 9143.539604 1121.789671 2805.803205
57652.06458333 9136.278988 1461.474638 2576.576396
57652.06527778 9114.218443 1798.792132 2343.172185
57652.06597222 9077.284223 2133.174150 2105.940826
57652.06666667 9025.435696 2464.051322 1865.246362
57652.06736111 8958.666280 2790.854960 1621.465628
57652.06805556 8877.004197 3113.019200 1374.987113
57652.06875000 8780.513035 3429.983168 1126.209735
57652.06944444 8669.292107 3741.193200 875.541496
57652.07013889 8543.476595 4046.105023 623.398087
57652.07083333 8403.237469 4344.185955 370.201386
57652.07152778 8248.781179 4634.917068 116.377896
57652.07222222 8080.349130 4917.795257 -137.642838
57652.07291667 7898.216923 5192.335261 -391.429876
57652.07361111 7702.693372 5458.071580 -644.552543
57652.07430556 7494.119332 5714.560243 -896.582063
57652.07500000 7272.866303 5961.380466 -1147.093209
57652.07569444 7039.334862 6198.136156 -1395.665919
57652.07638889 6793.952929 6424.457222 -1641.886841
57652.07708333 6537.173883 6640.000733 -1885.350839
57652.07777778 6269.474539 6844.451890 -2125.662432
57652.07847222 5991.353039 7037.524784 -2362.437119
57652.07916667 5703.326644 7218.962988 -2595.302628
57652.07986111 5405.929477 7388.539937 -2823.900055
57652.08055556 5099.710210 7546.059133 -3047.884895
57652.08125000 4785.229771 7691.354145 -3266.927939
57652.08194444 4463.059032 7824.288452 -3480.716061
57652.08263889 4133.776522 7944.755108 -3688.952894
57652.08333333 3797.966216 8052.676244 -3891.359349
57652.08402778 3456.215371 8148.002440 -4087.674044
57652.08472222 3109.112427 8230.711960 -4277.653610
57652.08541667 2757.245040 8300.809862 -4461.072857
57652.08611111 2401.198194 8358.327020 -4637.724862
57652.08680556 2041.552423 8403.319052 -4807.420944
57652.08750000 1678.882180 8435.865176 -4969.990533
57652.08819444 1313.754316 8456.067010 -5125.280964
57652.08888889 946.726675 8464.047330 -5273.157195
57652.08958333 578.346861 8459.948793 -5413.501431
57652.09027778 209.151094 8443.932649 -5546.212715
57652.09097222 -160.336773 8416.177440 -5671.206441
57652.09166667 -529.606149 8376.877707 -5788.413835
57652.09236111 -898.160423 8326.242710 -5897.781388
57652.09305556 -1265.517608 8264.495170 -5999.270262
57652.09375000 -1631.210871 8191.870039 -6092.855678
57652.09444444 -1994.788926 8108.613306 -6178.526269
57652.09513889 -2355.816357 8014.980847 -6256.283444
57652.09583333 -2713.873850 7911.237312 -6326.140732
57652.09652778 -3068.558315 7797.655069 -6388.123124
57652.09722222 -3419.482950 7674.513198 -6442.266429
57652.09791667 -3766.277245 7542.096522 -6488.616632
57652.09861111 -4108.586883 7400.694722 -6527.229257
57652.09930556 -4446.073629 7250.601477 -6558.168757
57652.10000000 -4778.415134 7092.113676 -6581.507908
57652.10069444 -5105.304727 6925.530668 -6597.327233
57652.10138889 -5426.451128 6751.153589 -6605.714435
57652.10208333 -5741.578161 6569.284719 -6606.763860
57652.10277778 -6050.424441 6380.226890 -6600.575976
57652.10347222 -6352.743001 6184.282958 -6587.256886
57652.10416667 -6648.300939 5981.755312 -6566.917850
57652.10486111 -6936.879042 5772.945416 -6539.674841
57652.10555556 -7218.271376 5558.153417 -6505.648122
57652.10625000 -7492.284895 5337.677777 -6464.961849
57652.10694444 -7758.739042 5111.814937 -6417.743691
57652.10763889 -8017.465326 4880.859041 -6364.124480
57652.10833333 -8268.306921 4645.101670 -6304.237879
57652.10902778 -8511.118271 4404.831609 -6238.220071
57652.10972222 -8745.764670 4160.334661 -6166.209477
57652.11041667 -8972.121878 3911.893472 -6088.346481
57652.11111111 -9190.075729 3659.787384 -6004.773186
57652.11180556 -9399.521757 3404.292306 -5915.633181
57652.11250000 -9600.364813 3145.680628 -5821.071331
57652.11319444 -9792.518710 2884.221127 -5721.233583
57652.11388889 -9975.905881 2620.178900 -5616.266779
57652.11458333 -10150.457023 2353.815331 -5506.318503
57652.11527778 -10316.110776 2085.388044 -5391.536925
57652.11597222 -10472.813418 1815.150885 -5272.070661
57652.11666667 -10620.518545 1543.353922 -5148.068657
57652.11736111 -10759.186784 1270.243445 -5019.680078
57652.11805556 -10888.785524 996.061967 -4887.054198
57652.11875000 -11009.288637 721.048268 -4750.340322
57652.11944444 -11120.676226 445.437410 -4609.687701
57652.12013889 -11222.934390 169.460766 -4465.245458
57652.12083333 -11316.054983 -106.653918 -4317.162536
57652.12152778 -11400.035403 -382.682488 -4165.587636
57652.12222222 -11474.878382 -658.404328 -4010.669178
57652.12291667 -11540.591794 -933.602311 -3852.555250
57652.12361111 -11597.188465 -1208.062728 -3691.393590
57652.12430556 -11644.686004 -1481.575232 -3527.331552
57652.12500000 -11683.106642 -1753.932782 -3360.516079
57652.12569444 -11712.477073 -2024.931568 -3191.093700
57652.12638889 -11732.828322 -2294.370945 -3019.210512
57652.12708333 -11744.195606 -2562.053379 -2845.012166
57652.12777778 -11746.618212 -2827.784365 -2668.643878
57652.12847222 -11740.139388 -3091.372365 -2490.250422
57652.12916667 -11724.806238 -3352.628749 -2309.976130
57652.12986111 -11700.669625 -3611.367717 -2127.964910
57652.13055556 -11667.784087 -3867.406239 -1944.360245
57652.13125000 -11626.207762 -4120.563990 -1759.305214
57652.13194444 -11576.002310 -4370.663297 -1572.942498
57652.13263889 -11517.232863 -4617.529061 -1385.414404
57652.13333333 -11449.967962 -4860.988705 -1196.862883
57652.13402778 -11374.279516 -5100.872128 -1007.429541
57652.13472222 -11290.242760 -5337.011632 -817.255673
57652.13541667 -11197.936230 -5569.241879 -626.482278
57652.13611111 -11097.441727 -5797.399847 -435.250080
57652.13680556 -10988.844312 -6021.324767 -243.699561
57652.13750000 -10872.232287 -6240.858092 -51.970981
57652.13819444 -10747.697190 -6455.843456 139.795601
57652.13888889 -10615.333806 -6666.126627 331.460293
57652.13958333 -10475.240166 -6871.555477 522.883345
57652.14027778 -10327.517563 -7071.979959 713.925134
57652.14097222 -10172.270576 -7267.252067 904.446124
57652.14166667 -10009.607096 -7457.225824 1094.306847
57652.14236111 -9839.638357 -7641.757253 1283.367879
57652.14305556 -9662.478969 -7820.704375 1471.489819
57652.14375000 -9478.246971 -7993.927189 1658.533256
57652.14444444 -9287.063879 -8161.287666 1844.358752
57652.14513889 -9089.054726 -8322.649761 2028.826827
57652.14583333 -8884.348145 -8477.879400 2211.797928
57652.14652778 -8673.076416 -8626.844502 2393.132413
57652.14722222 -8455.375541 -8769.414996 2572.690547
57652.14791667 -8231.385325 -8905.462832 2750.332470
57652.14861111 -8001.249451 -9034.862016 2925.918191
57652.14930556 -7765.115561 -9157.488645 3099.307585
57652.15000000 -7523.135357 -9273.220942 3270.360376
57652.15069444 -7275.464688 -9381.939304 3438.936132
57652.15138889 -7022.263643 -9483.526366 3604.894277
57652.15208333 -6763.696668 -9577.867047 3768.094073
57652.15277778 -6499.932664 -9664.848634 3928.394639
57652.15347222 -6231.145103 -9744.360854 4085.654957
57652.15416667 -5957.512130 -9816.295961 4239.733888
57652.15486111 -5679.216701 -9880.548834 4390.490184
57652.15555556 -5396.446693 -9937.017080 4537.782516
57652.15625000 -5109.395022 -9985.601151 4681.469507
57652.15694444 -4818.259788 -10026.204467 4821.409756
57652.15763889 -4523.244390 -10058.733556 4957.461888
57652.15833333 -4224.557658 -10083.098196 5089.484602
57652.15902778 -3922.413991 -10099.211577 5217.336718
57652.15972222 -3617.033492 -10106.990470 5340.877245
57652.16041667 -3308.642086 -10106.355414 5459.965457
57652.16111111 -2997.471672 -10097.230904 5574.460960
57652.16180556 -2683.760245 -10079.545611 5684.223792
57652.16250000 -2367.752030 -10053.232597 5789.114519
57652.16319444 -2049.697598 -10018.229556 5888.994343
57652.16388889 -1729.854005 -9974.479067 5983.725225
57652.16458333 -1408.484908 -9921.928864 6073.170018
57652.16527778 -1085.860661 -9860.532111 6157.192612
57652.16597222 -762.258444 -9790.247713 6235.658095
57652.16666667 -437.962351 -9711.040624 6308.432922
57652.16736111 -113.263462 -9622.882179 6375.385111
57652.16805556 211.540055 -9525.750448 6436.384442
57652.16875000 536.142896 -9419.630600 6491.302675
57652.16944444 860.232584 -9304.515279 6540.013796
57652.17013889 1183.489419 -9180.405013 6582.394266
57652.17083333 1505.586482 -9047.308629 6618.323295
57652.17152778 1826.189650 -8905.243673 6647.683144
57652.17222222 2144.957622 -8754.236875 6670.359427
57652.17291667 2461.541988 -8594.324603 6686.241456
57652.17361111 2775.587325 -8425.553339 6695.222589
